_id,_description,_releaseStatus,_scope,_openedAt,_closedAt
323042101,,1,,2023/04/20 15:00:00,2023/04/27 14:59:59
323042405,,1,,2023/04/23 15:00:00,2023/04/30 14:59:59
323042207,,1,,2023/04/21 15:00:00,2023/04/28 14:59:59
323042705,,1,,2023/04/26 15:00:00,2023/05/03 14:59:59
323042602,,1,,2023/04/25 15:00:00,2023/05/02 14:59:59
323042603,,1,,2023/04/25 15:00:00,2023/05/02 14:59:59
323042502,,1,,2023/04/24 15:00:00,2023/05/01 14:59:59
323042706,,1,,2023/04/26 15:00:00,2023/05/03 14:59:59
323042503,,1,,2023/04/24 15:00:00,2023/05/01 14:59:59
323042604,,1,,2023/04/25 15:00:00,2023/05/02 14:59:59
323042004,,1,,2023/04/19 15:00:00,2023/04/26 14:59:59
323042605,,1,,2023/04/25 15:00:00,2023/05/02 14:59:59
323042102,,1,,2023/04/20 15:00:00,2023/04/27 14:59:59
323042005,,1,,2023/04/19 15:00:00,2023/04/26 14:59:59
323042606,,1,,2023/04/25 15:00:00,2023/05/02 14:59:59
323042504,,1,,2023/04/24 15:00:00,2023/05/01 14:59:59
323042103,,1,,2023/04/20 15:00:00,2023/04/27 14:59:59
323042406,,1,,2023/04/23 15:00:00,2023/04/30 14:59:59
323042104,,1,,2023/04/20 15:00:00,2023/04/27 14:59:59
323042607,,1,,2023/04/25 15:00:00,2023/05/02 14:59:59
323042505,,1,,2023/04/24 15:00:00,2023/05/01 14:59:59
323052101,,1,,2023/05/20 15:00:00,2023/05/27 14:59:59
323051301,,1,,2023/05/12 15:00:00,2023/05/19 14:59:59
323050107,,1,,2023/04/30 15:00:00,2023/05/07 14:59:59
323052102,,1,,2023/05/20 15:00:00,2023/05/27 14:59:59
323050501,,1,,2023/05/04 15:00:00,2023/05/11 14:59:59
323050108,,1,,2023/04/30 15:00:00,2023/05/07 14:59:59
323050201,,1,,2023/05/01 15:00:00,2023/05/08 14:59:59
323050502,,1,,2023/05/04 15:00:00,2023/05/11 14:59:59
323042802,,1,,2023/04/27 15:00:00,2023/05/04 14:59:59
323050109,,1,,2023/04/30 15:00:00,2023/05/07 14:59:59
323050401,,1,,2023/05/03 15:00:00,2023/05/10 14:59:59
323050301,,1,,2023/05/02 15:00:00,2023/05/09 14:59:59
323042803,,1,,2023/04/27 15:00:00,2023/05/04 14:59:59
323050202,,1,,2023/05/01 15:00:00,2023/05/08 14:59:59
323050503,,1,,2023/05/04 15:00:00,2023/05/11 14:59:59
323050302,,1,,2023/05/02 15:00:00,2023/05/09 14:59:59
323050203,,1,,2023/05/01 15:00:00,2023/05/08 14:59:59
323050303,,1,,2023/05/02 15:00:00,2023/05/09 14:59:59
323050204,,1,,2023/05/01 15:00:00,2023/05/08 14:59:59
323050402,,1,,2023/05/03 15:00:00,2023/05/10 14:59:59
323051701,,1,,2023/05/16 15:00:00,2023/05/23 14:59:59
323051102,,1,,2023/05/10 15:00:00,2023/05/17 14:59:59
323043006,,1,,2023/04/29 15:00:00,2023/05/06 14:59:59
323050110,,1,,2023/04/30 15:00:00,2023/05/07 14:59:59
323043007,,1,,2023/04/29 15:00:00,2023/05/06 14:59:59
323043008,,1,,2023/04/29 15:00:00,2023/05/06 14:59:59
323050111,,1,,2023/04/30 15:00:00,2023/05/07 14:59:59
323043009,,1,,2023/04/29 15:00:00,2023/05/06 14:59:59
323050403,,1,,2023/05/03 15:00:00,2023/05/10 14:59:59
323043010,,1,,2023/04/29 15:00:00,2023/05/06 14:59:59
323050112,,1,,2023/05/01 15:00:00,2023/05/08 14:59:59
323042804,,1,,2023/04/27 15:00:00,2023/05/04 14:59:59
323051103,,1,,2023/05/10 15:00:00,2023/05/17 14:59:59
323042805,,1,,2023/04/27 15:00:00,2023/05/04 14:59:59
323042806,,1,,2023/04/27 15:00:00,2023/05/04 14:59:59
323042807,,1,,2023/04/27 15:00:00,2023/05/04 14:59:59
323042808,,1,,2023/04/27 15:00:00,2023/05/04 14:59:59
323042809,,1,,2023/04/27 15:00:00,2023/05/04 14:59:59
323042810,,1,,2023/04/27 15:00:00,2023/05/04 14:59:59
323061301,,1,,2023/06/12 15:00:00,2023/06/19 14:59:59
323060801,,1,,2023/06/07 15:00:00,2023/06/14 14:59:59
323060401,,1,,2023/06/03 15:00:00,2023/06/10 14:59:59
323061601,,1,,2023/06/15 15:00:00,2023/06/22 14:59:59
323060201,,1,,2023/06/01 15:00:00,2023/06/08 14:59:59
323061801,,1,,2023/06/17 15:00:00,2023/06/24 14:59:59
323061401,,1,,2023/06/13 15:00:00,2023/06/20 14:59:59
323060701,,1,,2023/06/06 15:00:00,2023/06/13 14:59:59
323061001,,1,,2023/06/09 15:00:00,2023/06/16 14:59:59
323060601,,1,,2023/06/05 15:00:00,2023/06/12 14:59:59
323060501,,1,,2023/06/04 15:00:00,2023/06/11 14:59:59
323061302,,1,,2023/06/12 15:00:00,2023/06/19 14:59:59
323062201,,1,,2023/06/21 15:00:00,2023/06/28 14:59:59
323061802,,1,,2023/06/17 15:00:00,2023/06/24 14:59:59
323062001,,1,,2023/06/19 15:00:00,2023/06/26 14:59:59
323060202,,1,,2023/06/01 15:00:00,2023/06/08 14:59:59
323062002,,1,,2023/06/19 15:00:00,2023/06/26 14:59:59
323061402,,1,,2023/06/13 15:00:00,2023/06/20 14:59:59
323062401,,1,,2023/06/23 15:00:00,2023/06/30 14:59:59
323062601,,1,,2023/06/25 15:00:00,2023/07/02 14:59:59
323062402,,1,,2023/06/23 15:00:00,2023/06/30 14:59:59
323060502,,1,,2023/06/04 15:00:00,2023/06/11 14:59:59
323060901,,1,,2023/06/08 15:00:00,2023/06/15 14:59:59
323061101,,1,,2023/06/10 15:00:00,2023/06/17 14:59:59
323062701,,1,,2023/06/26 15:00:00,2023/07/03 14:59:59
323061303,,1,,2023/06/12 15:00:00,2023/06/19 14:59:59
323060802,,1,,2023/06/07 15:00:00,2023/06/14 14:59:59
323060402,,1,,2023/06/03 15:00:00,2023/06/10 14:59:59
323062702,,1,,2023/06/26 15:00:00,2023/07/03 14:59:59
323060702,,1,,2023/06/06 15:00:00,2023/06/13 14:59:59
323061002,,1,,2023/06/09 15:00:00,2023/06/16 14:59:59
323060101,,1,,2023/05/31 15:00:00,2023/06/07 14:59:59
323061102,,1,,2023/06/10 15:00:00,2023/06/17 14:59:59
323062901,,1,,2023/06/28 15:00:00,2023/07/05 14:59:59
323062602,,1,,2023/06/25 15:00:00,2023/07/02 14:59:59
323062202,,1,,2023/06/21 15:00:00,2023/06/28 14:59:59
323060602,,1,,2023/06/05 15:00:00,2023/06/12 14:59:59
323060803,,1,,2023/06/07 15:00:00,2023/06/14 14:59:59
323060503,,1,,2023/06/04 15:00:00,2023/06/11 14:59:59
323061304,,1,,2023/06/12 15:00:00,
323060804,,1,,2023/06/07 15:00:00,
323060403,,1,,2023/06/03 15:00:00,
323061602,,1,,2023/06/15 15:00:00,
323060203,,1,,2023/06/01 15:00:00,
323061803,,1,,2023/06/17 15:00:00,
323061403,,1,,2023/06/13 15:00:00,
323060703,,1,,2023/06/06 15:00:00,
323061003,,1,,2023/06/09 15:00:00,
323060603,,1,,2023/06/05 15:00:00,
323060504,,1,,2023/06/04 15:00:00,
323061305,,1,,2023/06/12 15:00:00,
323062203,,1,,2023/06/21 15:00:00,
323061804,,1,,2023/06/17 15:00:00,
323062003,,1,,2023/06/19 15:00:00,
323060204,,1,,2023/06/01 15:00:00,
323062004,,1,,2023/06/19 15:00:00,
323061404,,1,,2023/06/13 15:00:00,
323062403,,1,,2023/06/23 15:00:00,
323062603,,1,,2023/06/25 15:00:00,
323062404,,1,,2023/06/23 15:00:00,
323060505,,1,,2023/06/04 15:00:00,
323060902,,1,,2023/06/08 15:00:00,
323061103,,1,,2023/06/10 15:00:00,
323062703,,1,,2023/06/26 15:00:00,
323061306,,1,,2023/06/12 15:00:00,
323060805,,1,,2023/06/07 15:00:00,
323060404,,1,,2023/06/03 15:00:00,
323062704,,1,,2023/06/26 15:00:00,
323060704,,1,,2023/06/06 15:00:00,
323061004,,1,,2023/06/09 15:00:00,
323060102,,1,,2023/05/31 15:00:00,
323061104,,1,,2023/06/10 15:00:00,
323062902,,1,,2023/06/28 15:00:00,
323062604,,1,,2023/06/25 15:00:00,
323062204,,1,,2023/06/21 15:00:00,
323060604,,1,,2023/06/05 15:00:00,
323060806,,1,,2023/06/07 15:00:00,
323060506,,1,,2023/06/04 15:00:00,
323072101,,1,,2023/07/20 15:00:00,2023/07/27 14:59:59
323072401,,1,,2023/07/23 15:00:00,2023/07/30 14:59:59
323071201,,1,,2023/07/11 15:00:00,2023/07/18 14:59:59
323072402,,1,,2023/07/23 15:00:00,2023/07/30 14:59:59
323072301,,1,,2023/07/22 15:00:00,2023/07/29 14:59:59
323071202,,1,,2023/07/11 15:00:00,2023/07/18 14:59:59
323072601,,1,,2023/07/25 15:00:00,2023/08/01 14:59:59
323072901,,1,,2023/07/28 15:00:00,2023/08/04 14:59:59
323072602,,1,,2023/07/25 15:00:00,2023/08/01 14:59:59
323072102,,1,,2023/07/20 15:00:00,2023/07/27 14:59:59
323071301,,1,,2023/07/12 15:00:00,2023/07/19 14:59:59
323072403,,1,,2023/07/23 15:00:00,2023/07/30 14:59:59
323072103,,1,,2023/07/20 15:00:00,2023/07/27 14:59:59
323072104,,1,,2023/07/20 15:00:00,2023/07/27 14:59:59
323070701,,1,,2023/07/06 15:00:00,2023/07/13 14:59:59
323071001,,1,,2023/07/09 15:00:00,2023/07/16 14:59:59
323070702,,1,,2023/07/06 15:00:00,2023/07/13 14:59:59
323070301,,1,,2023/07/02 15:00:00,2023/07/09 14:59:59
323072801,,1,,2023/07/27 15:00:00,2023/08/03 14:59:59
323072701,,1,,2023/07/26 15:00:00,2023/08/02 14:59:59
323072802,,1,,2023/07/27 15:00:00,2023/08/03 14:59:59
323072803,,1,,2023/07/27 15:00:00,2023/08/03 14:59:59
323072001,,1,,2023/07/19 15:00:00,2023/07/26 14:59:59
323072105,,1,,2023/07/20 15:00:00,2023/07/27 14:59:59
323072302,,1,,2023/07/22 15:00:00,2023/07/29 14:59:59
323072002,,1,,2023/07/19 15:00:00,2023/07/26 14:59:59
323072003,,1,,2023/07/19 15:00:00,2023/07/26 14:59:59
323072404,,1,,2023/07/23 15:00:00,2023/07/30 14:59:59
323070302,,1,,2023/07/02 15:00:00,2023/07/09 14:59:59
323072106,,1,,2023/07/20 15:00:00,2023/07/27 14:59:59
323072004,,1,,2023/07/19 15:00:00,2023/07/26 14:59:59
323072005,,1,,2023/07/19 15:00:00,2023/07/26 14:59:59
323071801,,1,,2023/07/17 15:00:00,2023/07/24 14:59:59
323072006,,1,,2023/07/19 15:00:00,2023/07/26 14:59:59
323071802,,1,,2023/07/17 15:00:00,2023/07/24 14:59:59
323071002,,1,,2023/07/09 15:00:00,2023/07/16 14:59:59
323071803,,1,,2023/07/17 15:00:00,2023/07/24 14:59:59
323072007,,1,,2023/07/19 15:00:00,2023/07/26 14:59:59
323072008,,1,,2023/07/19 15:00:00,2023/07/26 14:59:59
323072107,,1,,2023/07/20 15:00:00,
323072405,,1,,2023/07/23 15:00:00,
323071203,,1,,2023/07/11 15:00:00,
323072406,,1,,2023/07/23 15:00:00,
323072303,,1,,2023/07/22 15:00:00,
323071204,,1,,2023/07/11 15:00:00,
323072603,,1,,2023/07/25 15:00:00,
323072902,,1,,2023/07/28 15:00:00,
323072604,,1,,2023/07/25 15:00:00,
323072108,,1,,2023/07/20 15:00:00,
323071302,,1,,2023/07/12 15:00:00,
323072407,,1,,2023/07/23 15:00:00,
323072109,,1,,2023/07/20 15:00:00,
323072110,,1,,2023/07/20 15:00:00,
323070703,,1,,2023/07/06 15:00:00,
323071003,,1,,2023/07/09 15:00:00,
323070704,,1,,2023/07/06 15:00:00,
323070303,,1,,2023/07/02 15:00:00,
323072804,,1,,2023/07/27 15:00:00,
323072702,,1,,2023/07/26 15:00:00,
323072805,,1,,2023/07/27 15:00:00,
323072806,,1,,2023/07/27 15:00:00,
323072009,,1,,2023/07/19 15:00:00,
323072111,,1,,2023/07/20 15:00:00,
323072304,,1,,2023/07/22 15:00:00,
323072010,,1,,2023/07/19 15:00:00,
323072011,,1,,2023/07/19 15:00:00,
323072408,,1,,2023/07/23 15:00:00,
323070304,,1,,2023/07/02 15:00:00,
323072112,,1,,2023/07/20 15:00:00,
323072012,,1,,2023/07/19 15:00:00,
323072013,,1,,2023/07/19 15:00:00,
323071804,,1,,2023/07/17 15:00:00,
323072014,,1,,2023/07/19 15:00:00,
323071805,,1,,2023/07/17 15:00:00,
323071004,,1,,2023/07/09 15:00:00,
323071806,,1,,2023/07/17 15:00:00,
323072015,,1,,2023/07/19 15:00:00,
323072016,,1,,2023/07/19 15:00:00,
323082001,,1,,2023/08/19 15:00:00,2023/08/26 14:59:59
323080701,,1,,2023/08/06 15:00:00,2023/08/13 14:59:59
323080702,,1,,2023/08/06 15:00:00,2023/08/13 14:59:59
323082401,,1,,2023/08/23 15:00:00,2023/08/30 14:59:59
323080801,,1,,2023/08/07 15:00:00,2023/08/14 14:59:59
323081601,,1,,2023/08/15 15:00:00,2023/08/22 14:59:59
323081701,,1,,2023/08/16 15:00:00,2023/08/23 14:59:59
323080802,,1,,2023/08/07 15:00:00,2023/08/14 14:59:59
323082901,,1,,2023/08/28 15:00:00,2023/09/04 14:59:59
323081602,,1,,2023/08/15 15:00:00,2023/08/22 14:59:59
323080101,,1,,2023/07/31 15:00:00,2023/08/07 14:59:59
323081401,,1,,2023/08/13 15:00:00,2023/08/20 14:59:59
323082101,,1,,2023/08/20 15:00:00,2023/08/27 14:59:59
323082902,,1,,2023/08/28 15:00:00,2023/09/04 14:59:59
323081901,,1,,2023/08/18 15:00:00,2023/08/25 14:59:59
323081702,,1,,2023/08/16 15:00:00,2023/08/23 14:59:59
323081001,,1,,2023/08/09 15:00:00,2023/08/16 14:59:59
323081902,,1,,2023/08/18 15:00:00,2023/08/25 14:59:59
323081801,,1,,2023/08/17 15:00:00,2023/08/24 14:59:59
323081402,,1,,2023/08/13 15:00:00,2023/08/20 14:59:59
323082601,,1,,2023/08/25 15:00:00,2023/09/01 14:59:59
323082903,,1,,2023/08/28 15:00:00,2023/09/04 14:59:59
323081002,,1,,2023/08/09 15:00:00,2023/08/16 14:59:59
323082602,,1,,2023/08/25 15:00:00,2023/09/01 14:59:59
323081802,,1,,2023/08/17 15:00:00,2023/08/24 14:59:59
323081101,,1,,2023/08/10 15:00:00,2023/08/17 14:59:59
323081102,,1,,2023/08/10 15:00:00,2023/08/17 14:59:59
323081603,,1,,2023/08/15 15:00:00,2023/08/22 14:59:59
323080601,,1,,2023/08/05 15:00:00,2023/08/12 14:59:59
323082002,,1,,2023/08/19 15:00:00,2023/08/26 14:59:59
323080102,,1,,2023/07/31 15:00:00,2023/08/07 14:59:59
323082402,,1,,2023/08/23 15:00:00,2023/08/30 14:59:59
323081103,,1,,2023/08/10 15:00:00,2023/08/17 14:59:59
323082102,,1,,2023/08/20 15:00:00,2023/08/27 14:59:59
323080401,,1,,2023/08/03 15:00:00,2023/08/10 14:59:59
323080602,,1,,2023/08/05 15:00:00,2023/08/12 14:59:59
323082103,,1,,2023/08/20 15:00:00,2023/08/27 14:59:59
323080402,,1,,2023/08/03 15:00:00,2023/08/10 14:59:59
323082104,,1,,2023/08/20 15:00:00,2023/08/27 14:59:59
323082003,,1,,2023/08/19 15:00:00,
323080703,,1,,2023/08/06 15:00:00,
323080704,,1,,2023/08/06 15:00:00,
323082403,,1,,2023/08/23 15:00:00,
323080803,,1,,2023/08/07 15:00:00,
323081604,,1,,2023/08/15 15:00:00,
323081703,,1,,2023/08/16 15:00:00,
323080804,,1,,2023/08/07 15:00:00,
323082904,,1,,2023/08/28 15:00:00,
323081605,,1,,2023/08/15 15:00:00,
323080103,,1,,2023/07/31 15:00:00,
323081403,,1,,2023/08/13 15:00:00,
323082105,,1,,2023/08/20 15:00:00,
323082905,,1,,2023/08/28 15:00:00,
323081903,,1,,2023/08/18 15:00:00,
323081704,,1,,2023/08/16 15:00:00,
323081003,,1,,2023/08/09 15:00:00,
323081904,,1,,2023/08/18 15:00:00,
323081803,,1,,2023/08/17 15:00:00,
323081404,,1,,2023/08/13 15:00:00,
323082603,,1,,2023/08/25 15:00:00,
323082906,,1,,2023/08/28 15:00:00,
323081004,,1,,2023/08/09 15:00:00,
323082604,,1,,2023/08/25 15:00:00,
323081804,,1,,2023/08/17 15:00:00,
323081104,,1,,2023/08/10 15:00:00,
323081105,,1,,2023/08/10 15:00:00,
323081606,,1,,2023/08/15 15:00:00,
323080603,,1,,2023/08/05 15:00:00,
323082004,,1,,2023/08/19 15:00:00,
323080104,,1,,2023/07/31 15:00:00,
323082404,,1,,2023/08/23 15:00:00,
323081106,,1,,2023/08/10 15:00:00,
323082106,,1,,2023/08/20 15:00:00,
323080403,,1,,2023/08/03 15:00:00,
323080604,,1,,2023/08/05 15:00:00,
323082107,,1,,2023/08/20 15:00:00,
323080404,,1,,2023/08/03 15:00:00,
323082108,,1,,2023/08/20 15:00:00,
323082801,,1,,2023/08/27 15:00:00,2023/09/03 14:59:59
323082802,,1,,2023/08/27 15:00:00,
323092101,,1,,2023/09/20 15:00:00,2023/09/27 14:59:59
323092501,,1,,2023/09/24 15:00:00,2023/10/01 14:59:59
323092801,,1,,2023/09/27 15:00:00,2023/10/04 14:59:59
323090301,,1,,2023/09/02 15:00:00,2023/09/09 14:59:59
323092802,,1,,2023/09/27 15:00:00,2023/10/04 14:59:59
323091901,,1,,2023/09/18 15:00:00,2023/09/25 14:59:59
323092102,,1,,2023/09/20 15:00:00,2023/09/27 14:59:59
323092901,,1,,2023/09/28 15:00:00,2023/10/05 14:59:59
323090601,,1,,2023/09/05 15:00:00,2023/09/12 14:59:59
323090101,,1,,2023/08/31 15:00:00,2023/09/07 14:59:59
323092902,,1,,2023/09/28 15:00:00,2023/10/05 14:59:59
323091902,,1,,2023/09/18 15:00:00,2023/09/25 14:59:59
323091401,,1,,2023/09/13 15:00:00,2023/09/20 14:59:59
323091201,,1,,2023/09/11 15:00:00,2023/09/18 14:59:59
323092502,,1,,2023/09/24 15:00:00,2023/10/01 14:59:59
323092803,,1,,2023/09/27 15:00:00,2023/10/04 14:59:59
323092103,,1,,2023/09/20 15:00:00,2023/09/27 14:59:59
323092401,,1,,2023/09/23 15:00:00,2023/09/30 14:59:59
323090801,,1,,2023/09/07 15:00:00,2023/09/14 14:59:59
323090302,,1,,2023/09/02 15:00:00,2023/09/09 14:59:59
323090602,,1,,2023/09/05 15:00:00,2023/09/12 14:59:59
323090102,,1,,2023/08/31 15:00:00,2023/09/07 14:59:59
323090103,,1,,2023/08/31 15:00:00,2023/09/07 14:59:59
323091501,,1,,2023/09/14 15:00:00,2023/09/21 14:59:59
323091701,,1,,2023/09/16 15:00:00,2023/09/23 14:59:59
323092402,,1,,2023/09/23 15:00:00,2023/09/30 14:59:59
323091502,,1,,2023/09/14 15:00:00,2023/09/21 14:59:59
323090802,,1,,2023/09/07 15:00:00,2023/09/14 14:59:59
323091202,,1,,2023/09/11 15:00:00,2023/09/18 14:59:59
323090104,,1,,2023/08/31 15:00:00,2023/09/07 14:59:59
323090105,,1,,2023/08/31 15:00:00,2023/09/07 14:59:59
323091402,,1,,2023/09/13 15:00:00,2023/09/20 14:59:59
323090106,,1,,2023/08/31 15:00:00,2023/09/07 14:59:59
323091702,,1,,2023/09/16 15:00:00,2023/09/23 14:59:59
323090107,,1,,2023/08/31 15:00:00,2023/09/07 14:59:59
323090108,,1,,2023/08/31 15:00:00,2023/09/07 14:59:59
323090109,,1,,2023/08/31 15:00:00,2023/09/07 14:59:59
323090110,,1,,2023/08/31 15:00:00,2023/09/07 14:59:59
323090111,,1,,2023/08/31 15:00:00,2023/09/07 14:59:59
323092104,,1,,2023/09/20 15:00:00,
323092503,,1,,2023/09/24 15:00:00,
323092804,,1,,2023/09/27 15:00:00,
323090303,,1,,2023/09/02 15:00:00,
323092805,,1,,2023/09/27 15:00:00,
323091903,,1,,2023/09/18 15:00:00,
323092105,,1,,2023/09/20 15:00:00,
323092903,,1,,2023/09/28 15:00:00,
323090603,,1,,2023/09/05 15:00:00,
323090112,,1,,2023/08/31 15:00:00,
323092904,,1,,2023/09/28 15:00:00,
323091904,,1,,2023/09/18 15:00:00,
323091403,,1,,2023/09/13 15:00:00,
323091203,,1,,2023/09/11 15:00:00,
323092504,,1,,2023/09/24 15:00:00,
323092806,,1,,2023/09/27 15:00:00,
323092106,,1,,2023/09/20 15:00:00,
323092403,,1,,2023/09/23 15:00:00,
323090803,,1,,2023/09/07 15:00:00,
323090304,,1,,2023/09/02 15:00:00,
323090604,,1,,2023/09/05 15:00:00,
323090113,,1,,2023/08/31 15:00:00,
323090114,,1,,2023/08/31 15:00:00,
323091503,,1,,2023/09/14 15:00:00,
323091703,,1,,2023/09/16 15:00:00,
323092404,,1,,2023/09/23 15:00:00,
323091504,,1,,2023/09/14 15:00:00,
323090804,,1,,2023/09/07 15:00:00,
323091204,,1,,2023/09/11 15:00:00,
323090115,,1,,2023/08/31 15:00:00,
323090116,,1,,2023/08/31 15:00:00,
323091404,,1,,2023/09/13 15:00:00,
323090117,,1,,2023/08/31 15:00:00,
323091704,,1,,2023/09/16 15:00:00,
323090118,,1,,2023/08/31 15:00:00,
323090119,,1,,2023/08/31 15:00:00,
323090120,,1,,2023/08/31 15:00:00,
323090121,,1,,2023/08/31 15:00:00,
323090122,,1,,2023/08/31 15:00:00,
323103101,,1,231024,2023/10/30 15:00:00,2023/11/06 14:59:59
323103102,,1,231024,2023/10/30 15:00:00,2023/11/06 14:59:59
323103103,,1,231024,2023/10/30 15:00:00,2023/11/06 14:59:59
323103104,,1,231024,2023/10/30 15:00:00,2023/11/06 14:59:59
323103105,,1,231024,2023/10/30 15:00:00,2023/11/06 14:59:59
323103106,,1,231024,2023/10/30 15:00:00,2023/11/06 14:59:59
323103107,,1,231024,2023/10/30 15:00:00,2023/11/06 14:59:59
323103108,,1,231024,2023/10/30 15:00:00,2023/11/06 14:59:59
323103109,,1,231024,2023/10/30 15:00:00,2023/11/06 14:59:59
323103110,,1,231024,2023/10/30 15:00:00,2023/11/06 14:59:59
323103111,,1,231024,2023/10/30 15:00:00,2023/11/06 14:59:59
323103112,,1,231024,2023/10/30 15:00:00,2023/11/06 14:59:59
323103113,,1,231024,2023/10/30 15:00:00,2023/11/06 14:59:59
323103114,,1,231024,2023/10/30 15:00:00,2023/11/06 14:59:59
323103115,,1,231024,2023/10/30 15:00:00,2023/11/06 14:59:59
323103116,,1,231024,2023/10/30 15:00:00,2023/11/06 14:59:59
323103117,,1,231024,2023/10/30 15:00:00,2023/11/06 14:59:59
323103118,,1,231024,2023/10/30 15:00:00,2023/11/06 14:59:59
323103119,,1,231024,2023/10/30 15:00:00,2023/11/06 14:59:59
323103120,,1,231024,2023/10/30 15:00:00,2023/11/06 14:59:59
323103121,,1,231024,2023/10/30 15:00:00,2023/11/06 14:59:59
323103122,,1,231024,2023/10/30 15:00:00,2023/11/06 14:59:59
323103123,,1,231024,2023/10/30 15:00:00,2023/11/06 14:59:59
323103124,,1,231024,2023/10/30 15:00:00,2023/11/06 14:59:59
323103125,,1,231024,2023/10/30 15:00:00,2023/11/06 14:59:59
323103126,,1,231024,2023/10/30 15:00:00,2023/11/06 14:59:59
323103127,,1,231024,2023/10/30 15:00:00,2023/11/06 14:59:59
323103128,,1,231024,2023/10/30 15:00:00,2023/11/06 14:59:59
323103129,,1,231024,2023/10/30 15:00:00,2023/11/06 14:59:59
323103130,,1,231024,2023/10/30 15:00:00,2023/11/06 14:59:59
323102501,,1,231024,2023/10/24 15:00:00,2023/10/31 14:59:59
323102502,,1,231024,2023/10/24 15:00:00,2023/10/31 14:59:59
323103131,,1,231024,2023/10/30 15:00:00,2023/11/06 14:59:59
323102503,,1,231024,2023/10/24 15:00:00,2023/10/31 14:59:59
323102504,,1,231024,2023/10/24 15:00:00,2023/10/31 14:59:59
323102505,,1,231024,2023/10/24 15:00:00,2023/10/31 14:59:59
323102506,,1,231024,2023/10/24 15:00:00,2023/10/31 14:59:59
323102201,,1,231015,2023/10/21 15:00:00,2023/10/28 14:59:59
323102507,,1,231024,2023/10/24 15:00:00,2023/10/31 14:59:59
323103132,,1,231024,2023/10/30 15:00:00,
323103133,,1,231024,2023/10/30 15:00:00,
323103134,,1,231024,2023/10/30 15:00:00,
323103135,,1,231024,2023/10/30 15:00:00,
323103136,,1,231024,2023/10/30 15:00:00,
323103137,,1,231024,2023/10/30 15:00:00,
323103138,,1,231024,2023/10/30 15:00:00,
323103139,,1,231024,2023/10/30 15:00:00,
323103140,,1,231024,2023/10/30 15:00:00,
323103141,,1,231024,2023/10/30 15:00:00,
323103142,,1,231024,2023/10/30 15:00:00,
323103143,,1,231024,2023/10/30 15:00:00,
323103144,,1,231024,2023/10/30 15:00:00,
323103145,,1,231024,2023/10/30 15:00:00,
323103146,,1,231024,2023/10/30 15:00:00,
323103147,,1,231024,2023/10/30 15:00:00,
323103148,,1,231024,2023/10/30 15:00:00,
323103149,,1,231024,2023/10/30 15:00:00,
323103150,,1,231024,2023/10/30 15:00:00,
323103151,,1,231024,2023/10/30 15:00:00,
323103152,,1,231024,2023/10/30 15:00:00,
323103153,,1,231024,2023/10/30 15:00:00,
323103154,,1,231024,2023/10/30 15:00:00,
323103155,,1,231024,2023/10/30 15:00:00,
323103156,,1,231024,2023/10/30 15:00:00,
323103157,,1,231024,2023/10/30 15:00:00,
323103158,,1,231024,2023/10/30 15:00:00,
323103159,,1,231024,2023/10/30 15:00:00,
323103160,,1,231024,2023/10/30 15:00:00,
323103161,,1,231024,2023/10/30 15:00:00,
323102508,,1,231024,2023/10/24 15:00:00,
323102509,,1,231024,2023/10/24 15:00:00,
323103162,,1,231024,2023/10/30 15:00:00,
323102510,,1,231024,2023/10/24 15:00:00,
323102511,,1,231024,2023/10/24 15:00:00,
323102512,,1,231024,2023/10/24 15:00:00,
323102513,,1,231024,2023/10/24 15:00:00,
323102202,,1,231015,2023/10/21 15:00:00,
323102514,,1,231024,2023/10/24 15:00:00,
323111601,,1,231115,2023/11/15 15:00:00,2023/11/22 14:59:59
323112001,,1,231115,2023/11/19 15:00:00,2023/11/26 14:59:59
323112601,,1,231121,2023/11/25 15:00:00,2023/12/02 14:59:59
323111602,,1,231115,2023/11/15 15:00:00,2023/11/22 14:59:59
323112201,,1,231121,2023/11/21 15:00:00,2023/11/28 14:59:59
323112101,,1,231115,2023/11/20 15:00:00,2023/11/27 14:59:59
323111801,,1,231115,2023/11/17 15:00:00,2023/11/24 14:59:59
323110801,,1,231107,2023/11/07 15:00:00,2023/11/14 14:59:59
323110601,,1,231031,2023/11/05 15:00:00,2023/11/12 14:59:59
323112102,,1,231115,2023/11/20 15:00:00,2023/11/27 14:59:59
323111802,,1,231115,2023/11/17 15:00:00,2023/11/24 14:59:59
323112801,,1,231126,2023/11/27 15:00:00,2023/12/04 14:59:59
323111001,,1,231107,2023/11/09 15:00:00,2023/11/16 14:59:59
323112701,,1,231126,2023/11/26 15:00:00,2023/12/03 14:59:59
323112401,,1,231121,2023/11/23 15:00:00,2023/11/30 14:59:59
323111201,,1,231111,2023/11/11 15:00:00,2023/11/18 14:59:59
323111202,,1,231111,2023/11/11 15:00:00,2023/11/18 14:59:59
323110602,,1,231031,2023/11/05 15:00:00,2023/11/12 14:59:59
323113001,,1,231126,2023/11/29 15:00:00,2023/12/06 14:59:59
323112002,,1,231115,2023/11/19 15:00:00,2023/11/26 14:59:59
323111002,,1,231107,2023/11/09 15:00:00,2023/11/16 14:59:59
323113002,,1,231126,2023/11/29 15:00:00,2023/12/06 14:59:59
