_id,_infoText,_detailText,_masterReleaseLabelId
3110021,Rin's Birthday Scout: Flower Shower,"All members in Rin's Birthday Scout: Flower Shower are members in μ'ｓ of rarities R and above.<br>1 Scout can be performed by using 300 Love Gems.<br>10 Scouts can be performed by using 3,000 Love Gems and guarantees at least one member of rarity SR or above.<br>1 paid Scout can be performed just once each day by using 150 Paid Love Gems.<br>10 Scouts can be performed just once during the campaign by using 2,000 Paid Love Gems.<br><br>If a member that has already been recruited is Scouted, they will automatically be converted to Light Sticks.<br>*Converted Light Sticks are directly added to your items instead of being sent to the present box.<br>*If you have already reached the item limit for Light Sticks, they will be sent to the present box.<br>*The number of Light Sticks obtained will depend on the rarity of the member.<br>- UR: 500<br>- SR: 50<br>- R: 20<br><br>Also, you will obtain Scout Points [Rin's Birthday] according to the number of members that appear.<br>Scout points obtained can be exchanged for members, items, and more at the exchange shop.<br><br>Scout points that are not exchanged during the Scout period will automatically be converted to Skill Notebooks (M) when the Scout ends.<br>*Converted Skill Notebooks (M) will be directly added to your items instead of being sent to the present box.<br>*If you have already reached the item limit for Skill Notebooks (M), they will be sent to the present box.",223110101
3110022,Rina's Birthday Scout: Colorful Heroines,"All members in Rina's Birthday Scout: Colorful Heroines are members in Nijigasaki High School Idol Club of rarities R and above.<br>1 Scout can be performed by using 300 Love Gems.<br>10 Scouts can be performed by using 3,000 Love Gems and guarantees at least one member of rarity SR or above.<br>1 paid Scout can be performed just once each day by using 150 Paid Love Gems.<br>10 Scouts can be performed just once during the campaign by using 2,000 Paid Love Gems.<br><br>If a member that has already been recruited is Scouted, they will automatically be converted to Light Sticks.<br>*Converted Light Sticks are directly added to your items instead of being sent to the present box.<br>*If you have already reached the item limit for Light Sticks, they will be sent to the present box.<br>*The number of Light Sticks obtained will depend on the rarity of the member.<br>- UR: 500<br>- SR: 50<br>- R: 20<br><br>Also, you will obtain Scout Points [Rina's Birthday] according to the number of members that appear.<br>Scout points obtained can be exchanged for members, items, and more at the exchange shop.<br><br>Scout points that are not exchanged during the Scout period will automatically be converted to Skill Notebooks (M) when the Scout ends.<br>*Converted Skill Notebooks (M) will be directly added to your items instead of being sent to the present box.<br>*If you have already reached the item limit for Skill Notebooks (M), they will be sent to the present box.",223111301
3110023,Ren's Birthday Scout: Harmony Star,"All members in Ren's Birthday Scout: Harmony Star are members in Liella! of rarities R and above.<br>1 Scout can be performed by using 300 Love Gems.<br>10 Scouts can be performed by using 3,000 Love Gems and guarantees at least one member of rarity SR or above.<br>1 paid Scout can be performed just once each day by using 150 Paid Love Gems.<br>10 Scouts can be performed just once during the campaign by using 2,000 Paid Love Gems.<br><br>If a member that has already been recruited is Scouted, they will automatically be converted to Light Sticks.<br>*Converted Light Sticks are directly added to your items instead of being sent to the present box.<br>*If you have already reached the item limit for Light Sticks, they will be sent to the present box.<br>*The number of Light Sticks obtained will depend on the rarity of the member.<br>- UR: 500<br>- SR: 50<br>- R: 20<br><br>Also, you will obtain Scout Points [Ren's Birthday] according to the number of members that appear.<br>Scout points obtained can be exchanged for members, items, and more at the exchange shop.<br><br>Scout points that are not exchanged during the Scout period will automatically be converted to Skill Notebooks (M) when the Scout ends.<br>*Converted Skill Notebooks (M) will be directly added to your items instead of being sent to the present box.<br>*If you have already reached the item limit for Skill Notebooks (M), they will be sent to the present box.",223112401
3110024,Mia's Birthday Scout: Colorful Heroines,"All members in Mia's Birthday Scout: Colorful Heroines are members in Nijigasaki High School Idol Club of rarities R and above.<br>1 Scout can be performed by using 300 Love Gems.<br>10 Scouts can be performed by using 3,000 Love Gems and guarantees at least one member of rarity SR or above.<br>1 paid Scout can be performed just once each day by using 150 Paid Love Gems.<br>10 Scouts can be performed just once during the campaign by using 2,000 Paid Love Gems.<br><br>If a member that has already been recruited is Scouted, they will automatically be converted to Light Sticks.<br>*Converted Light Sticks are directly added to your items instead of being sent to the present box.<br>*If you have already reached the item limit for Light Sticks, they will be sent to the present box.<br>*The number of Light Sticks obtained will depend on the rarity of the member.<br>- UR: 500<br>- SR: 50<br>- R: 20<br><br>Also, you will obtain Scout Points [Mia's Birthday] according to the number of members that appear.<br>Scout points obtained can be exchanged for members, items, and more at the exchange shop.<br><br>Scout points that are not exchanged during the Scout period will automatically be converted to Skill Notebooks (M) when the Scout ends.<br>*Converted Skill Notebooks (M) will be directly added to your items instead of being sent to the present box.<br>*If you have already reached the item limit for Skill Notebooks (M), they will be sent to the present box.",223120601
3110025,Kanata's Birthday Scout: Colorful Heroines,"All members in Kanata's Birthday Scout: Colorful Heroines are members in Nijigasaki High School Idol Club of rarities R and above.<br>1 Scout can be performed by using 300 Love Gems.<br>10 Scouts can be performed by using 3,000 Love Gems and guarantees at least one member of rarity SR or above.<br>1 paid Scout can be performed just once each day by using 150 Paid Love Gems.<br>10 Scouts can be performed just once during the campaign by using 2,000 Paid Love Gems.<br><br>If a member that has already been recruited is Scouted, they will automatically be converted to Light Sticks.<br>*Converted Light Sticks are directly added to your items instead of being sent to the present box.<br>*If you have already reached the item limit for Light Sticks, they will be sent to the present box.<br>*The number of Light Sticks obtained will depend on the rarity of the member.<br>- UR: 500<br>- SR: 50<br>- R: 20<br><br>Also, you will obtain Scout Points [Kanata's Birthday] according to the number of members that appear.<br>Scout points obtained can be exchanged for members, items, and more at the exchange shop.<br><br>Scout points that are not exchanged during the Scout period will automatically be converted to Skill Notebooks (M) when the Scout ends.<br>*Converted Skill Notebooks (M) will be directly added to your items instead of being sent to the present box.<br>*If you have already reached the item limit for Skill Notebooks (M), they will be sent to the present box.",223121601
3110026,Tomari's Birthday Scout: Harmony Star,"All members in Tomari's Birthday Scout: Harmony Star are members in Liella! of rarities R and above.<br>1 Scout can be performed by using 300 Love Gems.<br>10 Scouts can be performed by using 3,000 Love Gems and guarantees at least one member of rarity SR or above.<br>1 paid Scout can be performed just once each day by using 150 Paid Love Gems.<br>10 Scouts can be performed just once during the campaign by using 2,000 Paid Love Gems.<br><br>If a member that has already been recruited is Scouted, they will automatically be converted to Light Sticks.<br>*Converted Light Sticks are directly added to your items instead of being sent to the present box.<br>*If you have already reached the item limit for Light Sticks, they will be sent to the present box.<br>*The number of Light Sticks obtained will depend on the rarity of the member.<br>- UR: 500<br>- SR: 50<br>- R: 20<br><br>Also, you will obtain Scout Points [Tomari's Birthday] according to the number of members that appear.<br>Scout points obtained can be exchanged for members, items, and more at the exchange shop.<br><br>Scout points that are not exchanged during the Scout period will automatically be converted to Skill Notebooks (M) when the Scout ends.<br>*Converted Skill Notebooks (M) will be directly added to your items instead of being sent to the present box.<br>*If you have already reached the item limit for Skill Notebooks (M), they will be sent to the present box.",223122801
3110027,Dia's Birthday Scout: Fairy Wings,"All members in Dia's Birthday Scout: Fairy Wings are members in Aqours of rarities R and above.<br>1 Scout can be performed by using 300 Love Gems.<br>10 Scouts can be performed by using 3,000 Love Gems and guarantees at least one member of rarity SR or above.<br>1 paid Scout can be performed just once each day by using 150 Paid Love Gems.<br>10 Scouts can be performed just once during the campaign by using 2,000 Paid Love Gems.<br><br>If a member that has already been recruited is Scouted, they will automatically be converted to Light Sticks.<br>*Converted Light Sticks are directly added to your items instead of being sent to the present box.<br>*If you have already reached the item limit for Light Sticks, they will be sent to the present box.<br>*The number of Light Sticks obtained will depend on the rarity of the member.<br>- UR: 500<br>- SR: 50<br>- R: 20<br><br>Also, you will obtain Scout Points [Dia's Birthday] according to the number of members that appear.<br>Scout points obtained can be exchanged for members, items, and more at the exchange shop.<br><br>Scout points that are not exchanged during the Scout period will automatically be converted to Skill Notebooks (M) when the Scout ends.<br>*Converted Skill Notebooks (M) will be directly added to your items instead of being sent to the present box.<br>*If you have already reached the item limit for Skill Notebooks (M), they will be sent to the present box.",224010103
3110028,Hanayo's Birthday Scout: Flower Shower,"All members in Hanayo's Birthday Scout: Flower Shower are members in μ's of rarities R and above.<br>1 Scout can be performed by using 300 Love Gems.<br>10 Scouts can be performed by using 3,000 Love Gems and guarantees at least one member of rarity SR or above.<br>1 paid Scout can be performed just once each day by using 150 Paid Love Gems.<br>10 Scouts can be performed just once during the campaign by using 2,000 Paid Love Gems.<br><br>If a member that has already been recruited is Scouted, they will automatically be converted to Light Sticks.<br>*Converted Light Sticks are directly added to your items instead of being sent to the present box.<br>*If you have already reached the item limit for Light Sticks, they will be sent to the present box.<br>*The number of Light Sticks obtained will depend on the rarity of the member.<br>- UR: 500<br>- SR: 50<br>- R: 20<br><br>Also, you will obtain Scout Points [Hanayo's Birthday] according to the number of members that appear.<br>Scout points obtained can be exchanged for members, items, and more at the exchange shop.<br><br>Scout points that are not exchanged during the Scout period will automatically be converted to Skill Notebooks (M) when the Scout ends.<br>*Converted Skill Notebooks (M) will be directly added to your items instead of being sent to the present box.<br>*If you have already reached the item limit for Skill Notebooks (M), they will be sent to the present box.",224011702
3110029,Margarete's Birthday Scout: Harmony Star,"All members in Margarete's Birthday Scout: Harmony Star are members in Liella! of rarities R and above.<br>1 Scout can be performed by using 300 Love Gems.<br>10 Scouts can be performed by using 3,000 Love Gems and guarantees at least one member of rarity SR or above.<br>1 paid Scout can be performed just once each day by using 150 Paid Love Gems.<br>10 Scouts can be performed just once during the campaign by using 2,000 Paid Love Gems.<br><br>If a member that has already been recruited is Scouted, they will automatically be converted to Light Sticks.<br>*Converted Light Sticks are directly added to your items instead of being sent to the present box.<br>*If you have already reached the item limit for Light Sticks, they will be sent to the present box.<br>*The number of Light Sticks obtained will depend on the rarity of the member.<br>- UR: 500<br>- SR: 50<br>- R: 20<br><br>Also, you will obtain Scout Points [Margarete's Birthday] according to the number of members that appear.<br>Scout points obtained can be exchanged for members, items, and more at the exchange shop.<br><br>Scout points that are not exchanged during the Scout period will automatically be converted to Skill Notebooks (M) when the Scout ends.<br>*Converted Skill Notebooks (M) will be directly added to your items instead of being sent to the present box.<br>*If you have already reached the item limit for Skill Notebooks (M), they will be sent to the present box.",224012002
3110030,Kasumi's Birthday Scout: Colorful Heroines,"All members in Kasumi's Birthday Scout: Colorful Heroines are members in Nijigasaki of rarities R and above.<br>1 Scout can be performed by using 300 Love Gems.<br>10 Scouts can be performed by using 3,000 Love Gems and guarantees at least one member of rarity SR or above.<br>1 paid Scout can be performed just once each day by using 150 Paid Love Gems.<br>10 Scouts can be performed just once during the campaign by using 2,000 Paid Love Gems.<br><br>If a member that has already been recruited is Scouted, they will automatically be converted to Light Sticks.<br>*Converted Light Sticks are directly added to your items instead of being sent to the present box.<br>*If you have already reached the item limit for Light Sticks, they will be sent to the present box.<br>*The number of Light Sticks obtained will depend on the rarity of the member.<br>- UR: 500<br>- SR: 50<br>- R: 20<br><br>Also, you will obtain Scout Points [Kasumi's Birthday] according to the number of members that appear.<br>Scout points obtained can be exchanged for members, items, and more at the exchange shop.<br><br>Scout points that are not exchanged during the Scout period will automatically be converted to Skill Notebooks (M) when the Scout ends.<br>*Converted Skill Notebooks (M) will be directly added to your items instead of being sent to the present box.<br>*If you have already reached the item limit for Skill Notebooks (M), they will be sent to the present box.",224012302
3110031,Emma's Birthday Scout: Colorful Heroines,"All members in Emma's Birthday Scout: Colorful Heroines are members in Nijigasaki of rarities R and above.<br>1 Scout can be performed by using 300 Love Gems.<br>10 Scouts can be performed by using 3,000 Love Gems and guarantees at least one member of rarity SR or above.<br>1 paid Scout can be performed just once each day by using 150 Paid Love Gems.<br>10 Scouts can be performed just once during the campaign by using 2,000 Paid Love Gems.<br><br>If a member that has already been recruited is Scouted, they will automatically be converted to Light Sticks.<br>*Converted Light Sticks are directly added to your items instead of being sent to the present box.<br>*If you have already reached the item limit for Light Sticks, they will be sent to the present box.<br>*The number of Light Sticks obtained will depend on the rarity of the member.<br>- UR: 500<br>- SR: 50<br>- R: 20<br><br>Also, you will obtain Scout Points [Emma's Birthday] according to the number of members that appear.<br>Scout points obtained can be exchanged for members, items, and more at the exchange shop.<br><br>Scout points that are not exchanged during the Scout period will automatically be converted to Skill Notebooks (M) when the Scout ends.<br>*Converted Skill Notebooks (M) will be directly added to your items instead of being sent to the present box.<br>*If you have already reached the item limit for Skill Notebooks (M), they will be sent to the present box.",224020502
3110032,Kanan's Birthday Scout: Fairy Wings,"All members in Kanan's Birthday Scout: Fairy Wings are members in Aqours of rarities R and above.<br>1 Scout can be performed by using 300 Love Gems.<br>10 Scouts can be performed by using 3,000 Love Gems and guarantees at least one member of rarity SR or above.<br>1 paid Scout can be performed just once each day by using 150 Paid Love Gems.<br>10 Scouts can be performed just once during the campaign by using 2,000 Paid Love Gems.<br><br>If a member that has already been recruited is Scouted, they will automatically be converted to Light Sticks.<br>*Converted Light Sticks are directly added to your items instead of being sent to the present box.<br>*If you have already reached the item limit for Light Sticks, they will be sent to the present box.<br>*The number of Light Sticks obtained will depend on the rarity of the member.<br>- UR: 500<br>- SR: 50<br>- R: 20<br><br>Also, you will obtain Scout Points [Kanan's Birthday] according to the number of members that appear.<br>Scout points obtained can be exchanged for members, items, and more at the exchange shop.<br><br>Scout points that are not exchanged during the Scout period will automatically be converted to Skill Notebooks (M) when the Scout ends.<br>*Converted Skill Notebooks (M) will be directly added to your items instead of being sent to the present box.<br>*If you have already reached the item limit for Skill Notebooks (M), they will be sent to the present box.",224021004
3110033,Lanzhu's Birthday Scout: Colorful Heroines,"All members in Lanzhu's Birthday Scout: Colorful Heroines are members in Nijigasaki of rarities R and above.<br>1 Scout can be performed by using 300 Love Gems.<br>10 Scouts can be performed by using 3,000 Love Gems and guarantees at least one member of rarity SR or above.<br>1 paid Scout can be performed just once each day by using 150 Paid Love Gems.<br>10 Scouts can be performed just once during the campaign by using 2,000 Paid Love Gems.<br><br>If a member that has already been recruited is Scouted, they will automatically be converted to Light Sticks.<br>*Converted Light Sticks are directly added to your items instead of being sent to the present box.<br>*If you have already reached the item limit for Light Sticks, they will be sent to the present box.<br>*The number of Light Sticks obtained will depend on the rarity of the member.<br>- UR: 500<br>- SR: 50<br>- R: 20<br><br>Also, you will obtain Scout Points [Lanzhu's Birthday] according to the number of members that appear.<br>Scout points obtained can be exchanged for members, items, and more at the exchange shop.<br><br>Scout points that are not exchanged during the Scout period will automatically be converted to Skill Notebooks (M) when the Scout ends.<br>*Converted Skill Notebooks (M) will be directly added to your items instead of being sent to the present box.<br>*If you have already reached the item limit for Skill Notebooks (M), they will be sent to the present box.",224021502
3110034,Chisato's Birthday Scout: Harmony Star,"All members in Chisato's Birthday Scout: Harmony Star are members in Liella! of rarities R and above.<br>1 Scout can be performed by using 300 Love Gems.<br>10 Scouts can be performed by using 3,000 Love Gems and guarantees at least one member of rarity SR or above.<br>1 paid Scout can be performed just once each day by using 150 Paid Love Gems.<br>10 Scouts can be performed just once during the campaign by using 2,000 Paid Love Gems.<br><br>If a member that has already been recruited is Scouted, they will automatically be converted to Light Sticks.<br>*Converted Light Sticks are directly added to your items instead of being sent to the present box.<br>*If you have already reached the item limit for Light Sticks, they will be sent to the present box.<br>*The number of Light Sticks obtained will depend on the rarity of the member.<br>- UR: 500<br>- SR: 50<br>- R: 20<br><br>Also, you will obtain Scout Points [Chisato's Birthday] according to the number of members that appear.<br>Scout points obtained can be exchanged for members, items, and more at the exchange shop.<br><br>Scout points that are not exchanged during the Scout period will automatically be converted to Skill Notebooks (M) when the Scout ends.<br>*Converted Skill Notebooks (M) will be directly added to your items instead of being sent to the present box.<br>*If you have already reached the item limit for Skill Notebooks (M), they will be sent to the present box.",224022502
3110035,Ayumu's Birthday Scout: Colorful Heroines,"All members in Ayumu's Birthday Scout: Colorful Heroines are members in Nijigasaki of rarities R and above.<br>1 Scout can be performed by using 300 Love Gems.<br>10 Scouts can be performed by using 3,000 Love Gems and guarantees at least one member of rarity SR or above.<br>1 paid Scout can be performed just once each day by using 150 Paid Love Gems.<br>10 Scouts can be performed just once during the campaign by using 2,000 Paid Love Gems.<br><br>If a member that has already been recruited is Scouted, they will automatically be converted to Light Sticks.<br>*Converted Light Sticks are directly added to your items instead of being sent to the present box.<br>*If you have already reached the item limit for Light Sticks, they will be sent to the present box.<br>*The number of Light Sticks obtained will depend on the rarity of the member.<br>- UR: 500<br>- SR: 50<br>- R: 20<br><br>Also, you will obtain Scout Points [Ayumu's Birthday] according to the number of members that appear.<br>Scout points obtained can be exchanged for members, items, and more at the exchange shop.<br><br>Scout points that are not exchanged during the Scout period will automatically be converted to Skill Notebooks (M) when the Scout ends.<br>*Converted Skill Notebooks (M) will be directly added to your items instead of being sent to the present box.<br>*If you have already reached the item limit for Skill Notebooks (M), they will be sent to the present box.",224030107
3110036,Hanamaru's Birthday Scout: Fairy Wings,"All members in Hanamaru's Birthday Scout: Fairy Wings are members in Aqours of rarities R and above.<br>1 Scout can be performed by using 300 Love Gems.<br>10 Scouts can be performed by using 3,000 Love Gems and guarantees at least one member of rarity SR or above.<br>1 paid Scout can be performed just once each day by using 150 Paid Love Gems.<br>10 Scouts can be performed just once during the campaign by using 2,000 Paid Love Gems.<br><br>If a member that has already been recruited is Scouted, they will automatically be converted to Light Sticks.<br>*Converted Light Sticks are directly added to your items instead of being sent to the present box.<br>*If you have already reached the item limit for Light Sticks, they will be sent to the present box.<br>*The number of Light Sticks obtained will depend on the rarity of the member.<br>- UR: 500<br>- SR: 50<br>- R: 20<br><br>Also, you will obtain Scout Points [Hanamaru's Birthday] according to the number of members that appear.<br>Scout points obtained can be exchanged for members, items, and more at the exchange shop.<br><br>Scout points that are not exchanged during the Scout period will automatically be converted to Skill Notebooks (M) when the Scout ends.<br>*Converted Skill Notebooks (M) will be directly added to your items instead of being sent to the present box.<br>*If you have already reached the item limit for Skill Notebooks (M), they will be sent to the present box.",224030402
3110037,Umi's Birthday Scout～Flower Shower～,"Umi's Birthday Scout～Flower Shower～ will definitely feature members of μ's R or above.<br>1 time Scout can be carried out with 300 Love Gems.<br>10 times Scout can be carried out with 3000 Love Gems, and at least one member of SR or above will definitely join.<br>1 time Paid Scouts can be carried out only once a day with 150 paid Love Gems.<br>10 times Paid Scouts can be carried out only once during the period with 2000 paid Love Gems.<br><br>If a member who has already joined the club appears, it will be automatically converted to a Light Stick.<br>*Converted Light Sticks will be added directly without going through presents.<br>*If you have reached the possession limit for Light Sticks, you will receive them as a present.<br>*The amount of Light Sticks obtained varies depending on the rarity of the member.<br>・UR: 500 pieces<br>・SR: 50 pieces<br>・R: 20 pieces<br>In addition, you will receive Scout Points [Umi's Birthday Commemorative] depending on the number of club members who appear.<br>The acquired Scout Points can be exchanged for members, items, etc. at the exchange office.<br><br>Scout Points that are not exchanged will be automatically converted to Skill Notebook (Medium) at the end of this Scouting.<br>*The converted Skill Notebook (medium) will be added directly without going through the present.<br>*If you have reached the Skill Notebook (medium) possession limit, you will receive it as a present. ",224031502
4110001,Smile Only! Spotlight Scout,"All members in Smile Only! Spotlight Scout are of rarities R and above.<br>1 Scout can be performed by using 300 Love Gems.<br>10 Scouts can be performed by using 3,000 Love Gems and guarantees at least one member of rarity SR or above.<br>1 paid Scout can be performed just once each day by using 150 Paid Love Gems.<br><br>If a member that has already been recruited is Scouted, they will automatically be converted to Light Sticks.<br>*Converted Light Sticks are directly added to your items instead of being sent to the present box.<br>*If you have already reached the item limit for Light Sticks, they will be sent to the present box.<br>*The number of Light Sticks obtained will depend on the rarity of the member.<br>- UR: 500<br>- SR: 50<br>- R: 20<br><br>Also, you will obtain Scout Points [Attribute Spotlight] according to the number of members that appear.<br>Scout points obtained can be exchanged for members, items, and more at the exchange shop.<br><br>Scout points that are not exchanged during the Scout period will automatically be converted to Skill Notebooks (M) when the Scout ends.<br>*Converted Skill Notebooks (M) will be directly added to your items instead of being sent to the present box.<br>*If you have already reached the item limit for Skill Notebooks (M), they will be sent to the present box.",223061103
4110002,Pure Only! Spotlight Scout,"All members in Pure Only! Spotlight Scout are of rarities R and above.<br>1 Scout can be performed by using 300 Love Gems.<br>10 Scouts can be performed by using 3,000 Love Gems and guarantees at least one member of rarity SR or above.<br>1 paid Scout can be performed just once each day by using 150 Paid Love Gems.<br><br>If a member that has already been recruited is Scouted, they will automatically be converted to Light Sticks.<br>*Converted Light Sticks are directly added to your items instead of being sent to the present box.<br>*If you have already reached the item limit for Light Sticks, they will be sent to the present box.<br>*The number of Light Sticks obtained will depend on the rarity of the member.<br>- UR: 500<br>- SR: 50<br>- R: 20<br><br>Also, you will obtain Scout Points [Attribute Spotlight] according to the number of members that appear.<br>Scout points obtained can be exchanged for members, items, and more at the exchange shop.<br><br>Scout points that are not exchanged during the Scout period will automatically be converted to Skill Notebooks (M) when the Scout ends.<br>*Converted Skill Notebooks (M) will be directly added to your items instead of being sent to the present box.<br>*If you have already reached the item limit for Skill Notebooks (M), they will be sent to the present box.",223061103
4110003,Cool Only! Spotlight Scout,"All members in Cool Only! Spotlight Scout are of rarities R and above.<br>1 Scout can be performed by using 300 Love Gems.<br>10 Scouts can be performed by using 3,000 Love Gems and guarantees at least one member of rarity SR or above.<br>1 paid Scout can be performed just once each day by using 150 Paid Love Gems.<br><br>If a member that has already been recruited is Scouted, they will automatically be converted to Light Sticks.<br>*Converted Light Sticks are directly added to your items instead of being sent to the present box.<br>*If you have already reached the item limit for Light Sticks, they will be sent to the present box.<br>*The number of Light Sticks obtained will depend on the rarity of the member.<br>- UR: 500<br>- SR: 50<br>- R: 20<br><br>Also, you will obtain Scout Points [Attribute Spotlight] according to the number of members that appear.<br>Scout points obtained can be exchanged for members, items, and more at the exchange shop.<br><br>Scout points that are not exchanged during the Scout period will automatically be converted to Skill Notebooks (M) when the Scout ends.<br>*Converted Skill Notebooks (M) will be directly added to your items instead of being sent to the present box.<br>*If you have already reached the item limit for Skill Notebooks (M), they will be sent to the present box.",223061103
4110004,SIF Series Thanksgiving 2023 UR Scout,"The SIF Series Thanksgiving 2023 UR Scout can be performed by using 3,000 Paid Love Gems and guarantees at least one member of rarity UR.<br><br>If a member that has already been recruited is Scouted, they will automatically be converted to Light Sticks.<br>*Converted Light Sticks are directly added to your items instead of being sent to the present box.<br>*If you have already reached the item limit for Light Sticks, they will be sent to the present box.<br>*The number of Light Sticks obtained will depend on the rarity of the member.<br>- UR: 500<br>- SR: 50<br>- R: 20",223062301
4110005,Love Song Carnival Scout: Ayumu,"All members in Love Song Carnival Scout: Ayumu are members in Nijigasaki High School Idol Club of rarities R and above.<br>1 Scout can be performed by using 300 Love Gems.<br>10 Scouts can be performed by using 3,000 Love Gems and guarantees at least one member of rarity SR or above.<br>1 paid Scout can be performed just once each day by using 150 Paid Love Gems.<br>10 Scouts can be performed just once during the campaign by using 2,000 Paid Love Gems.<br><br>If a member that has already been recruited is Scouted, they will automatically be converted to Light Sticks.<br>*Converted Light Sticks are directly added to your items instead of being sent to the present box.<br>*If you have already reached the item limit for Light Sticks, they will be sent to the present box.<br>*The number of Light Sticks obtained will depend on the rarity of the member.<br>- UR: 500<br>- SR: 50<br>- R: 20<br><br>Also, you will obtain Scout Points [Love Song Carnival Scout: Ayumu] according to the number of members that appear.<br>Scout points obtained can be exchanged for members, items, and more at the exchange shop.<br><br>Scout points that are not exchanged during the Scout period will automatically be converted to Skill Notebooks (M) when the Scout ends.<br>*Converted Skill Notebooks (M) will be directly added to your items instead of being sent to the present box.<br>*If you have already reached the item limit for Skill Notebooks (M), they will be sent to the present box.",223100301
4110006,Love Song Carnival Scout: Kasumi,"All members in Love Song Carnival Scout: Kasumi are members in Nijigasaki High School Idol Club of rarities R and above.<br>1 Scout can be performed by using 300 Love Gems.<br>10 Scouts can be performed by using 3,000 Love Gems and guarantees at least one member of rarity SR or above.<br>1 paid Scout can be performed just once each day by using 150 Paid Love Gems.<br>10 Scouts can be performed just once during the campaign by using 2,000 Paid Love Gems.<br><br>If a member that has already been recruited is Scouted, they will automatically be converted to Light Sticks.<br>*Converted Light Sticks are directly added to your items instead of being sent to the present box.<br>*If you have already reached the item limit for Light Sticks, they will be sent to the present box.<br>*The number of Light Sticks obtained will depend on the rarity of the member.<br>- UR: 500<br>- SR: 50<br>- R: 20<br><br>Also, you will obtain Scout Points [Love Song Carnival Scout: Kasumi] according to the number of members that appear.<br>Scout points obtained can be exchanged for members, items, and more at the exchange shop.<br><br>Scout points that are not exchanged during the Scout period will automatically be converted to Skill Notebooks (M) when the Scout ends.<br>*Converted Skill Notebooks (M) will be directly added to your items instead of being sent to the present box.<br>*If you have already reached the item limit for Skill Notebooks (M), they will be sent to the present box.",223101001
4110007,Love Song Carnival Scout: Shizuku,"All members in Love Song Carnival Scout: Shizuku are members in Nijigasaki High School Idol Club of rarities R and above.<br>1 Scout can be performed by using 300 Love Gems.<br>10 Scouts can be performed by using 3,000 Love Gems and guarantees at least one member of rarity SR or above.<br>1 paid Scout can be performed just once each day by using 150 Paid Love Gems.<br>10 Scouts can be performed just once during the campaign by using 2,000 Paid Love Gems.<br><br>If a member that has already been recruited is Scouted, they will automatically be converted to Light Sticks.<br>*Converted Light Sticks are directly added to your items instead of being sent to the present box.<br>*If you have already reached the item limit for Light Sticks, they will be sent to the present box.<br>*The number of Light Sticks obtained will depend on the rarity of the member.<br>- UR: 500<br>- SR: 50<br>- R: 20<br><br>Also, you will obtain Scout Points [Love Song Carnival Scout: Shizuku] according to the number of members that appear.<br>Scout points obtained can be exchanged for members, items, and more at the exchange shop.<br><br>Scout points that are not exchanged during the Scout period will automatically be converted to Skill Notebooks (M) when the Scout ends.<br>*Converted Skill Notebooks (M) will be directly added to your items instead of being sent to the present box.<br>*If you have already reached the item limit for Skill Notebooks (M), they will be sent to the present box.",223101701
4110008,Love Song Carnival Scout: Karin,"All members in Love Song Carnival Scout: Karin are members in Nijigasaki High School Idol Club of rarities R and above.<br>1 Scout can be performed by using 300 Love Gems.<br>10 Scouts can be performed by using 3,000 Love Gems and guarantees at least one member of rarity SR or above.<br>1 paid Scout can be performed just once each day by using 150 Paid Love Gems.<br>10 Scouts can be performed just once during the campaign by using 2,000 Paid Love Gems.<br><br>If a member that has already been recruited is Scouted, they will automatically be converted to Light Sticks.<br>*Converted Light Sticks are directly added to your items instead of being sent to the present box.<br>*If you have already reached the item limit for Light Sticks, they will be sent to the present box.<br>*The number of Light Sticks obtained will depend on the rarity of the member.<br>- UR: 500<br>- SR: 50<br>- R: 20<br><br>Also, you will obtain Scout Points [Love Song Carnival Scout: Karin] according to the number of members that appear.<br>Scout points obtained can be exchanged for members, items, and more at the exchange shop.<br><br>Scout points that are not exchanged during the Scout period will automatically be converted to Skill Notebooks (M) when the Scout ends.<br>*Converted Skill Notebooks (M) will be directly added to your items instead of being sent to the present box.<br>*If you have already reached the item limit for Skill Notebooks (M), they will be sent to the present box.",223102401
4110009,Love Song Carnival Scout: Ai,"All members in Love Song Carnival Scout: Ai are members in Nijigasaki High School Idol Club of rarities R and above.<br>1 Scout can be performed by using 300 Love Gems.<br>10 Scouts can be performed by using 3,000 Love Gems and guarantees at least one member of rarity SR or above.<br>1 paid Scout can be performed just once each day by using 150 Paid Love Gems.<br>10 Scouts can be performed just once during the campaign by using 2,000 Paid Love Gems.<br><br>If a member that has already been recruited is Scouted, they will automatically be converted to Light Sticks.<br>*Converted Light Sticks are directly added to your items instead of being sent to the present box.<br>*If you have already reached the item limit for Light Sticks, they will be sent to the present box.<br>*The number of Light Sticks obtained will depend on the rarity of the member.<br>- UR: 500<br>- SR: 50<br>- R: 20<br><br>Also, you will obtain Scout Points [Love Song Carnival Scout: Ai] according to the number of members that appear.<br>Scout points obtained can be exchanged for members, items, and more at the exchange shop.<br><br>Scout points that are not exchanged during the Scout period will automatically be converted to Skill Notebooks (M) when the Scout ends.<br>*Converted Skill Notebooks (M) will be directly added to your items instead of being sent to the present box.<br>*If you have already reached the item limit for Skill Notebooks (M), they will be sent to the present box.",223103101
