_id,_title,_detail,_type,_parentMasterMissionId,_conditionType,_conditionValues,_conditionNumber,_masterMissionRewardId,_priority,_masterReleaseLabelId
1951021,"Obtain the Member ""Delivering a Bundle of Cuteness"".","Obtain the Member ""Delivering a Bundle of Cuteness"".",7,0,51,10050016,1,311951021,1,123110103
1950021,"Idolize the Member ""Delivering a Bundle of Cuteness"".","Idolize the Member ""Delivering a Bundle of Cuteness"".",7,0,50,10050016,1,311950021,1,123110103
1951022,"Obtain the Member ""FULL COMBO!""","Obtain the Member ""FULL COMBO!""",7,0,51,30090012,1,311951022,1,123111302
1950022,"Idolize the Member ""FULL COMBO!""","Idolize the Member ""FULL COMBO!""",7,0,50,30090012,1,311950022,1,123111302
1953592,Log in,Log in,7,0,53,,1,311953592,1,323112105
1953593,Log in,Log in,7,0,53,,1,311953593,1,323122305
1953594,Log in,Log in,7,0,53,,1,311953594,1,323122306
1953595,Log in,Log in,7,0,53,,1,311953595,1,323122551
1953596,Log in,Log in,7,0,53,,1,311953596,1,323120801
1953597,Log in,Log in,7,0,53,,1,311953597,1,323122201
1951023,"Obtain the Member ""Strawberry Dessert Buffet"".","Obtain the Member ""Strawberry Dessert Buffet"".",7,0,51,40050011,1,311951023,1,123112402
1950023,"Idolize the Member ""Strawberry Dessert Buffet"".","Idolize the Member ""Strawberry Dessert Buffet"".",7,0,50,40050011,1,311950023,1,123112402
1951024,Obtain the Member My Favorite Athlete is in Japan!,Obtain the Member My Favorite Athlete is in Japan!,7,0,51,30110013,1,311951024,1,123120602
1951025,Obtain the Member Irresistible Charm of the Kotatsu,Obtain the Member Irresistible Charm of the Kotatsu,7,0,51,30060013,1,311951025,1,123121602
1951026,Obtain the Member Jellyfish,Obtain the Member Jellyfish,7,0,51,40110002,1,311951026,1,123122802
1951027,Obtain the Member What's Your Wish?,Obtain the Member What's Your Wish?,7,0,51,20040016,1,311951027,1,124010103
1951028,Obtain the Member A Reason to Be Excited,Obtain the Member A Reason to Be Excited,7,0,51,10080017,1,311951028,1,124011702
1951029,Obtain the Member Duet,Obtain the Member Duet,7,0,51,40100002,1,311951029,1,124012002
1951030,Obtain the Member Makeup Kasumin,Obtain the Member Makeup Kasumin,7,0,51,30020014,1,311951030,1,124012302
1951031,Obtain the Member Always Room for More Bread,Obtain the Member Always Room for More Bread,7,0,51,30080014,1,311951031,1,124020502
1951032,Obtain the Member Special Teatime,Obtain the Member Special Teatime,7,0,51,20030016,1,311951032,1,124021002
1951033,Obtain the Member A Day of Circling for Circles,Obtain the Member A Day of Circling for Circles,7,0,51,40030014,1,311951033,1,124022502
1951034,Obtain the Member On a Flying Trapeze,Obtain the Member On a Flying Trapeze,7,0,51,30120014,1,311951034,1,124021502
1951035,Let's get Member Ikebana Challenge!,Let's get Member Ikebana Challenge!,7,0,51,30010018,1,311951035,1,124030103
1951036,Let's get Member Impressed! VR experience,Let's get Member Impressed! VR experience,7,0,51,20070016,1,311951036,1,124030402
1951037,"Let's get Member Smile Spilling out on the Porch'',Let's get Member mile Spilling out on the Porch''",CHAT,0,0,0,1,311951037,1,124031502,0
1951038,"Let's get Member Spring Astronomical Observation'',Let's get Member pring Astronomical Observation''",CHAT,0,0,0,1,311951038,1,324031601,0
1951039,"Let's get Member Re-photographing at a Memorable Place'',Let's get Member e-photographing at a Memorable Place''",CHAT,0,0,0,1,311951039,1,324031602,0
1951040,"Let's get Member Two are Heroes☆”,Let's get Member wo are Heroes☆”",CHAT,0,0,0,1,311951040,1,324031603,0
1951041,"Let's get Member Tokyo French Fries”,Let's get Member okyo French Fries”",CHAT,0,0,0,1,311951041,1,324031604,0
1950024,Idolize the Member My Favorite Athlete is in Japan!,Idolize the Member My Favorite Athlete is in Japan!,7,0,50,30110013,1,311950024,1,123120602
1950025,Idolize the Member Irresistible Charm of the Kotatsu,Idolize the Member Irresistible Charm of the Kotatsu,7,0,50,30060013,1,311950025,1,123121602
1950026,Idolize the Member Jellyfish,Idolize the Member Jellyfish,7,0,50,40110002,1,311950026,1,123122802
1950027,Idolize the Member What's Your Wish?,Idolize the Member What's Your Wish?,7,0,50,20040016,1,311950027,1,124010103
1950028,Idolize the Member A Reason to Be Excited,Idolize the Member A Reason to Be Excited,7,0,50,10080017,1,311950028,1,124011702
1950029,Idolize the Member Duet,Idolize the Member Duet,7,0,50,40100002,1,311950029,1,124012002
1950030,Idolize the Member Makeup Kasumin,Idolize the Member Makeup Kasumin,7,0,50,30020014,1,311950030,1,124012302
1950031,Idolize the Member Always Room for More Bread,Idolize the Member Always Room for More Bread,7,0,50,30080014,1,311950031,1,124020502
1950032,Idolize the Member Special Teatime,Idolize the Member Special Teatime,7,0,50,20030016,1,311950032,1,124021002
1950033,Idolize the Member A Day of Circling for Circles,Idolize the Member A Day of Circling for Circles,7,0,50,40030014,1,311950033,1,124022502
1950034,Idolize the Member On a Flying Trapeze,Idolize the Member On a Flying Trapeze,7,0,50,30120014,1,311950034,1,124021502
1950035,"Let's awaken Member ""Ikebana Challenge!"" ","Let's awaken Member ""Ikebana Challenge!"" ",7,0,50,30010018,1,311950035,1,124030103
1950036,Let's awaken Member Impressed! VR experience,Let's awaken Member Impressed! VR experience,7,0,50,20070016,1,311950036,1,124030402
1950037,"Let's awaken Member Smile Spilling out on the Porch'',Let's awaken Member mile Spilling out on the Porch''",CHAT,0,0,0,1,311950037,1,124031502,0
1950038,Let's awaken Member Spring Astronomical Observation,Let's awaken Member Spring Astronomical Observation,7,0,50,10060018,1,311950038,1,324031601
1950039,Let's awaken Member Re-photographing at a Memorable Place,Let's awaken Member Re-photographing at a Memorable Place,7,0,50,20050019,1,311950039,1,324031602
1950040,"Let's awaken Member Two are Heroes☆'',Let's awaken Member wo are Heroes☆''",CHAT,0,0,0,1,311950040,1,324031603,0
1950041,Let's awaken Member Tokyo French Fries,Let's awaken Member Tokyo French Fries,7,0,50,40060013,1,311950041,1,324031604
1953598,Log in,Log in,7,0,53,,1,311953598,1,324020905
1953599,Log in,Log in,7,0,53,,1,311953599,1,324011901
1953600,Log in,Log in,7,0,53,,1,311953600,1,324022201
1953601,Log in,Log in,7,0,53,,1,311953601,1,324031401
1953602,Log in,Log in,7,0,53,,1,311953602,1,324031402
1953603,Log in,Log in,7,0,53,,1,311953603,1,324031403
1953604,Log in,Log in,7,0,53,,1,311953604,1,324031404
1953605,Log in,Log in,7,0,53,,1,311953605,1,324031405
1953606,Log in,Log in,7,0,53,,1,311953606,1,324031406
1953607,Log in,Log in,7,0,53,,1,311953607,1,324031407
1953608,Log in,Log in,7,0,53,,1,311953608,1,324031408
1953609,Log in,Log in,7,0,53,,1,311953609,1,324031409
1953610,Log in,Log in,7,0,53,,1,311953610,1,324031410
1953611,Log in,Log in,7,0,53,,1,311953611,1,324031411
1953612,Log in,Log in,7,0,53,,1,311953612,1,324031412
1953613,Log in,Log in,7,0,53,,1,311953613,1,324031413
1953614,Log in,Log in,7,0,53,,1,311953614,1,324031414
1953615,Log in,Log in,7,0,53,,1,311953615,1,324031415
1953616,Log in,Log in,7,0,53,,1,311953616,1,324031416
1953617,Log in,Log in,7,0,53,,1,311953617,1,324031417
1953618,Log in,Log in,7,0,53,,1,311953618,1,324031418
1953619,Log in,Log in,7,0,53,,1,311953619,1,324031419
1953620,Log in,Log in,7,0,53,,1,311953620,1,324031420
1953621,Log in,Log in,7,0,53,,1,311953621,1,324031421
1953622,Log in,Log in,7,0,53,,1,311953622,1,324031422
1953623,Log in,Log in,7,0,53,,1,311953623,1,324031423
1953624,Log in,Log in,7,0,53,,1,311953624,1,324031424
1953625,Log in,Log in,7,0,53,,1,311953625,1,324031425
1953626,Log in,Log in,7,0,53,,1,311953626,1,324031426
1953627,Log in,Log in,7,0,53,,1,311953627,1,324031427
1953628,Log in,Log in,7,0,53,,1,311953628,1,324031428
1953629,Log in,Log in,7,0,53,,1,311953629,1,324031429
1953630,Log in,Log in,7,0,53,,1,311953630,1,324031430
1953631,Log in,Log in,7,0,53,,1,311953631,1,324031001
1953632,Log in,Log in,7,0,53,,1,311953632,1,324031101
1953633,Log in,Log in,7,0,53,,1,311953633,1,324031431
1953634,Log in,Log in,7,0,53,,1,311953634,1,324031432
1953635,Log in,Log in,7,0,53,,1,311953635,1,324031433
1953636,Log in,Log in,7,0,53,,1,311953636,1,324031002
1953637,Log in,Log in,7,0,53,,1,311953637,1,324031003
1953638,Log in,Log in,7,0,53,,1,311953638,1,324031434
1953639,Log in,Log in,7,0,53,,1,311953639,1,324031102
1953640,Log in,Log in,7,0,53,,1,311953640,1,124031501
1953641,Log in,Log in,7,0,53,,1,311953641,1,124030401
1953642,Log in,Log in,7,0,53,,1,311953642,1,124030101
1953643,Log in,Log in,7,0,53,,1,311953643,1,324030302
1953644,Log in,Log in,7,0,53,,1,311953644,1,324030801
1953645,Log in,Log in,7,0,53,,1,311953645,1,324032301
1953646,Log in,Log in,7,0,53,,1,311953646,1,324032901
1224001,Clear all daily goals.,Clear all daily goals.,2,0,24,,5,131224001,100,223101003
1253001,Log in,Log in,2,0,53,,1,131253001,99,223101003
1273001,Clear one Love Live! song.,Clear one Love Live! song.,2,0,73,1,1,131273001,98,223101003
1273002,Clear one Love Live! Sunshine!! song.,Clear one Love Live! Sunshine!! song.,2,0,73,2,1,131273002,97,223101003
1273003,Clear one Love Live! Nijigasaki High School Idol Club song.,Clear one Love Live! Nijigasaki High School Idol Club song.,2,0,73,3,1,131273003,96,223101003
1273004,Clear one Love Live! Superstar!! song.,Clear one Love Live! Superstar!! song.,2,0,73,4,1,131273004,95,223101003
1224002,Clear all daily goals.,Clear all daily goals.,2,0,24,,5,131224002,100,223101602
1253002,Log in,Log in,2,0,53,,1,131253002,99,223101602
1273005,Clear one Love Live! song.,Clear one Love Live! song.,2,0,73,1,1,131273005,98,223101602
1273006,Clear one Love Live! Sunshine!! song.,Clear one Love Live! Sunshine!! song.,2,0,73,2,1,131273006,97,223101602
1273007,Clear one Love Live! Nijigasaki High School Idol Club song.,Clear one Love Live! Nijigasaki High School Idol Club song.,2,0,73,3,1,131273007,96,223101602
1273008,Clear one Love Live! Superstar!! song.,Clear one Love Live! Superstar!! song.,2,0,73,4,1,131273008,95,223101602
1224003,Clear all daily goals.,Clear all daily goals.,2,0,24,,5,131224003,100,223102903
1253003,Log in,Log in,2,0,53,,1,131253003,99,223102903
1273009,Clear one Love Live! song.,Clear one Love Live! song.,2,0,73,1,1,131273009,98,223102903
1273010,Clear one Love Live! Sunshine!! song.,Clear one Love Live! Sunshine!! song.,2,0,73,2,1,131273010,97,223102903
1273011,Clear one Love Live! Nijigasaki High School Idol Club song.,Clear one Love Live! Nijigasaki High School Idol Club song.,2,0,73,3,1,131273011,96,223102903
1273012,Clear one Love Live! Superstar!! song.,Clear one Love Live! Superstar!! song.,2,0,73,4,1,131273012,95,223102903
2310101,Collect 100 event pts.,Collect 100 event pts.,10,0,38,,100,132310101,999,223041903
2310102,"Collect 1,000 event pts.","Collect 1,000 event pts.",10,0,38,,1000,132310102,998,223041903
2310103,"Collect 5,000 event pts.","Collect 5,000 event pts.",10,0,38,,5000,132310103,997,223041903
2310104,"Collect 10,000 event pts.","Collect 10,000 event pts.",10,0,38,,10000,132310104,996,223041903
2310105,Clear an event song.,Clear an event song.,10,0,39,,1,132310105,995,223041903
2310106,Clear three event songs.,Clear three event songs.,10,0,39,,3,132310106,994,223041903
2310107,Clear five event songs.,Clear five event songs.,10,0,39,,5,132310107,993,223041903
2210108,Clear 10 live shows.,Clear 10 live shows.,9,0,5,,10,132210108,992,223041903
2210109,Clear 20 live shows.,Clear 20 live shows.,9,0,5,,20,132210109,991,223041903
2210110,Clear 30 live shows.,Clear 30 live shows.,9,0,5,,30,132210110,990,223041903
2210111,Clear 40 live shows.,Clear 40 live shows.,9,0,5,,40,132210111,989,223041903
2210112,Clear 50 live shows.,Clear 50 live shows.,9,0,5,,50,132210112,988,223041903
2210113,Clear 60 live shows.,Clear 60 live shows.,9,0,5,,60,132210113,987,223041903
2210114,Clear 70 live shows.,Clear 70 live shows.,9,0,5,,70,132210114,986,223041903
2210115,Clear 80 live shows.,Clear 80 live shows.,9,0,5,,80,132210115,985,223041903
2210116,Clear 90 live shows.,Clear 90 live shows.,9,0,5,,90,132210116,984,223041903
2210117,Clear 100 live shows.,Clear 100 live shows.,9,0,5,,100,132210117,983,223041903
2210118,Clear 125 live shows.,Clear 125 live shows.,9,0,5,,125,132210118,982,223041903
2210119,Clear 150 live shows.,Clear 150 live shows.,9,0,5,,150,132210119,981,223041903
2210120,Clear 200 live shows.,Clear 200 live shows.,9,0,5,,200,132210120,980,223041903
2210121,Clear 250 live shows.,Clear 250 live shows.,9,0,5,,250,132210121,979,223041903
2210122,Clear 300 live shows.,Clear 300 live shows.,9,0,5,,300,132210122,978,223041903
2210123,Clear 350 live shows.,Clear 350 live shows.,9,0,5,,350,132210123,977,223041903
2210124,Clear 400 live shows.,Clear 400 live shows.,9,0,5,,400,132210124,976,223041903
2210125,Clear 450 live shows.,Clear 450 live shows.,9,0,5,,450,132210125,975,223041903
2210126,Clear 500 live shows.,Clear 500 live shows.,9,0,5,,500,132210126,974,223041903
2210127,Achieve a FULL COMBO in an event song.,Achieve a FULL COMBO in an event song.,9,0,40,,1,132210127,973,223041903
2210128,"Achieve a score of 50,000 on the song ""MIRACLE NEW STORY"" on NORMAL difficulty or higher.","Achieve a score of 50,000 on the song ""MIRACLE NEW STORY"" on NORMAL difficulty or higher.",9,0,42,"1407101,1,50000",1,132210128,972,223041903
2210129,"Achieve a score of 200,000 on the song ""MIRACLE NEW STORY"" on HARD difficulty or higher.","Achieve a score of 200,000 on the song ""MIRACLE NEW STORY"" on HARD difficulty or higher.",9,0,42,"1407101,2,200000",1,132210129,971,223041903
2210130,"Achieve a score of 300,000 on the song ""MIRACLE NEW STORY"" on EXPERT difficulty or higher.","Achieve a score of 300,000 on the song ""MIRACLE NEW STORY"" on EXPERT difficulty or higher.",9,0,42,"1407101,3,300000",1,132210130,970,223041903
2210131,Log in to the event. *Hidden,Log in to the event. *Hidden,9,0,79,101,1,0,999,223041904
2210132,Collect 5000 event pts. *Hide,Collect 5000 event pts. *Hide,9,0,78,101,5000,0,999,223041904
2210133,"Collect 12,000 event pts. *Hide","Collect 12,000 event pts. *Hide",9,0,78,101,12000,0,999,223041904
2210134,"Collect 20,000 event pts. *Hide","Collect 20,000 event pts. *Hide",9,0,78,101,20000,0,999,223041904
2210135,"Collect 30,000 event pts. *Hide","Collect 30,000 event pts. *Hide",9,0,78,101,30000,0,999,223041904
2310201,Collect 100 event pts.,Collect 100 event pts.,10,0,38,,100,132310201,999,223043004
2310202,"Collect 1,000 event pts.","Collect 1,000 event pts.",10,0,38,,1000,132310202,998,223043004
2310203,"Collect 5,000 event pts.","Collect 5,000 event pts.",10,0,38,,5000,132310203,997,223043004
2310204,"Collect 10,000 event pts.","Collect 10,000 event pts.",10,0,38,,10000,132310204,996,223043004
2310205,Clear an event song.,Clear an event song.,10,0,39,,1,132310205,995,223043004
2310206,Clear three event songs.,Clear three event songs.,10,0,39,,3,132310206,994,223043004
2310207,Clear five event songs.,Clear five event songs.,10,0,39,,5,132310207,993,223043004
2210208,Clear 10 live shows.,Clear 10 live shows.,9,0,5,,10,132210208,992,223043004
2210209,Clear 20 live shows.,Clear 20 live shows.,9,0,5,,20,132210209,991,223043004
2210210,Clear 30 live shows.,Clear 30 live shows.,9,0,5,,30,132210210,990,223043004
2210211,Clear 40 live shows.,Clear 40 live shows.,9,0,5,,40,132210211,989,223043004
2210212,Clear 50 live shows.,Clear 50 live shows.,9,0,5,,50,132210212,988,223043004
2210213,Clear 60 live shows.,Clear 60 live shows.,9,0,5,,60,132210213,987,223043004
2210214,Clear 70 live shows.,Clear 70 live shows.,9,0,5,,70,132210214,986,223043004
2210215,Clear 80 live shows.,Clear 80 live shows.,9,0,5,,80,132210215,985,223043004
2210216,Clear 90 live shows.,Clear 90 live shows.,9,0,5,,90,132210216,984,223043004
2210217,Clear 100 live shows.,Clear 100 live shows.,9,0,5,,100,132210217,983,223043004
2210218,Clear 125 live shows.,Clear 125 live shows.,9,0,5,,125,132210218,982,223043004
2210219,Clear 150 live shows.,Clear 150 live shows.,9,0,5,,150,132210219,981,223043004
2210220,Clear 200 live shows.,Clear 200 live shows.,9,0,5,,200,132210220,980,223043004
2210221,Clear 250 live shows.,Clear 250 live shows.,9,0,5,,250,132210221,979,223043004
2210222,Clear 300 live shows.,Clear 300 live shows.,9,0,5,,300,132210222,978,223043004
2210223,Clear 350 live shows.,Clear 350 live shows.,9,0,5,,350,132210223,977,223043004
2210224,Clear 400 live shows.,Clear 400 live shows.,9,0,5,,400,132210224,976,223043004
2210225,Clear 450 live shows.,Clear 450 live shows.,9,0,5,,450,132210225,975,223043004
2210226,Clear 500 live shows.,Clear 500 live shows.,9,0,5,,500,132210226,974,223043004
2210227,Achieve a FULL COMBO in an event song.,Achieve a FULL COMBO in an event song.,9,0,40,,1,132210227,973,223043004
2210228,"Achieve a score of 50,000 on the song ""No Brand Girls"" on NORMAL difficulty or higher.","Achieve a score of 50,000 on the song ""No Brand Girls"" on NORMAL difficulty or higher.",9,0,42,"1103501,1,50000",1,132210228,972,223043004
2210229,"Achieve a score of 200,000 on the song ""No Brand Girls"" on HARD difficulty or higher.","Achieve a score of 200,000 on the song ""No Brand Girls"" on HARD difficulty or higher.",9,0,42,"1103501,2,200000",1,132210229,971,223043004
2210230,"Achieve a score of 300,000 on the song ""No Brand Girls"" on EXPERT difficulty or higher.","Achieve a score of 300,000 on the song ""No Brand Girls"" on EXPERT difficulty or higher.",9,0,42,"1103501,3,300000",1,132210230,970,223043004
2210231,Log in to the event. *Hidden,Log in to the event. *Hidden,9,0,79,102,1,0,999,223043005
2210232,Collect 5000 event pts. *Hide,Collect 5000 event pts. *Hide,9,0,78,102,5000,0,999,223043005
2210233,"Collect 12,000 event pts. *Hide","Collect 12,000 event pts. *Hide",9,0,78,102,12000,0,999,223043005
2210234,"Collect 20,000 event pts. *Hide","Collect 20,000 event pts. *Hide",9,0,78,102,20000,0,999,223043005
2210235,"Collect 30,000 event pts. *Hide","Collect 30,000 event pts. *Hide",9,0,78,102,30000,0,999,223043005
2710301,Collect 100 event pts.,Collect 100 event pts.,14,0,38,,100,132710301,999,223051101
2710302,"Collect 4,000 event pts.","Collect 4,000 event pts.",14,0,38,,4000,132710302,998,223051101
2710303,"Collect 8,000 event pts.","Collect 8,000 event pts.",14,0,38,,8000,132710303,997,223051101
2610304,Accomplish a FULL COMBO in a live show on NORMAL difficulty or higher.,Accomplish a FULL COMBO in a live show on NORMAL difficulty or higher.,13,0,9,1,1,132610304,996,223051101
2610305,Accomplish a FULL COMBO 3 times in live shows on NORMAL difficulty or higher.,Accomplish a FULL COMBO 3 times in live shows on NORMAL difficulty or higher.,13,0,9,1,3,132610305,995,223051101
2610306,Accomplish a FULL COMBO 5 times in live shows on NORMAL difficulty or higher.,Accomplish a FULL COMBO 5 times in live shows on NORMAL difficulty or higher.,13,0,9,1,5,132610306,994,223051101
2610307,"Complete a live show with a score of 50,000 or higher.","Complete a live show with a score of 50,000 or higher.",13,0,28,"0,50000",1,132610307,993,223051101
2610308,"Complete a live show with a score of 100,000 or higher.","Complete a live show with a score of 100,000 or higher.",13,0,28,"0,100000",1,132610308,992,223051101
2610309,"Complete a live show with a score of 150,000 or higher.","Complete a live show with a score of 150,000 or higher.",13,0,28,"0,150000",1,132610309,991,223051101
2610310,"Play a song selected by the ""Auto Sort"" feature 3 times.","Play a song selected by the ""Auto Sort"" feature 3 times.",13,0,62,,3,132610310,990,223051101
2610311,"Play a song selected by the ""Auto Sort"" feature 5 times.","Play a song selected by the ""Auto Sort"" feature 5 times.",13,0,62,,5,132610311,989,223051101
2610312,"Play a song selected by the ""Auto Sort"" feature 10 times.","Play a song selected by the ""Auto Sort"" feature 10 times.",13,0,62,,10,132610312,988,223051101
2310401,Collect 100 event pts.,Collect 100 event pts.,10,0,38,,100,132310401,987,223051504
2310402,"Collect 1,000 event pts.","Collect 1,000 event pts.",10,0,38,,1000,132310402,986,223051504
2310403,"Collect 5,000 event pts.","Collect 5,000 event pts.",10,0,38,,5000,132310403,985,223051504
2310404,"Collect 10,000 event pts.","Collect 10,000 event pts.",10,0,38,,10000,132310404,984,223051504
2310405,Complete a song from Love Live! Sunshine!!,Complete a song from Love Live! Sunshine!!,10,0,73,2,1,132310405,983,223051504
2310406,Complete songs from Love Live! Sunshine!! 3 times.,Complete songs from Love Live! Sunshine!! 3 times.,10,0,73,2,3,132310406,982,223051504
2310407,Complete songs from Love Live! Sunshine!! 5 times.,Complete songs from Love Live! Sunshine!! 5 times.,10,0,73,2,5,132310407,981,223051504
2210408,Clear 10 live shows.,Clear 10 live shows.,9,0,5,,10,132210408,980,223051504
2210409,Clear 20 live shows.,Clear 20 live shows.,9,0,5,,20,132210409,979,223051504
2210410,Clear 30 live shows.,Clear 30 live shows.,9,0,5,,30,132210410,978,223051504
2210411,Clear 40 live shows.,Clear 40 live shows.,9,0,5,,40,132210411,977,223051504
2210412,Clear 50 live shows.,Clear 50 live shows.,9,0,5,,50,132210412,976,223051504
2210413,Clear 60 live shows.,Clear 60 live shows.,9,0,5,,60,132210413,975,223051504
2210414,Clear 70 live shows.,Clear 70 live shows.,9,0,5,,70,132210414,974,223051504
2210415,Clear 80 live shows.,Clear 80 live shows.,9,0,5,,80,132210415,973,223051504
2210416,Clear 90 live shows.,Clear 90 live shows.,9,0,5,,90,132210416,972,223051504
2210417,Clear 100 live shows.,Clear 100 live shows.,9,0,5,,100,132210417,971,223051504
2210418,Clear 125 live shows.,Clear 125 live shows.,9,0,5,,125,132210418,970,223051504
2210419,Clear 150 live shows.,Clear 150 live shows.,9,0,5,,150,132210419,969,223051504
2210420,Clear 200 live shows.,Clear 200 live shows.,9,0,5,,200,132210420,968,223051504
2210421,Clear 250 live shows.,Clear 250 live shows.,9,0,5,,250,132210421,967,223051504
2210422,Clear 300 live shows.,Clear 300 live shows.,9,0,5,,300,132210422,966,223051504
2210423,Clear 350 live shows.,Clear 350 live shows.,9,0,5,,350,132210423,965,223051504
2210424,Clear 400 live shows.,Clear 400 live shows.,9,0,5,,400,132210424,964,223051504
2210425,Clear 450 live shows.,Clear 450 live shows.,9,0,5,,450,132210425,963,223051504
2210426,Clear 500 live shows.,Clear 500 live shows.,9,0,5,,500,132210426,962,223051504
2210427,Achieve a FULL COMBO in an event song.,Achieve a FULL COMBO in an event song.,9,0,40,,1,132210427,961,223051504
2210428,"Achieve a score of 50,000 on the song ""Kimino Kokorowa Kagayaiterukai?"" on NORMAL difficulty or higher.","Achieve a score of 50,000 on the song ""Kimino Kokorowa Kagayaiterukai?"" on NORMAL difficulty or higher.",9,0,42,"1214201,1,50000",1,132210428,960,223051504
2210429,"Achieve a score of 200,000 on the song ""Kimino Kokorowa Kagayaiterukai?"" on HARD difficulty or higher.","Achieve a score of 200,000 on the song ""Kimino Kokorowa Kagayaiterukai?"" on HARD difficulty or higher.",9,0,42,"1214201,2,200000",1,132210429,959,223051504
2210430,"Achieve a score of 300,000 on the song ""Kimino Kokorowa Kagayaiterukai?"" on EXPERT difficulty or higher.","Achieve a score of 300,000 on the song ""Kimino Kokorowa Kagayaiterukai?"" on EXPERT difficulty or higher.",9,0,42,"1214201,3,300000",1,132210430,958,223051504
2210431,Log in to the event. *Hidden,Log in to the event. *Hidden,9,0,79,104,1,0,957,223051506
2210432,Collect 5000 event pts. *Hide,Collect 5000 event pts. *Hide,9,0,78,104,5000,0,956,223051506
2210433,"Collect 12,000 event pts. *Hide","Collect 12,000 event pts. *Hide",9,0,78,104,12000,0,955,223051506
2210434,"Collect 20,000 event pts. *Hide","Collect 20,000 event pts. *Hide",9,0,78,104,20000,0,954,223051506
2210435,"Collect 30,000 event pts. *Hide","Collect 30,000 event pts. *Hide",9,0,78,104,30000,0,953,223051506
2710501,Collect 100 event pts.,Collect 100 event pts.,14,0,38,,100,132710501,999,223052601
2710502,"Collect 4,000 event pts.","Collect 4,000 event pts.",14,0,38,,4000,132710502,998,223052601
2710503,"Collect 8,000 event pts.","Collect 8,000 event pts.",14,0,38,,8000,132710503,997,223052601
2610504,Accomplish a FULL COMBO in a live show on NORMAL difficulty or higher.,Accomplish a FULL COMBO in a live show on NORMAL difficulty or higher.,13,0,9,1,1,132610504,996,223052601
2610505,Accomplish a FULL COMBO 3 times in live shows on NORMAL difficulty or higher.,Accomplish a FULL COMBO 3 times in live shows on NORMAL difficulty or higher.,13,0,9,1,3,132610505,995,223052601
2610506,Accomplish a FULL COMBO 5 times in live shows on NORMAL difficulty or higher.,Accomplish a FULL COMBO 5 times in live shows on NORMAL difficulty or higher.,13,0,9,1,5,132610506,994,223052601
2610507,"Complete a live show with a score of 50,000 or higher.","Complete a live show with a score of 50,000 or higher.",13,0,28,"0,50000",1,132610507,993,223052601
2610508,"Complete a live show with a score of 100,000 or higher.","Complete a live show with a score of 100,000 or higher.",13,0,28,"0,100000",1,132610508,992,223052601
2610509,"Complete a live show with a score of 150,000 or higher.","Complete a live show with a score of 150,000 or higher.",13,0,28,"0,150000",1,132610509,991,223052601
2610510,"Play a song selected by the ""Auto Sort"" feature 3 times.","Play a song selected by the ""Auto Sort"" feature 3 times.",13,0,62,,3,132610510,990,223052601
2610511,"Play a song selected by the ""Auto Sort"" feature 5 times.","Play a song selected by the ""Auto Sort"" feature 5 times.",13,0,62,,5,132610511,989,223052601
2610512,"Play a song selected by the ""Auto Sort"" feature 10 times.","Play a song selected by the ""Auto Sort"" feature 10 times.",13,0,62,,10,132610512,988,223052601
2310601,Collect 100 event pts.,Collect 100 event pts.,10,0,38,,100,132310601,999,223053104
2310602,"Collect 1,000 event pts.","Collect 1,000 event pts.",10,0,38,,1000,132310602,998,223053104
2310603,"Collect 5,000 event pts.","Collect 5,000 event pts.",10,0,38,,5000,132310603,997,223053104
2310604,"Collect 10,000 event pts.","Collect 10,000 event pts.",10,0,38,,10000,132310604,996,223053104
2310605,Complete a Love Live! Nijigasaki High School Idol Club song.,Complete a Love Live! Nijigasaki High School Idol Club song.,10,0,73,3,1,132310605,995,223053104
2310606,Complete songs from Love Live! Nijigasaki High School Idol Club songs 3 times.,Complete songs from Love Live! Nijigasaki High School Idol Club songs 3 times.,10,0,73,3,3,132310606,994,223053104
2310607,Complete songs from Love Live! Nijigasaki High School Idol Club songs 5 times.,Complete songs from Love Live! Nijigasaki High School Idol Club songs 5 times.,10,0,73,3,5,132310607,993,223053104
2210608,Clear 10 live shows.,Clear 10 live shows.,9,0,5,,10,132210608,992,223053104
2210609,Clear 20 live shows.,Clear 20 live shows.,9,0,5,,20,132210609,991,223053104
2210610,Clear 30 live shows.,Clear 30 live shows.,9,0,5,,30,132210610,990,223053104
2210611,Clear 40 live shows.,Clear 40 live shows.,9,0,5,,40,132210611,989,223053104
2210612,Clear 50 live shows.,Clear 50 live shows.,9,0,5,,50,132210612,988,223053104
2210613,Clear 60 live shows.,Clear 60 live shows.,9,0,5,,60,132210613,987,223053104
2210614,Clear 70 live shows.,Clear 70 live shows.,9,0,5,,70,132210614,986,223053104
2210615,Clear 80 live shows.,Clear 80 live shows.,9,0,5,,80,132210615,985,223053104
2210616,Clear 90 live shows.,Clear 90 live shows.,9,0,5,,90,132210616,984,223053104
2210617,Clear 100 live shows.,Clear 100 live shows.,9,0,5,,100,132210617,983,223053104
2210618,Clear 125 live shows.,Clear 125 live shows.,9,0,5,,125,132210618,982,223053104
2210619,Clear 150 live shows.,Clear 150 live shows.,9,0,5,,150,132210619,981,223053104
2210620,Clear 200 live shows.,Clear 200 live shows.,9,0,5,,200,132210620,980,223053104
