_id,_name,_shortName,_kana,_artist,_detailInfo,_dictionaryReference,_dictionaryComment,_bandCategory,_masterGroupId,_jacketImageName,_masterBgmId,_previewMasterBgmId,_locked,_obtainType,_isAcLevelMusic,_releaseDateTime,_masterReleaseLabelId
3014,Folklore ~Kanki no Uta~,Folklore ~Kanki no Uta~,Folklore ~Kanki no Uta~,A·ZU·NA,Lyrics: Sorano Muraki<br>Composition / Arrangement: Soranoalto,,"Appearing on the same CD as Maze Town, a high tempo song sung in a major key. The harmony and key changes in the ""Pure-rara-lu Parira-ta-ta"" interlude fit the subtitle (Ode to Joy) perfectly. It's 100% musical joy!<br>",3,302,jacket_3048,31003014,32003014,0,0,0,2021/06/16,1
3015,Muteki-kyuu*Believer,Muteki-kyuu*Believer,Muteki-kyuu*Believer,Kasumi Nakasu (C.V: Mayu Sagara),Lyrics: Ayaka Miyake<br>Composition: DECO*27<br>Arrangement: Rockwell,,"A Nijigasaki High School Idol Club single with an animated promo video. Written especially for Kasumi, it won the voter's choice for single to get an animated PV. We all have times when we look in the mirror and feel down about what's reflected back. This song's uplifting lyrics encourage us to be brave and keep moving forward.<br>",3,390,jacket_3015,31003015,32003015,0,0,0,2020/07/29,1
3016,MONSTER GIRLS,MONSTER GIRLS,MONSTER GIRLS,R3BIRTH,Lyrics / Composition / Arrangement: Dummy Dog,All Stars Story Chapter 28 Soundtrack,"R3BIRTH's first single. Mia wrote this as a challenge to Lanzhu in All Stars story chapter 28. The heavy EDM beats remind listeners that a new era is coming with the formation of this fourth unit. The lyrics for MONSTER GIRLS include Japanese, English, and Chinese, reflecting the rich multicultural diversity of the unit's members.<br>",3,304,jacket_3016,31003016,32003016,0,0,0,2021/10/06,1
3017,Audrey,Audrey,Audrey,Shizuku Osaka (C.V: Kaori Maeda),Lyrics / Composition: Tsukimisou<br>Arrangement: Hiroto Kikuchi,Nijigasaki High School Idol Club Shizuku Bond Episode 12 Soundtrack,"First appeared on the second Nijigasaki High School Idol Club album. A song prepared by the player in an All Stars Kizuna episode for Shizuku. The aim was to write a song for her to use when playing the part of her ideal school idol. The rock band sound puts it in a different genre than Shizuku's usual songs, but perhaps that makes it the perfect choice for an accomplished actress.",3,390,jacket_3047,31003017,32003017,0,0,0,2019/10/02,1
3018,Silent Blaze,Silent Blaze,Silent Blaze,Kanata Konoe (C.V: Akari Kito),Lyrics: Ereca Suzuki<br>Composition: Ereca Suzuki and Mash Tanaka<br>Arrangement: Mash Tanaka,Nijigasaki High School Idol Club Kanata Bond Episode 27 Soundtrack,"Appeared in a Kizuna episode where Kanata was put in charge of writing the manga research club's theme song for the school film festival. She expertly expresses the feelings of the song's female ninja, and the desire to fight to defend peace shines through brilliantly. Kanata and hard rock is a rare combo, but a welcome one.<br>",3,390,jacket_3044,31003018,32003018,0,0,0,2021/10/13,1
3019,Sweet Eyes,Sweet Eyes,Sweet Eyes,Nijigasaki High School Idol Club,Lyrics: Ayaka Miyake<br>Composition / Arrangement: Carlos K. and Mash Tanaka,,"B-side coupled with Nijiiro Passions!. In a rare break from their usual jams, Nijigasaki High School Idol Club put out this sugary sweet love song. The lyrics talk of a young girl's unrequired love to a lively pop melody with roots in American disco. All in all, it's a fun, peppy dance tune with fun back-and-forth lyrics.<br>",3,300,jacket_3062,31003019,32003019,0,0,0,2020/10/21,1
3020,Eieisa,Eieisa,Eieisa,Shizuku Osaka (C.V: Kaori Maeda),Lyrics: Manaka Suzuki<br>Composition: Manaka Suzuki and Tatsuki Miyazawa<br>Arrangement: Naoki Endo,Nijigasaki High School Idol Club Shizuku Bond Episode 27 Soundtrack,"Appeared in a Kizuna episode where Shizuku was put in charge of writing the drama club's opening song for the school film festival. A firm, impactful Japanese melody that depicts the unshakeable resolve of Shizuku to unite a squad of ronin.<br>",3,390,jacket_3044,31003020,32003020,0,0,0,2021/10/13,1
3021,Ye Mingzhu,Ye Mingzhu,Ye Mingzhu,Lanzhu Zhong (C.V: Akina Homoto),Lyrics / Composition / Arrangement: BEATNINE,Nijigasaki High School Idol Club Lanzhu Bond Episode 6 Soundtrack,"In a Kizuna episode, Lanzhu moved into the Nijigasaki dorms, and you, the player, wrote this to express how she felt as you watched her mingling with the other dorm residents. A real EDM banger with copious amounts of English and Chinese mixed in.<br>",3,390,jacket_3044,31003021,32003021,0,0,0,2021/10/13,1
3022,Break The System,Break The System,Break The System,Ayumu Uehara (C.V: Aguri Onishi),Lyrics / Composition: nana hitori and shun ÷1<br>Arrangement: shun ÷1,Nijigasaki High School Idol Club Ayumu Bond Episode 27 Soundtrack,"Appeared in a Kizuna episode where Ayumu was put in charge of writing the sci-fi research club's opening song for the school film festival. She wrote the lyrics herself. Though the Ayumu-ness in the track is present, you can also hear a new side of her rising to the surface in this up-tempo rock track.<br>",3,390,jacket_3044,31003022,32003022,0,0,0,2021/10/13,1
3023,Diabolic mulier,Diabolic mulier,Diabolic mulier,Ai Miyashita (C.V: Natsumi Murakami),Lyrics:T4K<br>Composition: T4K and Luis Ogata<br>Arrangement: Ryosuke Saito,Nijigasaki High School Idol Club Ai Bond Episode 27 Soundtrack,"Appeared in a Kizuna episode where Ai was put in charge of the tabletop gaming club's opening song for the school film festival. It's written from the point of view of a bewitching vampire princess. With it being so different from her usual music, it's hard not to get sucked in to listening to Ai lay down this dark, sinister refrain.<br>",3,390,jacket_3044,31003023,32003023,0,0,0,2021/10/13,1
3024,First Love Again,First Love Again,First Love Again,Rina Tennoji (C.V: Chiemi Tanaka),Lyrics: Tsukimisou<br>Composition: Tsukimisou and Takayuki Yoshimura<br>Arrangement: Takayuki Yoshimura,Nijigasaki High School Idol Club Rina Bond Episode 27 Soundtrack,"Appeared in a Kizuna episode where Rina volunteered to write the theme song for the gaming club's entry to the school film festival. It's a warm, intimate ballad that represents the film's protagonist's struggle: she can only remember one day's worth of memories.<br>",3,390,jacket_3044,31003024,32003024,0,0,0,2021/10/13,1
3025,Toy Doll,Toy Doll,Toy Doll,Mia Taylor (C.V: Shu Uchida),"Lyrics: nana hatori<br>Composition: Ryo ""Lefty"" Miyata and Carlos K.<br>Arrangement: Konnie Aoki",Nijigasaki High School Idol Club Mia Bond Episode 6 Soundtrack,"Written by Mia in a Kizuna episode. After joining the School Idol Club, Mia decided she would sing because she wanted to, even if everything wasn't perfect, and came up with this song. The first song in the Love Live! series to be sung entirely in English!<br>",3,390,jacket_3044,31003025,32003025,0,0,0,2021/10/13,1
3026,Concentrate!,Concentrate!,Concentrate!,Shioriko Mifune (C.V: Moeka Koizumi),Lyrics: Sorano Muraki<br>Composition / Arrangement: Soranoalto,Nijigasaki High School Idol Club Shioriko Bond Episode 14 Soundtrack,Appeared in a Kizuna episode where Shioriko wrote it to promote the student council's movie. She unveiled it the night before. Shioriko's personality shines through with a rollicking humdinger of a swing tune.<br>,3,390,jacket_3044,31003026,32003026,0,0,0,2021/10/13,1
3027,Yada!,Yada!,Yada!,Setsuna Yuki (C.V: Tomori Kusunoki),Lyrics: Akira Sunset<br>Composition: Akira Sunset and Hiroto Kikuchi<br>Arrangement: Hiroto Kikuchi,Nijigasaki High School Idol Club Setsuna Bond Episode 27 Soundtrack,"Appeared in a Kizuna episode where Setsuna was put in charge of the light novel research club's opening song for the school film festival. She sang it to express her own infatuations. Much like the younger sister in the club's movie, the beat and melody are a little bratty but mainly just really adorable.<br>",3,390,jacket_3044,31003027,32003027,0,0,0,2021/10/13,1
3028,Turn it Up!,Turn it Up!,Turn it Up!,Karin Asaka (C.V: Miyu Kubota),Lyrics: Akira Sunset<br>Composition: Akira Sunset and Naoki Endo<br>Arrangement: Naoki Endo,Nijigasaki High School Idol Club Karin Bond Episode 27 Soundtrack,"Appeared in a Kizuna episode where Karin was put in charge of the cinema studies club's opening song for the school film festival. You, the player, wrote the lyrics, inspired by watching Karin practice the saxophone after observing the film's actors. It's a breezy, memorable melody that makes you feel young again.",3,390,jacket_3044,31003028,32003028,0,0,0,2021/10/13,1
3029,Itsu datte for you!,Itsu datte for you!,Itsu datte for you!,Emma Verde (C.V: Maria Sashide),Lyrics: Ereca Suzuki and Carlos K.<br>Composition: Morito Yonezawa and Ayato Fujiwara<br>Arrangement: Ayato Fujiwara,Nijigasaki High School Idol Club Emma Bond Episode 27 Soundtrack,"Appeared in a Kizuna episode where Emma was tasked to help with the animation research club's promo material for the school film festival. She assisted you, the player, with finalizing the vision for the song after the ""great maid mission."" The song is a testament to Emma's cute charms.",3,390,jacket_3044,31003029,32003029,0,0,0,2021/10/13,1
3030,TO BE YOURSELF,TO BE YOURSELF,TO BE YOURSELF,Kasumi Nakasu (C.V: Mayu Sagara),Lyrics: Ryota Saito<br>Composition: Ryota Saito and Diz<br>Arrangement: Diz,Nijigasaki High School Idol Club Kasumi Bond Episode 27 Soundtrack,"Appeared in a Kizuna episode where Kasumi was put in charge of the magical girl club's opening song for the school film festival. She fully immersed herself in the role of a magical girl. Kasumi's song gives listeners the courage to press onward, much like those magical girls who are always working diligently behind the scenes.<br>",3,390,jacket_3044,31003030,32003030,0,0,0,2021/10/13,1
3031,THE SECRET NIGHT,THE SECRET NIGHT,THE SECRET NIGHT,DiverDiva,Lyrics / Composition / Arrangement: Dummy Dog,,"DiverDiva's trademark contrast between Ai's rapping and Karin's carefree singing are on full display in this song. No doubt that Ai and Karin's nose-to-nose dancing set many fans' hearts racing. This mid-tempo EDM banger is easy to picture getting play time at the club. Makes you want to start dancing now, doesn't it?<br>",3,301,jacket_3031,31003031,32003031,0,0,0,2021/05/26,1
3032,Fly into the sky,Fly into the sky,Fly into the sky,DiverDiva,Lyrics: miyakei<br>Composition / Arrangement: Em.me,,"Starts off with a slow intro and picks up steam as it moves into the chorus. Even if it feels sad, you can really feel the part about replacing your best memories together with even better ones. It's hard to forget the live show, where the whole audience put their hands straight up in the air and moved along with the choreography.",3,301,jacket_3031,31003032,32003032,0,0,0,2021/05/26,1
3034,☆Wonderland☆,☆Wonderland☆,☆Wonderland☆,Kasumi Nakasu (C.V: Mayu Sagara),Lyrics: Ereca Suzuki<br>Composition / Arrangement: NOVECHIKA and TETTA,Nijigasaki High School Idol Club Kasumi Bond Episode 12 Soundtrack,A song from the Nijigasaki High School Idol Club's second album. Kasumi made it in a Kizuna episode where she felt self-conscious that her fan club numbers weren't growing like Ai's and Ayumu's. She wrote it to show the world how much fun her fan club is. The live show got very festive with the huge flag waving across the stage.,3,390,jacket_3047,31003034,32003034,0,0,0,2019/10/02,1
3035,Awakening Promise,Awakening Promise,Awakening Promise,Ayumu Uehara (C.V: Aguri Onishi),Lyrics: Ayaka Miyake<br>Composition / Arrangement: Keisuke Koyama,Love Live! Nijigasaki High School Idol Club Anime Episode 12 Soundtrack,"Thought she started as a school idol so Yu could see her, Ayumu decided to start performing for all her fans, not just her best friend. She wrote this song to demonstrate her newfound motivation. It was an insert song in season 1, episode 12 of the anime, and sun in the same spot where Dream with You was sung in the first episode. Ayumu started down her new path in the same spot where her journey originally began.<br>",3,390,jacket_3035,31003035,32003035,0,0,0,2021/01/13,1
3036,Beautiful Moonlight,Beautiful Moonlight,Beautiful Moonlight,QU4RTZ,Lyrics: Ayaka Miyake<br>Composition: ygarshy<br>Arrangement: PASSiON KiNG,,"A stylish, mature pop tune that evokes images of city nightlife. The harmonizing of the four members of QU4RTZ is at its best here, and the more bombastic choreography (a bit unusual for the unit) gives it even more panache.",3,303,jacket_3053,31003036,32003036,0,0,0,2020/02/12,1
3037,Butterfly,Butterfly,Butterfly,Kanata Konoe (C.V: Akari Kito),Lyrics: Ayaka Miyake<br>Composition / Arrangement: Em.me,Love Live! Nijigasaki High School Idol Club Anime Episode 7 Soundtrack,"When Haruka was on the verge of giving up her dreams for Kanata's sake, Kanata answered her concerns with this upbeat future bass song. The Konoe sisters' names, ""Haruka Kanata"" (meaning ""faraway"") appear in the lyrics. References to other media in the promo video, such as the four-panel comics from Awesome TenFes were a delight for dedicated fans.<br>",3,390,jacket_3037,31003037,32003037,0,0,0,2020/12/16,1
3038,CHASE!,CHASE!,CHASE!,Setsuna Yuki (C.V: Tomori Kusunoki),Lyrics / Composition: Ereca Suzuki and JOE<br>Arrangement: tasuku,All Stars Story Chapter 2 Soundtrack,"Appeared on the first Nijigasaki High School Idol Club album. Setsuna's first solo song. The overwhelming excitement is Setsuna personified, and the intense yelling in the last part of the song's hook had a major impact. In the very first episode of the anime, this song's debut in the first live show is what triggered Yu and Ayumu's journey into the world of school idols.",3,390,jacket_3078,31003038,32003038,0,0,0,2018/11/21,1
3039,Cheer for you!!,Cheer for you!!,Cheer for you!!,A·ZU·NA,Lyrics: Ayaka Miyake<br>Composition / Arrangements: hot tears and Sheeta.C,,"From A·ZU·NA's first single, where the three members encourage those with unrequited loves. The cheering yells of the A-ZU-NA members and the three-quarter time beat brighten up the hearts of listeners. Though the song goes through various progressions, the consistent cheering always rouses the audience at live shows.",3,302,jacket_3041,31003039,32003039,0,0,0,2020/02/12,1
3040,DIVE!,DIVE!,DIVE!,Setsuna Yuki (C.V: Tomori Kusunoki),Lyrics: Ayaka Miyake<br>Composition: MOMIKEN<br>Arrangement: tasuku,Love Live! Nijigasaki High School Idol Club Anime Episode 3 Soundtrack,"Appeared as an insert song in season 1, episode 3 of Love Live! Nijigasaki High School Idol Club. A rock song that goes hard, representing Setsuna's renewed commitment to her own passions after considering giving up on being a school idol. Thankfully, a conversation with Yu changed her mind. In the music video, the wall of flames during the refrain and kicking choreography add production value worthy of the title.",3,390,jacket_3040,31003040,32003040,0,0,0,2020/11/18,1
3041,Dream Land! Dream World!,Dream Land! Dream World!,Dream Land! Dream World!,A·ZU·NA,Lyrics: hot tears<br>Composition: Shota Kageyama<br>Arrangement: MEGAneCOMIC,,"From A·ZU·NA's first single album. The bouncy, swinging rhythm is similar to what plays at the entrance to an amusement park, inviting you into a world of fun and excitement. It works precisely because of the huge difference in Ayumu's, Shizuku's, and Setsuna's personalities. The changing music during the speaking part is a fun ride all on its own.<br>",3,302,jacket_3041,31003041,32003041,0,0,0,2020/02/12,1
3042,Dream with You,Dream with You,Dream with You,Ayumu Uehara (C.V: Aguri Onishi),Lyrics: Ayaka Miyake<br>Composition / Arrangement: mitsuyuki miyake and Carlos K.,Love Live! Nijigasaki High School Idol Club Anime Episode 1 Soundtrack,"Appeared as an insert song in season 1, episode 1 of the Love Live! Nijigasaki High School Idol Club anime. After seeing school idols in person, Ayumu performed this song for Yu to try and sort out her own feelings. When the key changes at the high point of the song, you can feel Ayumu's optimism as she presses forward and takes on a new challenge.",3,390,jacket_3042,31003042,32003042,0,0,0,2020/11/18,1
3043,Evergreen,Evergreen,Evergreen,Emma Verde (C.V: Maria Sashide),Lyrics / Composition / Arrangement: Ryota Saito and Naoyuki Chikatani,All Stars Story Chapter 2 Soundtrack,Appeared on the first Nijigasaki High School Idol Club album. Emma's first solo song. It's defining characteristics are the Celtic melody and the lyrics referring to her hometown. The perfect debut single for Emma! It's hard not to copy her when she does the circular arm motions into a clap.,3,390,jacket_3078,31003043,32003043,0,0,0,2018/11/21,1
3044,L! L! L! (Love the Life We Live),L! L! L! (Love the Life We Live),L! L! L! (Love the Life We Live),Nijigasaki High School Idol Club,Lyrics: Ayaka Miyake<br>Composition / Arrangement: Keisuke Koyama,All Stars Story Chapter 30 Soundtrack,"The first Nijigasaki High School Idol Club sung by all 12 members after Mia and Lanzhu joined. The positive lyrics, such as ""encounters with the unknown"" ""budding excitement,"" and ""the future"" combined with the lead guitar make this a quintessential Love Live! song.",3,300,jacket_3044,31003044,32003044,0,0,0,2021/10/13,1
3045,La Bella Patria,La Bella Patria,La Bella Patria,Emma Verde (C.V: Maria Sashide),Lyrics: Ayaka Mikawa<br>Composition / Arrangement: Yosuke Saito,Love Live! Nijigasaki High School Idol Club Anime Episode 5 Soundtrack,"In the story, Emma sung this to encourage Karin to stop hesitating and act on her desires to join in school idol activities. The intro has a folksy Swiss feel, then pivots to a fast-paced tune that makes you feel like you're dashing across the expansive Swiss countryside. The promo video has lots of easter eggs for eagle-eyed fans, like costumes from Emma's time as a N-rarity member in SIF, and importing back tweets from the cast's Twitter.<br>",3,390,jacket_3045,31003045,32003045,0,0,0,2020/12/02,1
3046,Love Triangle,Love Triangle,Love Triangle,DiverDiva,Lyrics: Ayaka Miyake and Satoru Kurihara (Jazzin'park)<br>Composition: Singo Kubota (Jazzin'park) and Satoru Kurihara (Jazzin'park)<br>Arrangement: Singo Kubota (Jazzin'park),,"There's a love triangle, between you, her, and me. That's what this smooth R&B-influenced jam is all about. The modern melody is overlaid with imagery of the Winter Triangle in the sky. The choreography for the live show included drawing a huge triangle in the air.",3,301,jacket_3073,31003046,32003046,0,0,0,2020/02/12,1
3047,Love U my friends,Love U my friends,Love U my friends,Nijigasaki High School Idol Club,Lyrics: Kanata Okajima<br>Composition: Keisuke Koyama and Shunsuke Harada<br>Arrangement: Keisuke Koyama,,"The title track of the Nijigasaki High School Idol Club's second album, and the first Nijigasaki song featuring all the club's members. The unforgettable opening moment had each member illuminated by her signature color. The emotional lead guitar and lyrics full of the girls' boundless gratitude for you will bring a tear to the eye of even the most stoic fans.<br>",3,300,jacket_3047,31003047,32003047,0,0,0,2019/10/02,1
3048,Maze Town,Maze Town,Maze Town,A·ZU·NA,"Lyrics: Morito Yonezawa and Ayato Fujiwara<br>Composition: Morito Yonezawa, Ayato Fujiwara, Ryosuke Saito and PASSiON KiNG<br>Arrangement: Ryosuke Saito, Ayato Fujiwara and PASSiON KiNG",,"A gothic metal horror fest that pays homage to the haunted house in A·ZU·NA Land. The song goes through multiple metamorphoses as it progresses. A video featuring Maze Town played during intermission at the A·ZU·NA Unit Live & fan meeting. The Latin opening translates to ""there is no escape from here.""<br>",3,302,jacket_3048,31003048,32003048,0,0,0,2021/06/16,1
3049,MELODY,MELODY,MELODY,Setsuna Yuki (C.V: Tomori Kusunoki),Lyrics: Ereca Suzuki<br>Composition: Manaka Suzuki and Hiroki Sagawa<br>Arrangement: Ryosuke Saito,Nijigasaki High School Idol Club Setsuna Bond Episode 12 Soundtrack,"Appeared on the second Nijigasaki High School Idol Club album. In a Kizuna episode, Setsuna wrote this to show her parents exactly how much she loves school idols. The honest lyrics and speedy band playing express the strength of Setsuna's feelings with no room for doubt.",3,390,jacket_3047,31003049,32003049,0,0,0,2019/10/02,1
3050,My Own Fairy-Tale,My Own Fairy-Tale,My Own Fairy-Tale,Kanata Konoe (C.V: Akari Kito),Lyrics: Ryota Saito<br>Composition / Arrangement: Ryota Saito and Diz,Nijigasaki High School Idol Club Kanata Bond Episode 12 Soundtrack,"In a Kizuna episode, Kanata put all her wants and desires into this song after realizing she should prioritize herself as Haruka becomes more independent. Kanata's gentle singing voice leads listeners into a beautiful, dreamy world.",3,390,jacket_3047,31003050,32003050,0,0,0,2019/10/02,1
3051,"NEO SKY, NEO MAP!","NEO SKY, NEO MAP!","NEO SKY, NEO MAP!",Nijigasaki High School Idol Club,Lyrics: Aki Hata<br>Composition: Kotaro Odaka and UiNA<br>Arrangement: Kotaro Odaka and Naoki Tani,Love Live! Nijigasaki High School Idol Club Anime Season 1 Ending Theme,"The ending theme to Love Live! Nijigasaki High School Idol Club season 1. The grand scale of the music and the moving lyrics matched with a rainbow of umbrellas left a lasting impression on the hearts of viewers. In season 2, episode 3, Yu played this song on the piano.<br>",3,300,jacket_3051,31003051,32003051,0,0,0,2020/11/04,1
3052,Poppin' Up!,Poppin' Up!,Poppin' Up!,Kasumi Nakasu (C.V: Mayu Sagara),Lyrics: Ayake Miyake<br>Composition: Naoki Kubo<br>Arrangement: Hisashi Nawata,Love Live! Nijigasaki High School Idol Club Anime Episode 2 Soundtrack,"Appeared as an insert song in season 1, episode 2 of Love Live! Nijigasaki High School Idol Club. The music video pays homage to a scene in the video for Mutekikyu Believer. Kasumi's trademark cutie pop melody matches perfectly with the swing music rhythm and bass. This one's hard to get out of your head.<br>",3,390,jacket_3052,31003052,32003052,0,0,0,2020/11/18,1
3053,Sing & Smile!!,Sing & Smile!!,Sing & Smile!!,QU4RTZ,Lyrics / Arrangement: Carlos K.<br>Composition: Manabu Marutani and Carlos K.,,QU4RTZ's first single. The intense strings matched with QU4RTZ's harmonizing is sure to put a smile on anyone's face. The live show was a must-see performance that used the mic stand to great effect.,3,303,jacket_3053,31003053,32003053,0,0,0,2020/02/12,1
3054,Solitude Rain,Solitude Rain,Solitude Rain,Shizuku Osaka (C.V: Kaori Maeda),Lyrics: Ayaka Miyake<br>Composition: Ereca Suzuki and JOE<br>Arrangement: JOE,Love Live! Nijigasaki High School Idol Club Anime Episode 8 Soundtrack,"In the story, this song was performed as part of an onstage presentation by the drama club. It was also an insert song in season 1, episode 8 of the anime. Her black and white costume calls back to the episode's title: Shizuku, Monochrome. The promo video has lots of easter eggs showing other sides of Shizuku, like costumes from her N-rarity era in SIF, and her fondness for tan tan ramen from Awesome TenFes.<br>",3,390,jacket_3054,31003054,32003054,0,0,0,2020/12/16,1
3055,Yume e no Ippo,Yume e no Ippo,Yume e no Ippo,Ayumu Uehara (C.V: Aguri Onishi),Lyrics / Composition: Akira Sunset<br>Arrangement: Hiroto Kikuchi,All Stars Story Chapter 2 Soundtrack,"Appeared on the first Nijigasaki High School Idol Club album. Ayumu's first solo song. The lyrics carry a powerful message to her dearest friend (you, the player) about moving forward together, one step at a time.<br>",3,390,jacket_3078,31003055,32003055,0,0,0,2018/11/21,1
3056,Diamond,Diamond,Diamond,Kasumi Nakasu (C.V: Mayu Sagara),Lyrics / Composition: Ereca Suzuki and JOE<br>Arrangement: tasuku,All Stars Story Chapter 2 Soundtrack,"Appeared on the first Nijigasaki High School Idol Club album. Kasumi's first solo song. The song is pure Kasumi; a showcase of cuteness, flirtatiousness, and just a bit of pushiness. The ""L-O-V-E KASUMIN!"" call in the middle of the song always gets a huge response from the crowd.",3,390,jacket_3078,31003056,32003056,0,0,0,2018/11/21,1
3057,Anata no Risou no Heroine,Anata no Risou no Heroine,Anata no Risou no Heroine,Shizuku Osaka (C.V: Kaori Maeda),Lyrics / Composition: Tsukimisou<br>Arrangement: Naoki Endo,All Stars Story Chapter 2 Soundtrack,"Appeared on the first Nijigasaki High School Idol Club album. Shuzuku's first solo song. It's filled with respect and admiration for her seniors in the drama club, and also matches Shizuku's own flair for acting. Both the music video and live show end with a line delivered silently.",3,390,jacket_3078,31003057,32003057,0,0,0,2018/11/21,1
3058,Starlight,Starlight,Starlight,Karin Asaka (C.V: Miyu Kubota),Lyrics / Composition / Arrangement: BEATNINE,All Stars Story Chapter 2 Soundtrack,"Appeared on the first Nijigasaki High School Idol Club album. Karin's first solo song. An EDM banger dripping with Karin's trademark cool allure. The lasers and sharp dance moves added for the music video and live show create a thrilling, intense experience.",3,390,jacket_3078,31003058,32003058,0,0,0,2018/11/21,1
3059,Meccha Going!!,Meccha Going!!,Meccha Going!!,Ai Miyashita (C.V: Natsumi Murakami),Lyrics: Akira Sunset<br>Composition: Akira Sunset and Carlos K.<br>Arrangement: Carlos K.,All Stars Story Chapter 2 Soundtrack,"Appeared on the first Nijigasaki High School Idol Club album. Ai's first solo song. Chock full of Ai's trademark puns and gal-lingo, it's an up-tempo tune that gets the audience jamming to the beat. She also does a duet version with Karin at DiverDiva unit live shows and fan meetings.",3,390,jacket_3078,31003059,32003059,0,0,0,2018/11/21,1
3060,Nemureru Mori ni Ikitai na,Nemureru Mori ni Ikitai na,Nemureru Mori ni Ikitai na,Kanata Konoe (C.V: Akari Kito),Lyrics / Composition / Arrangement: Ryota Saito and Diz,All Stars Story Chapter 2 Soundtrack,"Appeared on the first Nijigasaki High School Idol Club album. Kanata's first solo song. A lullaby-like tune that draws listeners in to a world of dreams. In more ways than one, it's the perfect representation of Kanata's personality. The music video and live shows incorporate a bed, and the song finishes with Kanata falling asleep.",3,390,jacket_3078,31003060,32003060,0,0,0,2018/11/21,1
3061,Doki Pipo ☆ Emotion,Doki Pipo ☆ Emotion,Doki Pipo ☆ Emotion,Rina Tennoji (C.V: Chiemi Tanaka),Lyrics / Composition / Arrangement: NOVECHIKA and Hiroto Kikuchi,All Stars Story Chapter 2 Soundtrack,"Appeared on the first Nijigasaki High School Idol Club album. Rina's first solo song. She sings about having trouble expressing her emotions, and how she felt when first using her Rina-chan Board gives. Featuring lots of chiptune beeps and boops, the ""Rina-chan Board"" call is one of those classic moments that gets the crowd jumping.",3,390,jacket_3078,31003061,32003061,0,0,0,2018/11/21,1
3062,Nijiiro Passions!,Nijiiro Passions!,Nijiiro Passions!,Nijigasaki High School Idol Club,Lyrics: Ayaka Miyake<br>Composition / Arrangement: Keisuke Koyama,Love Live! Nijigasaki High School Idol Club Anime Season 1 Opening Theme,"The opening song for the first season of the Love Live! Nijigasaki High School Idol Club anime. Despite the new premise of a solo idol project, it's still a classic Love Live! song performed by the whole group. The perky strings and energetic bassline set the tone for the season and kept viewers glued to the screen.<br>",3,300,jacket_3062,31003062,32003062,0,0,0,2020/10/21,1
3063,Wish,Wish,Wish,Karin Asaka (C.V: Miyu Kubota),Lyrics: BEATNINE<br>Composition: Carlos K.<br>Arrangement: Carlos K. and JOE,Nijigasaki High School Idol Club Karin Bond Episode 12 Soundtrack,"Appeared on the second Nijigasaki High School Idol Club album. In a Kizuna episode, Karin faced mounting pressure to meet everyone's expectations. This song from you, the player, reminded her that it's better not to put up a facade. There was no shortage of fans who absolutely adored the change of pace from Karin's usual style.",3,390,jacket_3047,31003063,32003063,0,0,0,2019/10/02,1
3064,Aoi Canaria,Aoi Canaria,Aoi Canaria,Shioriko Mifune (C.V: Moeka Koizumi),"Lyrics: Ayumu Nakamura, Ereca Suzuki and JOE<br>Composition / Arrangement: Tomomichi Imagawa, Ereca Suzuki and JOE",All Stars Story Chapter 27 Soundtrack,"An insert song from SIF All Stars story chapter 27. A song from Shioriko to her older sister Kaoruko, who came to Nijigasaki High School to work as a student teacher. In the lyrics, Shioriko ardently implores her older sister to treat her as an equal, not a child to be coddled and protected. The hard rock tune and Shioriko's intense singing deliver a strong message.",3,390,jacket_3016,31003064,32003064,0,0,0,2021/10/06,1
3065,Yume ga Koko Kara Hajimaru yo,Yume ga Koko Kara Hajimaru yo,Yume ga Koko Kara Hajimaru yo,Nijigasaki High School Idol Club,Lyrics: Ayaka Miyake<br>Composition / Arrangement: Ayumu Nakamura and Taishi Noguchi,Love Live! Nijigasaki High School Idol Club Anime Episode 13 Soundtrack,"The first song in the anime storyline sung as a group rather than a solo performance, all to encourage you, the player. The music video features individual solos and choreography, with callbacks to the First Live stage and other fan-pleasing moments. And of course, everyone remembers when during season 1, episode 13 played during the 3rd Live!<br>",3,300,jacket_3065,31003065,32003065,0,0,0,2021/01/13,1
3066,VIVID WORLD,VIVID WORLD,VIVID WORLD,Karin Asaka (C.V: Miyu Kubota),Lyrics: Ayaka Miyake<br>Composition: Luis Ogata<br>Arrangement: TeddyLoid,Love Live! Nijigasaki High School Idol Club Anime Episode 9 Soundtrack,"In the story, this celebratory-sounding EDM song debuted at Diver Fes. Just like the line ""If I were still all alone, I'd never know this weakness, this pain, this gloom"", Kanan sings about the own weak points she dealt with at the start. This song exemplifies season 1, episode 9's title: Friends but Rivals.<br>",3,390,jacket_3066,31003066,32003066,0,0,0,2020/12/16,1
3067,Saikou Heart,Saikou Heart,Saikou Heart,Ai Miyashita (C.V: Natsumi Murakami),Lyrics: Ayaka Miyake<br>Composition / Arrangement: PASSiON KiNG,Love Live! Nijigasaki High School Idol Club Anime Episode 4 Soundtrack,"An insert song in season 1, episode 4 of the Love Live! Nijigasaki High School Idol Club anime. The lyrics follow a theme of smiles and sunshine, and has enough puns to keep Ai happy. It starts off relaxed, then quickly picks up the tempo. Great song to start your morning with.",3,390,jacket_3067,31003067,32003067,0,0,0,2020/12/02,1
