_id,_name,_shortName,_kana,_artist,_detailInfo,_dictionaryReference,_dictionaryComment,_bandCategory,_masterGroupId,_jacketImageName,_masterBgmId,_previewMasterBgmId,_locked,_obtainType,_isAcLevelMusic,_releaseDateTime,_masterReleaseLabelId
3012,Margaret,Margaret,マアカレツト,中須かすみ(CV.相良茉優),作詞：鈴木エレカ<br>作曲・編曲：Carlos K.,虹ヶ咲学園スクールアイドル同好会　かすみキズナエピソード20話挿入歌,「スクスタ」キズナエピソードにて、かすみのファンクラブだけ会員が増えてないことに対して不安を持ったかすみが、そんな中でも応援してくれるファンへ向けて素の自分を出すために歌った曲。弱さを歌った素直な歌詞や綺麗なバラードから、かすみのありのままが見え隠れしている。<br>,3,390,jacket_3003,31003012,32003012,0,0,0,2020/09/02,1
3013,LIKE IT！LOVE IT！,LIKE IT！LOVE IT！,ライクイツトラフイツト,優木せつ菜(CV.楠木ともり),"作詞：鈴木エレカ<br>作曲：鈴木まなか , Hiroki Sagawa、要田 健<br>編曲：要田 健",虹ヶ咲学園スクールアイドル同好会　せつ菜キズナエピソード21話挿入歌,「スクスタ」キズナエピソードにて、せつ菜が自分の「大好き」をみんなへ広めるために作ったメッセージソング。誰かの「大好き」を代弁するのではなく、自分の思いをのせた方が気持ちが伝わると考えたせつ菜にぴったりの、熱い想いが伝わってくるロックチューン。<br>,3,390,jacket_3003,31003013,32003013,0,0,0,2020/09/02,1
3014,フォルクロア ～歓喜の歌～,フォルクロア ～歓喜の歌～,フオルクロアカンキノウタ,A・ZU・NA,作詞 : 村木海季男<br>作曲・編曲 : ソラノアルト,,同じCDに収録されているMaze Townとは反対に、長調でハイテンポが特徴の楽曲。間奏の転調や「Pure-rara-lu Parira-ta-ta」のハモりからは、「歓喜の歌」といったサブタイトルの通りミュージカル調の明るさが全面に出ている。<br>,3,302,jacket_3048,31003014,32003014,0,0,0,2021/06/16,1
3015,無敵級*ビリーバー,無敵級*ビリーバー,ムテキキユウヒリイハア,中須かすみ(CV.相良茉優),作詞：Ayaka Miyake<br>作曲：DECO*27<br>編曲：Rockwell,,虹ヶ咲学園スクールアイドル同好会 アニメーションPV付きシングル。「アニメーションＰＶ付きシングル総選挙」にて1位となったかすみに書き下ろされた曲。鏡の中の自分が弱気になりそうな自分を励ましてくれるような元気になれる歌詞で、一歩踏み出す勇気を与えてくれる。<br>,3,390,jacket_3015,31003015,32003015,0,0,0,2020/07/29,1
3016,MONSTER GIRLS,MONSTER GIRLS,モンスタアカアルス,R3BIRTH,作詞・作曲・編曲：Dummy Dog,スクスタストーリー28章挿入歌,R3BIRTH 1stシングル。スクスタストーリー28章にて、ミアが嵐珠への挑戦状として作った曲。EDM調の重みのあるメロディから4つめのユニットという新時代を彷彿とさせる。歌詞の中に日本語、英語、中国語が含まれており、ユニットメンバー同様に国際色豊かな楽曲である。<br>,3,304,jacket_3016,31003016,32003016,0,0,0,2021/10/06,1
3017,オードリー,オードリー,オオトリイ,桜坂しずく(CV.前田佳織里),作詞・作曲：月見草<br>編曲 ：菊池博人,虹ヶ咲学園スクールアイドル同好会　しずくキズナエピソード12話挿入歌,虹ヶ咲学園スクールアイドル同好会 2ndアルバム収録曲。スクスタキズナエピソードにて、しずくの中の理想のスクールアイドルを本人が演じるためにあなたが用意した曲。今までのしずくの印象とは少し違ったロックなバンドサウンドが特徴。まさしく大女優にふさわしい風格を感じる。,3,390,jacket_3047,31003017,32003017,0,0,0,2019/10/02,1
3018,Silent Blaze,Silent Blaze,サイレントフレイス,近江彼方(CV.鬼頭明里),"作詞：鈴木エレカ<br>作曲：鈴木エレカ , 田中マッシュ<br>編曲：田中マッシュ",虹ヶ咲学園スクールアイドル同好会　彼方キズナエピソード27話挿入歌,キズナエピソードにて、校内フィルムフェスティバルで漫画研究部のテーマソングを担当することになった彼方が、作中のくノ一の気持ちになりきって歌った曲。平和を守るために戦う様を表現したような彼方には珍しいロックチューン。<br>,3,390,jacket_3044,31003018,32003018,0,0,0,2021/10/13,1
3019,Sweet Eyes,Sweet Eyes,スウイトアイス,虹ヶ咲学園スクールアイドル同好会,"作詞：Ayaka Miyake<br>作曲・編曲：Carlos K. , 田中マッシュ",,「虹色Passions！」カップリング。虹ヶ咲学園スクールアイドル同好会には珍しい甘々なラブソング。年頃の女の子の片思いな恋愛をポップなメロディと共に綴っている。アメリカン・ディスコを彷彿とさせる、掛け合いが楽しいアッパーなダンスチューン<br>,3,300,jacket_3062,31003019,32003019,0,0,0,2020/10/21,1
3020,エイエ戦サー,エイエ戦サー,エイエイサア,桜坂しずく(CV.前田佳織里),"作詞：鈴木まなか<br>作曲：鈴木まなか , 宮澤樹生<br>編曲：遠藤ナオキ",虹ヶ咲学園スクールアイドル同好会　しずくキズナエピソード27話挿入歌,キズナエピソードにて、校内フィルムフェスティバルで演劇部のオープニングソングを担当することになったしずくが、歌詞を書いた曲。浪士隊のまとめ役のようにあきらめず自分の信念を貫くしずくを表した和のメロディが強く印象に残る。<br>,3,390,jacket_3044,31003020,32003020,0,0,0,2021/10/13,1
3021,夜明珠（イエミンジュ）,夜明珠（イエミンジュ）,イエミンシユ,鐘 嵐珠(CV.法元明菜),作詞・作曲・編曲：BEATNINE,虹ヶ咲学園スクールアイドル同好会　ランジュキズナエピソード6話挿入歌,キズナエピソードにて、ランジュがニジガク寮に引っ越し、寮のみんなと交流するのを見た「あなた」がランジュの気持ちを考えて作った曲。中国語と英語がふんだんに詰め込まれた魅力あふれるEDM。<br>,3,390,jacket_3044,31003021,32003021,0,0,0,2021/10/13,1
3022,Break The System,Break The System,フレイクサシステム,上原歩夢(CV.大西亜玖璃),"作詞・作曲：nana hatori , shun ÷1<br>編曲：shun ÷1",虹ヶ咲学園スクールアイドル同好会　歩夢キズナエピソード27話挿入歌,キズナエピソードにて、校内フィルムフェスティバルでSF研究部のオープニングソングを担当することになった歩夢が、自ら歌詞を書いて作った曲。歩夢らしさを出しつつも、歩夢の新しい一面が醸し出されているロックチューン。<br>,3,390,jacket_3044,31003022,32003022,0,0,0,2021/10/13,1
3023,Diabolic mulier,Diabolic mulier,テイアホリツクミユリイル,宮下 愛(CV.村上奈津実),"作詞：T4K<br>作曲：T4K , Luis Ogata<br>編曲：サイトウ リョースケ",虹ヶ咲学園スクールアイドル同好会　愛キズナエピソード27話挿入歌,キズナエピソードにて、校内フィルムフェスティバルでアナログゲーム制作部のオープニングソングを担当することになった愛が、妖艶な吸血姫をイメージして歌った曲。普段の愛とはずいぶん違ったダークな曲調のギャップに魅了される。<br>,3,390,jacket_3044,31003023,32003023,0,0,0,2021/10/13,1
3024,First Love Again,First Love Again,フアストラフアケイン,天王寺璃奈(CV.田中ちえ美),"作詞：月見草<br>作曲：月見草 , 吉村隆行<br>編曲：吉村隆行",虹ヶ咲学園スクールアイドル同好会　璃奈キズナエピソード27話挿入歌,キズナエピソードにて、校内フィルムフェスティバルでゲーム部が製作する映画のテーマソングを担当することになった璃奈が、作曲にチャレンジした曲。記憶を1日しか保てない映画の主人公の気持ちに寄り添った温かいバラードソング。<br>,3,390,jacket_3044,31003024,32003024,0,0,0,2021/10/13,1
3025,Toy Doll,Toy Doll,トイトオル,ミア・テイラー(CV.内田 秀),"作詞：nana hatori<br>作曲：宮田'レフティ'リョウ , Carlos K.<br>編曲：Konnie Aoki",虹ヶ咲学園スクールアイドル同好会　ミアキズナエピソード6話挿入歌,キズナエピソードにて、スクールアイドル同好会の一員として活動することになったミアが、完璧じゃなくても歌いたいから歌うといった決意とともに作った曲。歌詞がすべて英語の曲はラブライブ！シリーズでこの曲が初となる。<br>,3,390,jacket_3044,31003025,32003025,0,0,0,2021/10/13,1
3026,コンセントレイト！,コンセントレイト！,コンセントレイト,三船栞子(CV.小泉萌香),作詞：村木海季男<br>作曲・編曲：ソラノアルト,虹ヶ咲学園スクールアイドル同好会　栞子キズナエピソード14話挿入歌,キズナエピソードにて、校内フィルムフェスティバルで生徒会のPR動画を作ることになった栞子が前夜祭で披露した曲。ありのままの栞子をスウィングのリズムに合わせて表現している。<br>,3,390,jacket_3044,31003026,32003026,0,0,0,2021/10/13,1
3027,ヤダ！,ヤダ！,ヤタ,優木せつ菜(CV.楠木ともり),"作詞：Akira Sunset<br>作曲：Akira Sunset , 菊池博人<br>編曲：菊池博人",虹ヶ咲学園スクールアイドル同好会　せつ菜キズナエピソード27話挿入歌,キズナエピソードにて、校内フィルムフェスティバルでライトノベル研究会のオープニングソングを担当することになったせつ菜が、「萌え」を表現するために歌った曲。映画に出てくる妹ちゃんのようなワガママだけど可愛い様子が歌詞やメロディから感じ取れる。<br>,3,390,jacket_3044,31003027,32003027,0,0,0,2021/10/13,1
3028,Turn it Up!,Turn it Up!,タアンイツトアツフ,朝香果林(CV.久保田未夢),"作詞：Akira Sunset<br>作曲：Akira Sunset , 遠藤ナオキ<br>編曲：遠藤ナオキ",虹ヶ咲学園スクールアイドル同好会　果林キズナエピソード27話挿入歌,キズナエピソードにて、校内フィルムフェスティバルで映画研究部のオープニングソングを担当することになった果林が、映画の主人公たちを見習ってサックスを練習している様子を見ながら「あなた」が作った曲。青春を感じさせるさわやかなメロディが印象的。,3,390,jacket_3044,31003028,32003028,0,0,0,2021/10/13,1
3029,いつだってfor you!,いつだってfor you!,イツタツテフオユウ,エマ・ヴェルデ(CV.指出毬亜),"作詞：鈴木エレカ , Carlos K.<br>作曲：米澤森人 , 藤原彩豊<br>編曲：藤原彩豊",虹ヶ咲学園スクールアイドル同好会　エマキズナエピソード27話挿入歌,キズナエピソードにて、校内フィルムフェスティバルでアニメーション研究部のプロモーションを手伝うことになったエマが、メイド大作戦により「あなた」の作曲イメージを助けて完成させた曲。エマのかわいい魅力がふんだんに詰め込まれた曲となっている。,3,390,jacket_3044,31003029,32003029,0,0,0,2021/10/13,1
3030,TO BE YOURSELF,TO BE YOURSELF,トウヒイユアセルフ,中須かすみ(CV.相良茉優),作詞：Ryota Saito<br>作曲：Ryota Saito、Diz<br>編曲：Diz,虹ヶ咲学園スクールアイドル同好会　かすみキズナエピソード27話挿入歌,キズナエピソードにて、校内フィルムフェスティバルで魔法少女研究部のテーマソングを担当することになったかすみが、魔法少女になりきって歌った曲。陰でひたむきに努力する魔法少女のようなかすみの歌からは、前に進む勇気や元気をもらえる。<br>,3,390,jacket_3044,31003030,32003030,0,0,0,2021/10/13,1
3031,THE SECRET NiGHT,THE SECRET NiGHT,サシイクレツトナイト,DiverDiva,作詞・作曲・編曲：Dummy Dog,,DiverDivaの特徴である愛のラップ、果林の伸びやかな歌声の対比は本楽曲でも健在。愛と果林が顔を寄せ合う振り付けでは、多くのファンがドキドキしたに違いない。クラブで流れている様子がはっきり思い浮かぶほど、思わず踊りたくなるようなミディアムテンポEDMソング。<br>,3,301,jacket_3031,31003031,32003031,0,0,0,2021/05/26,1
3032,Fly into the sky,Fly into the sky,フライイントウサスカイ,DiverDiva,作詞：miyakei<br>作曲・編曲：Em.me,,静かなイントロから始まり、サビに向けて音が増えていくこの曲は、切ないながらも君との最高の思い出を最高で更新していっている様を感じ取れる。ライブではサビで会場にいるみんなで手を縦に振る振り付けが印象に残る。,3,301,jacket_3031,31003032,32003032,0,0,0,2021/05/26,1
3034,☆ワンダーランド☆,☆ワンダーランド☆,ワンタアラント,中須かすみ(CV.相良茉優),"作詞：鈴木エレカ<br>作曲・編曲：NOVECHIKA , TETTA",虹ヶ咲学園スクールアイドル同好会　かすみキズナエピソード12話挿入歌,虹ヶ咲学園スクールアイドル同好会 2ndアルバム収録曲。キズナエピソードにて、愛や歩夢に比べて中々ファンクラブの人数が増えないことに悩んだかすみが、自分のファンクラブの楽しさを表現するために作った曲。ライブは大きな旗を振る演出があり大いに盛り上がる。,3,390,jacket_3047,31003034,32003034,0,0,0,2019/10/02,1
3035,Awakening Promise,Awakening Promise,アウエイキンクフロミス,上原歩夢(CV.大西亜玖璃),作詞：Ayaka Miyake<br>作曲・編曲：Keisuke Koyama,TVアニメ『ラブライブ！虹ヶ咲学園スクールアイドル同好会』第12話挿入歌,侑に見てもらうためにスクールアイドルを始めた歩夢が、侑だけではなくファンのみんなへ向けて活動していこうといった、新たな決意を歌った楽曲。TVアニメ1期第12話で披露された場所はTVアニメ1期第1話で「Dream with You」を歌った場所と同じであり、始まりの場所かつ新しい自分のスタートといった対比がされている。<br>,3,390,jacket_3035,31003035,32003035,0,0,0,2021/01/13,1
3036,Beautiful Moonlight,Beautiful Moonlight,ヒユウテイフルムウンライト,QU4RTZ,作詞：Ayaka Miyake<br>作曲：ygarshy<br>編曲：PASSiON KiNG,,夜を連想させるようなオシャレなシティポップサウンドとQU4RTZの4人のきれいな歌声が見事にマッチした大人な曲。QU4RTZには少し珍しい動きの多いダンスも特徴的。<br>,3,303,jacket_3053,31003036,32003036,0,0,0,2020/02/12,1
3037,Butterfly,Butterfly,ハタフライ,近江彼方(CV.鬼頭明里),作詞：Ayaka Miyake　<br>作曲・編曲：Em.me,TVアニメ『ラブライブ！虹ヶ咲学園スクールアイドル同好会』第7話挿入歌,姉である彼方のことを考えて自分の夢を諦めようとした遥に対するアンサーとして彼方が歌ったオシャレなFuture Bass。近江姉妹の名前である「ハルカカナタ」が歌詞入っていたり、PVに媒体別活動中に展開された4コマ漫画「すごい てん☆ふぇす」の絵が差し込まれていたりとファンに嬉しい小ネタも存在する。<br>,3,390,jacket_3037,31003037,32003037,0,0,0,2020/12/16,1
3038,CHASE!,CHASE!,チエイス,優木せつ菜(CV.楠木ともり),"作詞・作曲 ：鈴木エレカ , JOE<br>編曲：tasuku",スクスタストーリー2章挿入歌,虹ヶ咲学園スクールアイドル同好会 1stアルバム収録曲。せつ菜のソロ1曲目の曲。まさにせつ菜を体現したような情熱あふれる曲であり、ラスサビのシャウトには衝撃を受ける。TVアニメ1期第1話では、冒頭のライブでこの曲を披露し、侑と歩夢にスクールアイドルへのきっかけを与えた。,3,390,jacket_3078,31003038,32003038,0,0,0,2018/11/21,1
3039,Cheer for you!!,Cheer for you!!,チアアフオユウ,A・ZU・NA,"作詞：Ayaka Miyake<br>作曲・編曲：hot tears , Sheeta.C",,A・ZU・NA 1st シングル。A・ZU・NA の3人から片思いの恋の応援をされるような曲。「A・Z・U・N・A」のチアのような掛け声や、三拍子などリスナーの心を晴れやかにしてくれるような楽曲。展開が多彩ながらも、掛け声が沢山あり、ライブでも盛り上がり間違いなしの応援ソング。,3,302,jacket_3041,31003039,32003039,0,0,0,2020/02/12,1
3040,DIVE！,DIVE！,タイフ,優木せつ菜(CV.楠木ともり),作詞：Ayaka Miyake<br>作曲：MOMIKEN<br>編曲：tasuku,TVアニメ『ラブライブ！虹ヶ咲学園スクールアイドル同好会』第3話挿入歌,TVアニメ「ラブライブ！虹ヶ咲学園スクールアイドル同好会」1期第3話挿入歌。一度スクールアイドルを辞める気だったせつ菜が、侑との対話で大好きを貫いてもいいという気付きから歌ったロックサウンド。MVではサビの炎やキックの振り付けといったCHASE!を連想させる演出が多々存在する。,3,390,jacket_3040,31003040,32003040,0,0,0,2020/11/18,1
3041,Dream Land！Dream World！,Dream Land！Dream World！,トリイムラントトリイムワアルト,A・ZU・NA,作詞：hot tears<br>作曲：景山将太<br>編曲：MEGAneCOMIC,,A・ZU・NA 1st シングル。スウィングの跳ねリズムに乗せながらまるで遊園地にいるかのような楽しい世界へと案内される。歩夢、しずく、せつ菜の性格がバラバラな3人だからこそ歌える個性の詰まった曲。セリフパートではミュージカルのようにゆったりとした曲調に変化するのも面白い。<br>,3,302,jacket_3041,31003041,32003041,0,0,0,2020/02/12,1
3042,Dream with You,Dream with You,トリイムウイスユウ,上原歩夢(CV.大西亜玖璃),"作詞：Ayaka Miyake<br>作曲・編曲：mitsuyuki miyake , Carlos K.",TVアニメ『ラブライブ！虹ヶ咲学園スクールアイドル同好会』第1話挿入歌,TVアニメ「ラブライブ！虹ヶ咲学園スクールアイドル同好会」1期第1話挿入歌。スクールアイドルを目の当たりにして、自分の気持ちに正直になった歩夢が侑の前で披露した曲。サビにかけての転調は、歩夢が新しい挑戦へと前向きに進んでいくような心情が感じ取れる。,3,390,jacket_3042,31003042,32003042,0,0,0,2020/11/18,1
3043,Evergreen,Evergreen,エハアクリイン,エマ・ヴェルデ(CV.指出毬亜),"作詞・作曲・編曲：Ryota Saito , 近谷直之",スクスタストーリー2章挿入歌,虹ヶ咲学園スクールアイドル同好会 1stアルバム収録曲。エマのソロ1曲目の曲。ケルト民謡調のメロディと共に故郷を想いを馳せるような歌詞が特徴で、まさにエマにぴったりの曲である。サビの円を描きながらクラップする振り付けは思わず真似したくなる。,3,390,jacket_3078,31003043,32003043,0,0,0,2018/11/21,1
3044,L！L！L！ (Love the Life We Live),L！L！L！ (Love the Life We Live),エルエルエルラフサライフウイイライフ,虹ヶ咲学園スクールアイドル同好会,作詞：Ayaka Miyake<br>作曲・編曲：Keisuke Koyama,スクスタストーリー30章挿入歌,虹ヶ咲学園スクールアイドル同好会にミア、嵐珠が加入してから初の12人楽曲。「未知との出会い」「芽生えたときめき」「未来」といった前向きな歌詞や、王道なリードギターのフレーズからこれぞまさにラブライブ！の曲といった印象を受ける。,3,300,jacket_3044,31003044,32003044,0,0,0,2021/10/13,1
3045,La Bella Patria,La Bella Patria,ラヘラハトリア,エマ・ヴェルデ(CV.指出毬亜),作詞：Ayaka Miyake<br>作曲・編曲：齊藤庸介,TVアニメ『ラブライブ！虹ヶ咲学園スクールアイドル同好会』第5話挿入歌,作中では、スクールアイドル活動をやってみたいけどあと一歩踏み出せなかった果林に向けてエマが披露した応援歌となっている。スイス民謡を感じるようなイントロから一転、駆け抜けるようなサウンドからはスイスの広大な大自然を感じさせられる。PVにはスクフェスのN部員時代の衣装やキャストのTwitter投稿の逆輸入といった小ネタがある。<br>,3,390,jacket_3045,31003045,32003045,0,0,0,2020/12/02,1
3046,Love Triangle,Love Triangle,ラフトライアンクル,DiverDiva,"作詞：Ayaka Miyake , 栗原 暁（Jazzin’park）<br>作曲：久保田真悟（Jazzin’park） , 栗原 暁（Jazzin’park）<br>編曲：久保田真悟（Jazzin’park）",,キミとあのコと私の三角関係を歌ったR&B風の大人な曲。三人の関係性をオシャレなメロディに合わせて冬の大三角形と重ね合わせている。ライブではサビで大きな三角形を宙に描く振付が印象に残る。,3,301,jacket_3073,31003046,32003046,0,0,0,2020/02/12,1
3047,Love U my friends,Love U my friends,ラフユウマイフレンス,虹ヶ咲学園スクールアイドル同好会,"作詞：Kanata Okajima<br>作曲：Keisuke Koyama , Shunsuke Harada　<br>編曲：Keisuke Koyama",,虹ヶ咲学園スクールアイドル同好会 2ndアルバムのリード曲。虹ヶ咲としては初の全員同じ衣装での楽曲。始まりで各々がメンバーカラーに照らされる姿は一度見たら忘れられない。エモーショナルなリードギターや、あなたへの感謝を綴った歌詞は聞くたびに涙が溢れてくる。<br>,3,300,jacket_3047,31003047,32003047,0,0,0,2019/10/02,1
3048,Maze Town,Maze Town,メイスタウン,A・ZU・NA,"作詞：米澤森人 , 藤原彩豊<br>作曲：米澤森人 , 藤原彩豊 , サイトウ リョースケ , PASSiON KiNG<br>編曲：サイトウ リョースケ , 藤原彩豊 , PASSiON KiNG",,A・ZU・NAランドにあるホラーハウスをイメージした、ゴスメタルなホラーサウンドが特徴のまさに七変化を全面に出した曲。A・ZU・NAのUNIT LIVE & FAN MEETING では、この曲にまつわる幕間映像が流された。冒頭のラテン語は「ここからは逃げられない」といった意味が込められている。<br>,3,302,jacket_3048,31003048,32003048,0,0,0,2021/06/16,1
3049,MELODY,MELODY,メロテイ,優木せつ菜(CV.楠木ともり),"作詞：鈴木エレカ<br>作曲：鈴木まなか , Hiroki Sagawa<br>編曲：サイトウ リョースケ",虹ヶ咲学園スクールアイドル同好会　せつ菜キズナエピソード12話挿入歌,虹ヶ咲学園スクールアイドル同好会 2ndアルバム収録曲。キズナエピソードにて、せつ菜が両親にスクールアイドルが大好きだという本当の気持ちをぶつけるために歌った曲。まっすぐな歌詞や爽快感のあるバンドサウンドからせつ菜の強い想いが伝わってくる。,3,390,jacket_3047,31003049,32003049,0,0,0,2019/10/02,1
3050,My Own Fairy-Tale,My Own Fairy-Tale,マイオウンフエアリイテイル,近江彼方(CV.鬼頭明里),"作詞：Ryota Saito<br>作曲・編曲：Ryota Saito , Diz",虹ヶ咲学園スクールアイドル同好会　彼方キズナエピソード12話挿入歌,キズナエピソードにて、妹の遥の自立と共にもっと自分のことも優先していいと気づいた彼方が、自分のわがままを全部詰め込んだ曲。彼方の優しい歌声と共に夢の国へと招待される。,3,390,jacket_3047,31003050,32003050,0,0,0,2019/10/02,1
3051,"NEO SKY, NEO MAP!","NEO SKY, NEO MAP!",ネオスカイネオマツフ,虹ヶ咲学園スクールアイドル同好会,"作詞：畑 亜貴　<br>作曲：小高光太郎 , UiNA　<br>編曲：小高光太郎 , 谷 ナオキ",TVアニメ『ラブライブ！虹ヶ咲学園スクールアイドル同好会 』1期　ED主題歌,TVアニメ「ラブライブ！虹ヶ咲学園スクールアイドル同好会」1期ED主題歌。壮大な音楽と心にグッとくる歌詞でED映像のカラフルな傘と共に多くの人の心に残っている曲である。TVアニメ2期第3話では侑がピアノでこの曲を披露した。<br>,3,300,jacket_3051,31003051,32003051,0,0,0,2020/11/04,1
3052,Poppin' Up!,Poppin' Up!,ホツヒンアツフ,中須かすみ(CV.相良茉優),作詞：Ayaka Miyake<br>作曲：クボナオキ<br>編曲：縄田寿志,TVアニメ『ラブライブ！虹ヶ咲学園スクールアイドル同好会』第2話挿入歌,TVアニメ「ラブライブ！虹ヶ咲学園スクールアイドル同好会」1期第2話挿入歌。MVの中には無敵級*ビリーバーのMVをオマージュとしたシーンもある。スウィングのリズムに合わせた、かすみならではのポップでキュートなメロディが記憶に残る。<br>,3,390,jacket_3052,31003052,32003052,0,0,0,2020/11/18,1
3053,Sing & Smile!!,Sing & Smile!!,シンクアントスマイル,QU4RTZ,"作詞・編曲：Carlos K.<br>作曲：丸谷マナブ , Carlos K.",,QU4RTZ 1stシングル。壮大なストリングスとQU4RTZのハーモニーが合わさった、歌で聞いた人の心を笑顔にしてくれるような曲。ライブで披露されたマイクスタンドを用いた息の合ったパフォーマンスは必見。,3,303,jacket_3053,31003053,32003053,0,0,0,2020/02/12,1
3054,Solitude Rain,Solitude Rain,ソリテユウトレイン,桜坂しずく(CV.前田佳織里),"作詞：Ayaka Miyake　<br>作曲：鈴木エレカ , JOE　<br>編曲：JOE",TVアニメ『ラブライブ！虹ヶ咲学園スクールアイドル同好会』第8話挿入歌,作中では演劇部の舞台発表の劇中歌として披露された。TVアニメ1期第8話のタイトル「しずく、モノクローム」を想起するような、黒と白の衣装も印象に残る。PVにはスクフェスのN部員として登場していた時に着ていた衣装や、「すごい てん☆ふぇす」に登場する担々麺を食べるネタなど、様々なしずくが描かれている。<br>,3,390,jacket_3054,31003054,32003054,0,0,0,2020/12/16,1
3055,夢への一歩,夢への一歩,ユメヘノイツホ,上原歩夢(CV.大西亜玖璃),作詞・作曲：Akira Sunset<br>編曲：菊池博人,スクスタストーリー2章挿入歌,虹ヶ咲学園スクールアイドル同好会 1stアルバム収録曲。歩夢のソロ1曲目の曲。「仲間」であるあなたへ向けた、共に一歩一歩進んでいこうというメッセージ性の強い歌詞が印象に残る。<br>,3,390,jacket_3078,31003055,32003055,0,0,0,2018/11/21,1
3056,ダイアモンド,ダイアモンド,タイアモント,中須かすみ(CV.相良茉優),"作詞・作曲：鈴木エレカ , JOE<br>編曲：tasuku",スクスタストーリー2章挿入歌,虹ヶ咲学園スクールアイドル同好会 1stアルバム収録曲。かすみのソロ1曲目の曲。かすみの性格をまっすぐ表した曲であり、かわいさやあざとさが曲のあちこちに散りばめられている。曲中の「L・O・V・E！かすみん！」コールは大いに盛り上がる。,3,390,jacket_3078,31003056,32003056,0,0,0,2018/11/21,1
3057,あなたの理想のヒロイン,あなたの理想のヒロイン,アナタノリソウノヒロイン,桜坂しずく(CV.前田佳織里),作詞・作曲：月見草<br>編曲：遠藤ナオキ,スクスタストーリー2章挿入歌,虹ヶ咲学園スクールアイドル同好会 1stアルバム収録曲。しずくのソロ1曲目の曲。演劇部の後輩の立場から憧れの先輩への想いを綴った曲であり、しずくが演劇部にも在籍していることとマッチしている。MVやライブでは曲の最後に声を出さずに告げるセリフがある。,3,390,jacket_3078,31003057,32003057,0,0,0,2018/11/21,1
3058,Starlight,Starlight,スタアライト,朝香果林(CV.久保田未夢),作詞・作曲 ・編曲：BEATNINE,スクスタストーリー2章挿入歌,虹ヶ咲学園スクールアイドル同好会 1stアルバム収録曲。果林のソロ1曲目の曲。果林のイメージ通りなセクシーさやかっこよさをふんだんに取り込んだEDMソング。MVやライブではレーザーや照明に加え激しいダンスを交えた壮大な空間が出来上がる。,3,390,jacket_3078,31003058,32003058,0,0,0,2018/11/21,1
3059,めっちゃGoing!!,めっちゃGoing!!,メツチヤコオインク,宮下 愛(CV.村上奈津実),"作詞：Akira Sunset<br>作曲：Akira Sunset , Carlos K.<br>編曲：Carlos K.",スクスタストーリー2章挿入歌,虹ヶ咲学園スクールアイドル同好会 1stアルバム収録曲。愛のソロ1曲目の曲。愛が好きなダジャレやギャル語が歌詞にふんだんに使われており、聴くとテンションが上がるようなアッパーチューン。DiverDivaのユニットライブ&ファンミーティングでは愛と果林のデュエットVer.が披露された。,3,390,jacket_3078,31003059,32003059,0,0,0,2018/11/21,1
3060,眠れる森に行きたいな,眠れる森に行きたいな,ネムレルモリニイキタイナ,近江彼方(CV.鬼頭明里),"作詞・作曲・編曲：Ryota Saito , Diz",スクスタストーリー2章挿入歌,虹ヶ咲学園スクールアイドル同好会 1stアルバム収録曲。彼方のソロ1曲目の曲。夢の国に誘われるようなゆったりとした曲となっており、彼方の性格そのものを表しているといえるだろう。MVやライブではベッドが現れ、最後彼方は眠りにつく。,3,390,jacket_3078,31003060,32003060,0,0,0,2018/11/21,1
3061,ドキピポ☆エモーション,ドキピポ☆エモーション,トキヒホエモオシヨン,天王寺璃奈(CV.田中ちえ美),"作詞・作曲・編曲：NOVECHIKA , 菊池博人",スクスタストーリー2章挿入歌,虹ヶ咲学園スクールアイドル同好会 1stアルバム収録曲。璃奈のソロ1曲目の曲。感情を表に出すのが苦手な璃奈が、「璃奈ちゃんボード」を装着した時の心情を歌詞に表している。ピコピコ音が目立つ電波ソングで「璃奈ちゃんボード」コールは定番の盛り上がりポイントである。,3,390,jacket_3078,31003061,32003061,0,0,0,2018/11/21,1
3062,虹色Passions！,虹色Passions！,ニシイロハツシヨンス,虹ヶ咲学園スクールアイドル同好会,作詞：Ayaka Miyake<br>作曲・編曲：Keisuke Koyama,TVアニメ『ラブライブ！虹ヶ咲学園スクールアイドル同好会』1期　OP主題歌,TVアニメ「ラブライブ！虹ヶ咲学園スクールアイドル同好会」第1期OP主題歌。「ソロアイドル」という新しいプロジェクトの中にもラブライブ！らしさは健在であることをアピールするような全員曲。壮大なストリングスと光るベースラインが魅せる。<br>,3,300,jacket_3062,31003062,32003062,0,0,0,2020/10/21,1
3063,Wish,Wish,ウイツシユ,朝香果林(CV.久保田未夢),"作詞：BEATNINE<br>作曲：Carlos K.<br>編曲：Carlos K. , JOE",虹ヶ咲学園スクールアイドル同好会　果林キズナエピソード12話挿入歌,虹ヶ咲学園スクールアイドル同好会 2ndアルバム収録曲。キズナエピソードにて、周りからの期待に応えようとし続けてきた果林に対し、あなたが「もっと素直になっていいんだよ」と送ったメッセージソング。普段の果林とのギャップに恋したファンも少なくないはず。,3,390,jacket_3047,31003063,32003063,0,0,0,2019/10/02,1
