_id,_masterCharacterId,_name,_type,_masterSkillCenterId,_masterSkillId,_rarity,_hp,_smile,_cool,_pure,_illustId,_evolveIllustId,_masterCardLevelId,_uniqueBackgroundFileName,_evolveUniqueBackgroundFileName,_getCategory,_masterCardSysVoiceId,_albumUnitMId,_priority,_nameEn,_masterReleaseLabelId
110030054,2003,海中のサンタクロース,1,100002,110030054,2,3,5080,3530,4240,11003_0054_00,11003_0054_01,2,,,0,0,0,0,Undersea Santa,1
110010058,2001,ホット・スノウ,1,100012,110010058,3,4,5360,4490,4100,11001_0058_00,11001_0058_01,3,,,0,0,0,0,Hot Snow,1
100010110,1001,冬のおたのしみ,1,100002,100010110,2,3,4670,3580,3920,10001_0110_00,10001_0110_01,2,,,0,0,0,0,The Joy of Winter,1
100040103,1004,雪のあしもと,3,300002,100040103,2,3,3470,4680,4010,10004_0103_00,10004_0103_01,2,,,0,0,0,0,Snow at My Feet,1
140030006,5003,逢沢遊宇,3,300001,140030006,2,3,3930,4190,2970,14003_0006_00,14003_0006_01,2,,,0,0,0,0,Yuu Aizawa,1
140540006,5054,マリア,3,300001,140540006,2,3,3940,4220,2990,14054_0006_00,14054_0006_01,2,,,0,0,0,0,Maria,1
110010059,2001,高海千歌,1,100002,110010059,2,3,4770,3980,3410,11001_0059_00,11001_0059_01,2,,,0,0,0,0,Chika Takami,1
110020058,2002,桜内梨子,3,300002,110020058,2,3,3470,4800,3970,11002_0058_00,11002_0058_01,2,,,0,0,0,0,Riko Sakurauchi,1
110030055,2003,松浦果南,2,200002,110030055,2,3,3970,3470,4800,11003_0055_00,11003_0055_01,2,,,0,0,0,0,Kanan Matsuura,1
110040056,2004,黒澤ダイヤ,3,300002,110040056,2,3,3820,4700,3650,11004_0056_00,11004_0056_01,2,,,0,0,0,0,Dia Kurosawa,1
110050058,2005,渡辺曜,2,200002,110050058,2,3,3420,3980,4780,11005_0058_00,11005_0058_01,2,,,0,0,0,0,You Watanabe,1
110060059,2006,津島善子,3,300002,110060059,2,3,3420,4780,3980,11006_0059_00,11006_0059_01,2,,,0,0,0,0,Yoshiko Tsushima,1
110070055,2007,国木田花丸,1,100002,110070055,2,3,4800,3470,3970,11007_0055_00,11007_0055_01,2,,,0,0,0,0,Hanamaru Kunikida,1
110080055,2008,小原鞠莉,1,100002,110080055,2,3,4780,3420,3980,11008_0055_00,11008_0055_01,2,,,0,0,0,0,Mari Ohara,1
110090057,2009,黒澤ルビィ,2,200002,110090057,2,3,3590,3910,4660,11009_0057_00,11009_0057_01,2,,,0,0,0,0,Ruby Kurosawa,1
110060060,2006,スクユニ・津島善子,2,200003,110060060,3,4,4170,4400,5300,11006_0060_00,11006_0060_01,3,,,0,0,0,0,School Unity:Yoshiko,1
110070056,2007,スクユニ・国木田花丸,3,300003,110070056,3,4,4430,5270,4120,11007_0056_00,11007_0056_01,3,,,0,0,0,0,School Unity: Hanamaru,1
110090058,2009,スクユニ・黒澤ルビィ,1,100003,110090058,3,4,5350,4100,4500,11009_0058_00,11009_0058_01,3,,,0,0,0,0,School Unity: Ruby,1
100040104,1004,お姫さまより……,1,100002,100040104,2,3,4980,4200,3190,10004_0104_00,10004_0104_01,2,,,0,0,0,0,Why Am I a Princess?,1
100070104,1007,魔導師のぞみん,3,300002,100070104,2,3,3150,4970,4260,10007_0104_00,10007_0104_01,2,,,0,0,0,0,Wizard Nozomi!,1
100030105,1003,獣使い☆ことり,2,200009,100030105,3,4,4380,4200,5310,10003_0105_00,10003_0105_01,3,,,0,0,0,0,Beastmaster Kotori!,1
110070057,2007,体も心も温めて,2,200002,110070057,2,3,4310,3070,4920,11007_0057_00,11007_0057_01,2,,,0,0,0,0,Warmed to the Core,1
110090059,2009,冬の妖精が跳ねた,1,100002,110090059,2,3,4980,3020,4370,11009_0059_00,11009_0059_01,2,,,0,0,0,0,Snow Fairy's Leap,1
110020059,2002,白銀に踊る少女の唄,2,200006,110020059,2,3,3390,4380,5180,11002_0059_00,11002_0059_01,2,,,0,0,0,0,Dancing in the Snow,1
110080056,2008,雪に愛を込めて,3,300004,110080056,3,4,4590,5340,3980,11008_0056_00,11008_0056_01,3,,,0,0,0,0,Love-Filled Snow,1
110030056,2003,優しい輝き,2,200002,110030056,2,3,3270,4090,4810,11003_0056_00,11003_0056_01,2,,,0,0,0,0,Gentle Sparkle,1
110050059,2005,聖夜前の福音,1,100002,110050059,2,3,4810,4040,3330,11005_0059_00,11005_0059_01,2,,,0,0,0,0,Holy Night Gospel,1
140070006,5007,永山みなみ,1,100001,140070006,2,3,4220,2990,3940,14007_0006_00,14007_0006_01,2,,,0,0,0,0,Minami Nagayama,1
140390006,5039,鬼崎アキラ,1,100001,140390006,2,3,4190,3930,2970,14039_0006_00,14039_0006_01,2,,,0,0,0,0,Akira Kizaki,1
110010060,2001,スクユニ・高海千歌,3,300003,110010060,3,4,4290,5280,4130,11001_0060_00,11001_0060_01,3,,,0,0,0,0,School Unity: Chika,1
110020060,2002,スクユニ・桜内梨子,2,200003,110020060,3,4,4120,4430,5270,11002_0060_00,11002_0060_01,3,,,0,0,0,0,School Unity: Riko,1
110050060,2005,スクユニ・渡辺曜,1,100003,110050060,3,4,5350,4240,4330,11005_0060_00,11005_0060_01,3,,,0,0,0,0,School Unity: You,1
100010111,1001,剣士になったよ☆,3,300002,100010111,2,3,4280,4920,3170,10001_0111_00,10001_0111_01,2,,,0,0,0,0,I'm a Knight!,1
100050107,1005,いつものクセで,2,200002,100050107,2,3,4400,3370,5180,10005_0107_00,10005_0107_01,2,,,0,0,0,0,Like Always,1
110020061,2002,特別な年越しのために,3,300002,110020061,2,3,3090,4970,4310,11002_0061_00,11002_0061_01,2,,,0,0,0,0,A Special New Year's,1
110040057,2004,新年への差し入れ,2,200002,110040057,2,3,3120,4260,4910,11004_0057_00,11004_0057_01,2,,,0,0,0,0,A New Year's Gift,1
110090060,2009,気分一新がんばルビィ,1,100002,110090060,2,3,4930,3100,4270,11009_0060_00,11009_0060_01,2,,,0,0,0,0,New Year New Rubesty,1
110050061,2005,曜ちゃんにお任せ！,1,100006,110050061,2,3,5180,3370,4400,11005_0061_00,11005_0061_01,2,,,0,0,0,0,Leave It to You!,1
110060061,2006,仕事納め、堕天使収め,2,200004,110060061,3,4,3950,4600,5360,11006_0061_00,11006_0061_01,3,,,0,0,0,0,Final Fall This Year,1
110010061,2001,お揃いにしよう♪,1,100002,110010061,2,3,4660,3590,3910,11001_0061_00,11001_0061_01,2,,,0,0,0,0,Let's Match!,1
110020062,2002,お揃いの花,3,300002,110020062,2,3,3820,4700,3650,11002_0062_00,11002_0062_01,2,,,0,0,0,0,Matching Flowers,1
110030057,2003,最高のライブを,2,200002,110030057,2,3,3410,3980,4770,11003_0057_00,11003_0057_01,2,,,0,0,0,0,My Best Performance,1
110040058,2004,お揃いを見つけて,3,300002,110040058,2,3,3650,4700,3820,11004_0058_00,11004_0058_01,2,,,0,0,0,0,Finding the Match,1
110050062,2005,日常キラキラ,2,200002,110050062,2,3,3910,3590,4660,11005_0062_00,11005_0062_01,2,,,0,0,0,0,Shining Every Day!,1
110060062,2006,ヨハネの暗躍,3,300002,110060062,2,3,3820,4700,3650,11006_0062_00,11006_0062_01,2,,,0,0,0,0,Yohane's Machination,1
110070058,2007,新しい世界,1,100002,110070058,2,3,4770,3980,3410,11007_0058_00,11007_0058_01,2,,,0,0,0,0,The New World,1
110080057,2008,シューティングスター,1,100002,110080057,2,3,4770,3980,3410,11008_0057_00,11008_0057_01,2,,,0,0,0,0,Shooting Star,1
110090061,2009,大好きって気持ち,2,200002,110090061,2,3,3910,3590,4660,11009_0061_00,11009_0061_01,2,,,0,0,0,0,Imbuing my Love,1
110040059,2004,ガーネット色のドレス,3,300001,110040059,3,4,3450,4880,4520,11004_0059_00,11004_0059_01,3,,,0,0,0,0,Garnet-Colored Dress,1
100030106,1003,乗り越えて、雪,2,200002,100030106,2,3,3870,3510,4800,10003_0106_00,10003_0106_01,2,,,0,0,0,0,Overcome the Snow,1
100090109,1009,情熱への恩返し,3,300002,100090109,2,3,3610,4670,3880,10009_0109_00,10009_0109_01,2,,,0,0,0,0,Reward for Passion,1
140320006,5032,門田剣,3,300001,140320006,2,3,3940,4210,2980,14032_0006_00,14032_0006_01,2,,,0,0,0,0,Tsurugi Kadota,1
140550006,5055,レオ,1,100001,140550006,2,3,4210,3930,2970,14055_0006_00,14055_0006_01,2,,,0,0,0,0,Leo,1
110030058,2003,スクユニ・松浦果南,1,100003,110030058,3,4,5270,4120,4430,11003_0058_00,11003_0058_01,3,,,0,0,0,0,School Unity: Kanan,1
110040060,2004,スクユニ・黒澤ダイヤ,2,200003,110040060,3,4,3850,4740,5320,11004_0060_00,11004_0060_01,3,,,0,0,0,0,School Unity: Dia,1
110080058,2008,スクユニ・小原鞠莉,3,300003,110080058,3,4,4380,5280,4160,11008_0058_00,11008_0058_01,3,,,0,0,0,0,School Unity: Mari,1
110010062,2001,一緒に歌おう！,3,300002,110010062,2,3,3980,4780,3420,11001_0062_00,11001_0062_01,2,,,0,0,0,0,Let's Sing Together!,1
110020063,2002,みんなで輪になって,2,200002,110020063,2,3,3650,3820,4700,11002_0063_00,11002_0063_01,2,,,0,0,0,0,Singing in a Circle,1
110030059,2003,私の十八番,1,100002,110030059,2,3,4660,3590,3910,11003_0059_00,11003_0059_01,2,,,0,0,0,0,My Go-To Song,1
110040061,2004,カラオケ奉行,2,200002,110040061,2,3,3420,3980,4780,11004_0061_00,11004_0061_01,2,,,0,0,0,0,Karaoke Magistrate,1
110050063,2005,カラオケ盛り上げ隊,1,100002,110050063,2,3,4800,3470,3970,11005_0063_00,11005_0063_01,2,,,0,0,0,0,Karaoke Party Squad!,1
110060063,2006,召喚の儀,2,200002,110060063,2,3,3470,3970,4800,11006_0063_00,11006_0063_01,2,,,0,0,0,0,Summoning Ritual,1
110070059,2007,文明の利器,3,300002,110070059,2,3,3980,4770,3410,11007_0059_00,11007_0059_01,2,,,0,0,0,0,Cultural Achievement,1
110080059,2008,2人でシャウト,3,300002,110080059,2,3,3970,4800,3470,11008_0059_00,11008_0059_01,2,,,0,0,0,0,Shouting in Unison,1
110090062,2009,あなたとデュエット,1,100002,110090062,2,3,4780,3420,3980,11009_0062_00,11009_0062_01,2,,,0,0,0,0,Our Duet,1
100090110,1009,納得できる役は,1,100002,100090110,2,3,4980,3120,4280,10009_0110_00,10009_0110_01,2,,,0,0,0,0,Worthy Role,1
100020106,1002,モンスターと狩人,3,300003,100020106,3,4,4640,5310,3940,10002_0106_00,10002_0106_01,3,,,0,0,0,0,Monster and Hunter,1
110010063,2001,年越しはゴロゴロと,2,200002,110010063,2,3,4320,3100,4960,11001_0063_00,11001_0063_01,2,,,0,0,0,0,Relaxing New Year's,1
110070060,2007,思い出のアルバム,3,300002,110070060,2,3,4270,4910,3110,11007_0060_00,11007_0060_01,2,,,0,0,0,0,Album of Memories,1
110080060,2008,新年のおもてなし,3,300002,110080060,2,3,4420,5140,3390,11008_0060_00,11008_0060_01,2,,,0,0,0,0,New Year's Tradition,1
110030060,2003,年越し準備はＯＫ？,1,100004,110030060,3,4,5320,3990,4600,11003_0060_00,11003_0060_01,3,,,0,0,0,0,Ready for Tonight?,1
100080105,1008,私のご馳走,3,300003,100080105,3,4,3860,5330,4700,10008_0105_00,10008_0105_01,3,,,0,0,0,0,Treat for Me,1
100080106,1008,伝わる手のぬくもり,2,200001,100080106,3,4,4520,3450,4880,10008_0106_00,10008_0106_01,3,,,0,0,0,0,Warmth of Your hand,1
110040062,2004,おせちに込めた願い,3,300002,110040062,2,3,3950,4640,3570,11004_0062_00,11004_0062_01,2,,,0,0,0,0,Meaning of Osechi,1
110070061,2007,迷い箸、願い箸,2,200002,110070061,2,3,3270,4090,4810,11007_0061_00,11007_0061_01,2,,,0,0,0,0,Wandering Chopsticks,1
140100006,5010,須田いるか,1,100001,140100006,2,3,4190,2960,3920,14010_0006_00,14010_0006_01,2,,,0,0,0,0,Iruka Suda,1
140150006,5015,神谷理華,3,300001,140150006,2,3,3930,4210,2970,14015_0006_00,14015_0006_01,2,,,0,0,0,0,Rika Kamiya,1
110010064,2001,気分はイタリア♪,2,200006,110010064,2,3,3040,4360,4980,11001_0064_00,11001_0064_01,2,,,0,0,0,0,Italian Kind of Mood,1
110020064,2002,行ってみたい場所,1,100006,110020064,2,3,4990,3040,4340,11002_0064_00,11002_0064_01,2,,,0,0,0,0,Where I'd Go,1
110030061,2003,あなたとランチ♪,3,300006,110030061,2,3,4340,4990,3040,11003_0061_00,11003_0061_01,2,,,0,0,0,0,Lunch for Two,1
110040063,2004,ささやかな気遣い,1,100006,110040063,2,3,4980,3040,4360,11004_0063_00,11004_0063_01,2,,,0,0,0,0,Modest Concern,1
110050064,2005,私とゴンドリエーレ,3,300006,110050064,2,3,4330,4930,3030,11005_0064_00,11005_0064_01,2,,,0,0,0,0,You the Gondoliera,1
110060064,2006,堕天使と想像の旅,1,100006,110060064,2,3,4940,3020,4340,11006_0064_00,11006_0064_01,2,,,0,0,0,0,Fallen Angel's Trip,1
110070062,2007,吊り橋効果ずら♪,2,200006,110070062,2,3,3040,4340,4990,11007_0062_00,11007_0062_01,2,,,0,0,0,0,Like a Rope Bridge,1
110080061,2008,マリーとティータイム,2,200006,110080061,2,3,3030,4330,4920,11008_0061_00,11008_0061_01,2,,,0,0,0,0,Tea Time with Mari,1
110090063,2009,心の中を見せて,3,300006,110090063,2,3,4360,4980,3040,11009_0063_00,11009_0063_01,2,,,0,0,0,0,Show Me Your Heart,1
100080107,1008,神官の役割,2,200002,100080107,2,3,4300,3090,4900,10008_0107_00,10008_0107_01,2,,,0,0,0,0,Priest's Job,1
100060106,1006,２人でなら,1,100002,100060106,2,3,5140,4430,3380,10006_0106_00,10006_0106_01,2,,,0,0,0,0,With Two of Us,1
110030062,2003,海からのバレンタイン,3,300002,110030062,2,3,3140,4960,4270,11003_0062_00,11003_0062_01,2,,,0,0,0,0,Sea Valentines,1
110050065,2005,バレンタインマジック,2,200002,110050065,2,3,3110,4260,4920,11005_0065_00,11005_0065_01,2,,,0,0,0,0,Valentine's Magic,1
110080062,2008,空色チョコレート,1,100002,110080062,2,3,4980,4250,3150,11008_0062_00,11008_0062_01,2,,,0,0,0,0,Sky Blue Chocolate,1
110090064,2009,スイートメッセージ,1,100002,110090064,2,3,5100,3510,4340,11009_0064_00,11009_0064_01,2,,,0,0,0,0,Sweet Message,1
110070063,2007,チョコが作る笑顔,2,200004,110070063,3,4,4650,3950,5350,11007_0063_00,11007_0063_01,3,,,0,0,0,0,Chocolatey Smile,1
100020107,1002,1日早い贈り物,3,300002,100020107,2,3,3950,4790,3440,10002_0107_00,10002_0107_01,2,,,0,0,0,0,Early Gift,1
100060107,1006,真心をあなたに,2,200002,100060107,2,3,4090,3270,4810,10006_0107_00,10006_0107_01,2,,,0,0,0,0,My True Feelings,1
140350006,5035,斉木風,1,100001,140350006,2,3,4170,2960,3920,14035_0006_00,14035_0006_01,2,,,0,0,0,0,Fuu Saiki,1
140480006,5048,黒羽咲夜,2,200001,140480006,2,3,3940,3000,4230,14048_0006_00,14048_0006_01,2,,,0,0,0,0,Sakuya Kurobane,1
110030063,2003,嬉しいサプライズ,2,200001,110030063,3,4,4790,3180,4890,11003_0063_00,11003_0063_01,3,,,0,0,0,0,Happy Surprises,1
100010112,1001,おまんじゅうも合う？,2,200002,100010112,2,3,4240,3170,4970,10001_0112_00,10001_0112_01,2,,,0,0,0,0,How About Sweet Buns,1
100050108,1005,あなたのためだけに,3,300002,100050108,2,3,4270,4900,3130,10005_0108_00,10005_0108_01,2,,,0,0,0,0,Just for You,1
100090111,1009,陰の努力,1,100011,100090111,3,4,5360,3960,4580,10009_0111_00,10009_0111_01,3,,,0,0,0,0,Secret Efforts,1
110010065,2001,みかんオランジェット,3,300002,110010065,2,3,4280,4870,3130,11001_0065_00,11001_0065_01,2,,,0,0,0,0,Coated Mikan Oranges,1
110040064,2004,くちどけスイート,3,300002,110040064,2,3,3130,4960,4280,11004_0064_00,11004_0064_01,2,,,0,0,0,0,Melt in Your Mouth,1
110060065,2006,ホワイト×ブラック,2,200014,110060065,2,3,3420,4360,5170,11006_0065_00,11006_0065_01,2,,,0,0,0,0,Black and White,1
110020065,2002,オペラのしらべ,1,100004,110020065,3,4,5330,4510,4070,11002_0065_00,11002_0065_01,3,,,0,0,0,0,My Opera's Melody,1
110010066,2001,水の歌姫,1,100002,110010066,2,3,4770,3410,3980,11001_0066_00,11001_0066_01,2,,,0,0,0,0,Water Songstress,1
110020066,2002,ガラス越しの眼差し,3,300002,110020066,2,3,3970,4800,3470,11002_0066_00,11002_0066_01,2,,,0,0,0,0,Beyond the Glass,1
110030064,2003,マリンパワー,2,200002,110030064,2,3,3470,3970,4800,11003_0064_00,11003_0064_01,2,,,0,0,0,0,Marine Power,1
110040065,2004,お楽しみは最後に,3,300002,110040065,2,3,3650,4700,3820,11004_0065_00,11004_0065_01,2,,,0,0,0,0,The Best for Last,1
110050066,2005,アクアリウム・ロマン,2,200002,110050066,2,3,3980,3420,4780,11005_0066_00,11005_0066_01,2,,,0,0,0,0,Aquarium Romance,1
110060066,2006,海と堕天使,3,300002,110060066,2,3,3980,4780,3420,11006_0066_00,11006_0066_01,2,,,0,0,0,0,Sea vs. Fallen Angel,1
110070064,2007,ハングリーライブ,1,100002,110070064,2,3,4800,3970,3470,11007_0064_00,11007_0064_01,2,,,0,0,0,0,Hungry Live Show,1
110080063,2008,Lucky Fish,1,100002,110080063,2,3,4780,3980,3420,11008_0063_00,11008_0063_01,2,,,0,0,0,0,Lucky Fish,1
110090065,2009,完璧な衣装,2,200002,110090065,2,3,3910,3590,4660,11009_0065_00,11009_0065_01,2,,,0,0,0,0,Perfect Costumes,1
110060067,2006,可愛い計画,3,300002,110060067,2,3,3270,4810,4090,11006_0067_00,11006_0067_01,2,,,0,0,0,0,Cute Scheme,1
110080064,2008,雪の中のプレゼント,2,200002,110080064,2,3,3370,4110,4680,11008_0064_00,11008_0064_01,2,,,0,0,0,0,Presents in the Snow,1
140170006,5017,九条聖来,2,200001,140170006,2,3,2960,3920,4170,14017_0006_00,14017_0006_01,2,,,0,0,0,0,Seira Kujo,1
140240006,5024,吉川瑞希,1,100001,140240006,2,3,4210,2980,3940,14024_0006_00,14024_0006_01,2,,,0,0,0,0,Mizuki Kikkawa,1
100060108,1006,真姫のお気に入り,3,300002,100060108,2,3,3160,4980,4240,10006_0108_00,10006_0108_01,2,,,0,0,0,0,Maki's Favorite,1
100040105,1004,μ'sセット☆,2,200010,100040105,2,3,3460,4350,5140,10004_0105_00,10004_0105_01,2,,,0,0,0,0,The μ's Set!,1
110020067,2002,しとやかな純潔,2,200002,110020067,2,3,3130,4270,4900,11002_0067_00,11002_0067_01,2,,,0,0,0,0,Gentle Purity,1
110030065,2003,華麗なる美,1,100002,110030065,2,3,4980,3090,4300,11003_0065_00,11003_0065_01,2,,,0,0,0,0,Refined Beauty,1
110060068,2006,自然への愛,2,200002,110060068,2,3,3090,4310,4970,11006_0068_00,11006_0068_01,2,,,0,0,0,0,Love of Nature,1
110070065,2007,元気な明るさ,3,300002,110070065,2,3,4380,5170,3400,11007_0065_00,11007_0065_01,2,,,0,0,0,0,Bright and Cheery,1
110090066,2009,思いやり,1,100004,110090066,3,4,5310,4040,4540,11009_0066_00,11009_0066_01,3,,,0,0,0,0,Compassion,1
110070066,2007,甘さを半分こ,1,100001,110070066,3,4,4880,4520,3450,11007_0066_00,11007_0066_01,3,,,0,0,0,0,Sharing the Sweetness,1
100040106,1004,フラットな仲間達と,1,100002,100040106,2,3,4670,3610,3880,10004_0106_00,10004_0106_01,2,,,0,0,0,0,Sharing One Stage,1
100050109,1005,厄を払ってお仕事完了,2,200002,100050109,2,3,3400,3970,4810,10005_0109_00,10005_0109_01,2,,,0,0,0,0,Evil is Banished!,1
140160006,5016,森嶋ななか,1,100001,140160006,2,3,4230,3000,3940,14016_0006_00,14016_0006_01,2,,,0,0,0,0,Nanaka Morishima,1
140460006,5046,綾小路姫乃,1,100001,140460006,2,3,4150,2940,3920,14046_0006_00,14046_0006_01,2,,,0,0,0,0,Himeno Ayanokoji,1
100020108,1002,優雅な時間,1,100002,100020108,2,3,4870,4210,3200,10002_0108_00,10002_0108_01,2,,,0,0,0,0,Luxurious Leisure,1
100070105,1007,希のセット☆,2,200010,100070105,3,4,4220,4400,5330,10007_0105_00,10007_0105_01,3,,,0,0,0,0,The Nozomi Set!,1
100040107,1004,ポージング研究中♪,1,100004,100040107,3,4,5330,4700,3860,10004_0107_00,10004_0107_01,3,,,0,0,0,0,Researching Poses,1
100040108,1004,幼い頃の絆の想い出,3,300001,100040108,3,4,3450,4880,4520,10004_0108_00,10004_0108_01,3,,,0,0,0,0,Our Childhood Bonds,1
110050067,2005,信じあう心,3,300002,110050067,2,3,3260,4950,4170,11005_0067_00,11005_0067_01,2,,,0,0,0,0,Faithful Hearts,1
110080065,2008,信頼の証,2,200002,110080065,2,3,4050,3360,4880,11008_0065_00,11008_0065_01,2,,,0,0,0,0,Proof of Trust,1
110040066,2004,謙虚な美徳,1,100013,110040066,2,3,5170,4370,3410,11004_0066_00,11004_0066_01,2,,,0,0,0,0,Humble Virtue,1
110010067,2001,いつも冒険,3,300004,110010067,3,4,4430,5320,4160,11001_0067_00,11001_0067_01,3,,,0,0,0,0,Always an Adventure,1
140770004,5077,11人の雪の結晶,3,300002,140770004,2,3,4330,4920,3030,14077_0004_00,14077_0004_01,2,,,0,0,0,0,Eleven Snowflakes,1
140780004,5078,私たちの本気,3,300002,140780004,2,3,3030,4920,4330,14078_0004_00,14078_0004_01,2,,,0,0,0,0,Our True Power,1
110010068,2001,特別なメッセージ,2,200002,110010068,2,3,3580,3920,4670,11001_0068_00,11001_0068_01,2,,,0,0,0,0,A Special Message,1
110070067,2007,手作りバームクーヘン,1,100002,110070067,2,3,4750,3570,3850,11007_0067_00,11007_0067_01,2,,,0,0,0,0,Homemade Baumkuchen,1
140040006,5004,一之瀬マリカ,1,100001,140040006,2,3,4190,2970,3930,14004_0006_00,14004_0006_01,2,,,0,0,0,0,Marika Ichinose,1
140520006,5052,高天原睦月,2,200001,140520006,2,3,3940,2990,4220,14052_0006_00,14052_0006_01,2,,,0,0,0,0,Mutsuki Takamagahara,1
110060069,2006,あなたへの手紙,3,300006,110060069,3,4,3850,5320,4740,11006_0069_00,11006_0069_01,3,,,0,0,0,0,A Letter for You,1
110070068,2007,マルの世界,1,100006,110070068,3,4,5310,4690,3890,11007_0068_00,11007_0068_01,3,,,0,0,0,0,Hanamaru's World,1
110090067,2009,ルビィのお手紙,2,200006,110090067,3,4,4740,3830,5380,11009_0067_00,11009_0067_01,3,,,0,0,0,0,Ruby's Letter,1
110010069,2001,大好きがいっぱい,1,100001,110010069,3,4,4890,3180,4790,11001_0069_00,11001_0069_01,3,,,0,0,0,0,Lots of Love,1
100030107,1003,ことりセットは,3,300002,100030107,2,3,3090,4930,4300,10003_0107_00,10003_0107_01,2,,,0,0,0,0,The Kotori Set,1
100080108,1008,おにぎりはお菓子？,1,100009,100080108,2,3,5140,3440,4370,10008_0108_00,10008_0108_01,2,,,0,0,0,0,Rice Balls = Sweets?,1
110020068,2002,夢の世界の証,1,100002,110020068,2,3,4920,4290,3090,11002_0068_00,11002_0068_01,2,,,0,0,0,0,Proof of a Dream,1
110070069,2007,スペシャルランチ,3,300002,110070069,2,3,4200,4960,3220,11007_0069_00,11007_0069_01,2,,,0,0,0,0,Special Lunch,1
110090068,2009,目線の先は,2,200002,110090068,2,3,3120,4280,4970,11009_0068_00,11009_0068_01,2,,,0,0,0,0,In My Sights,1
110080066,2008,光と音の祝福,2,200014,110080066,2,3,4250,3520,5090,11008_0066_00,11008_0066_01,2,,,0,0,0,0,Magic for the Senses,1
110050068,2005,遊びきれない！,3,300004,110050068,3,4,4080,5310,4520,11005_0068_00,11005_0068_01,3,,,0,0,0,0,I Could Play Forever,1
100010113,1001,ぎゅってしよう♪,1,100001,100010113,1,2,3850,1820,2310,10001_0113_00,10001_0113_01,1,,,0,0,0,0,Squeeze Tight!,1
100020109,1002,ふゆげのキツネ,3,300001,100020109,1,2,2310,3850,1820,10002_0109_00,10002_0109_01,1,,,0,0,0,0,Winter Fox,1
100030108,1003,ヒツジをかぞえて,2,200001,100030108,1,2,2320,1750,3910,10003_0108_00,10003_0108_01,1,,,0,0,0,0,Counting Sheep,1
100040109,1004,かわいさをしって,3,300001,100040109,1,2,2340,3860,1790,10004_0109_00,10004_0109_01,1,,,0,0,0,0,Literally Too Cute,1
100050110,1005,ネコさんにへんしん,1,100001,100050110,1,2,4020,2180,1800,10005_0110_00,10005_0110_01,1,,,0,0,0,0,Kitty Transformation,1
100060109,1006,わるくないかも♪,3,300001,100060109,1,2,2200,3940,1850,10006_0109_00,10006_0109_01,1,,,0,0,0,0,It's Not so Bad,1
100070106,1007,なんでもおみとおし♪,2,200001,100070106,1,2,1800,2180,4020,10007_0106_00,10007_0106_01,1,,,0,0,0,0,I See All!,1
100080109,1008,ものまねできるかな？,2,200001,100080109,1,2,1790,2340,3860,10008_0109_00,10008_0109_01,1,,,0,0,0,0,Am I a Good Mimic?,1
100090112,1009,ラブニコおにぎり,1,100001,100090112,1,2,3910,1750,2320,10009_0112_00,10009_0112_01,1,,,0,0,0,0,Rice Ball of Love,1
110010070,2001,おふろあがりのみかん,1,100001,110010070,1,2,3940,1850,2200,11001_0070_00,11001_0070_01,1,,,0,0,0,0,Post-Bath Mikan,1
110020069,2002,ぎゅっとして♪,2,200001,110020069,1,2,2340,1790,3860,11002_0069_00,11002_0069_01,1,,,0,0,0,0,Squeeze Me Tight!,1
110030066,2003,パンダのものまね,3,300001,110030066,1,2,2180,4020,1800,11003_0066_00,11003_0066_01,1,,,0,0,0,0,Imitating Pandas,1
110040067,2004,だきしめたい,1,100001,110040067,1,2,4020,1800,2180,11004_0067_00,11004_0067_01,1,,,0,0,0,0,I Want to Hug Her,1
110050069,2005,おしゃべりしよう,1,100001,110050069,1,2,3940,2200,1850,11005_0069_00,11005_0069_01,1,,,0,0,0,0,Let's Chat All Night,1
110060070,2006,ねむりのせかい,2,200001,110060070,1,2,2340,1790,3860,11006_0070_00,11006_0070_01,1,,,0,0,0,0,The Dream World,1
110070070,2007,ひゃくまでかぞえて,3,300001,110070070,1,2,1800,4020,2180,11007_0070_00,11007_0070_01,1,,,0,0,0,0,Count to 100,1
110080067,2008,ゆめでつづきを,3,300001,110080067,1,2,1790,3860,2340,11008_0067_00,11008_0067_01,1,,,0,0,0,0,The Dream Continues,1
110090069,2009,ウサギさんのきもち,2,200001,110090069,1,2,2180,1800,4020,11009_0069_00,11009_0069_01,1,,,0,0,0,0,How Bunnies Feel,1
140730001,5073,アルパカの子ども,1,100001,140730001,1,2,1,1,1,14073_0001_00,14073_0001_01,1,,,0,0,0,0,Alpaca's Child,1
140900001,5090,しいたけの子ども,2,200001,140900001,1,2,1,1,1,14090_0001_00,14090_0001_01,1,,,0,0,0,0,Shiitake's Children,1
140910001,5091,あんこ,3,300001,140910001,1,2,1,1,1,14091_0001_00,14091_0001_01,1,,,0,0,0,0,Anko,1
100030109,1003,ありがとうの気持ち,1,100002,100030109,2,3,4670,3920,3580,10003_0109_00,10003_0109_01,2,,,0,0,0,0,Feeling of Gratitude,1
100080110,1008,真心を伝えたくて,3,300002,100080110,2,3,3880,4760,3520,10008_0110_00,10008_0110_01,2,,,0,0,0,0,Pouring Out My Heart,1
140420006,5042,兵藤さゆり,3,300001,140420006,2,3,3000,4230,3940,14042_0006_00,14042_0006_01,2,,,0,0,0,0,Sayuri Hyodo,1
