_id,_name,_detailText,_trigger,_triggerValue,_probability,_effectiveMilliSecs,_subTarget,_targetGroupId,_targetSchoolGrade,_effectType,_effectiveValues,_masterReleaseLabelId
30010004,夜空に咲く花,{0}秒ごとに{1}%の確率で<br>体力が{3}回復する,4,"5000,4900,4800,4700,4600","30000,30200,30400,30600,30800",,0,0,0,6,"2,2,2,2,3",1
30010005,涼やかに咲く花,リズムアイコン{0}個ごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,1,"24,23,23,23,22","32000,32000,32000,32000,32000","2500,2500,2500,3000,3000",0,0,0,4,"112,114,116,118,120",1
30010006,イースターの兎さん♡,リズムアイコン{0}個ごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,1,"24,23,23,23,22","32000,32000,32000,32000,32000","2500,2500,2500,3000,3000",0,0,0,4,"112,114,116,118,120",1
30010007,隣にいるよ,リズムアイコン{0}個ごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,1,"29,28,28,28,27,27,27,26,26","39000,39000,39000,39000,39000,39000,39000,39000,39000","3000,3000,3000,3500,3500,3500,4000,4000,4000",0,0,0,4,"112,114,116,118,120,122,124,126,128",1
30020001,小悪魔,コンボを{0}回達成するごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,2,"18,17,17","29000,29000,29000","2000,2000,2000",0,0,0,4,"109,111,113",1
30020002,かすみん♡,リズムアイコン{0}個ごとに{1}%の確率で<br>{2}秒間虹ヶ咲学園スクールアイドル同好会所属のリズムアイコンのスコアが{3}増える,1,"24,23,23","32000,32000,32000","2000,2000,2000",0,300,0,4,"112,114,116",1
30020003,可愛さ研究,リズムアイコン{0}個ごとに{1}%の確率で<br>体力が{3}回復する,1,"20,19,18","25000,25000,25000",,0,0,0,6,"1,1,1",1
30020004,金糸雀かすみん,コンボを{0}回達成するごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,2,"23,22,22,22,21","35000,35000,35000,35000,35000","2500,2500,2500,3000,3000",0,0,0,4,"115,117,119,121,123",1
30020005,ヘルシーキュート,リズムアイコン{0}個ごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,1,"25,24,24,24,23","33000,33000,33000,33000,33000","2500,2500,2500,3000,3000",0,0,0,4,"114,116,118,120,122",1
30020006,かすみんと探そっ♪,コンボを{0}回達成するごとに{1}%の確率で<br>体力が{3}回復する,2,"30,29,28,27,26","53000,53000,53000,53000,53000",,0,0,0,6,"2,2,2,2,3",1
30020007,レインボーコッペパン,リズムアイコン{0}個ごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,1,"28,27,27,27,26,26,26,25,25","37000,37000,37000,37000,37000,37000,37000,37000,37000","3000,3000,3000,3500,3500,3500,4000,4000,4000",0,0,0,4,"114,116,118,120,122,124,126,128,130",1
30030001,赤いリボン,リズムアイコン{0}個ごとに{1}%の確率で<br>{2}秒間PERFECT時のスコアが{3}増える,1,"23,22,22","31000,31000,31000","2000,2000,2000",1,0,0,4,"111,113,115",1
30030002,しっかり者,コンボを{0}回達成するごとに{1}%の確率で<br>体力が{3}回復する,2,"24,23,22","38000,38000,38000",,0,0,0,6,"1,1,1",1
30030003,演劇部兼部,PERFECTを{0}回達成するごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,3,"23,22,22","35000,35000,35000","2000,2000,2000",0,0,0,4,"126,128,130",1
30030004,紺碧のヒロイン,リズムアイコン{0}個ごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,1,"22,21,21,21,20","30000,30000,30000,30000,30000","2500,2500,2500,3000,3000",0,0,0,4,"110,112,114,116,118",1
30030005,涼を求めて,リズムアイコン{0}個ごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,1,"23,22,22,22,21","31000,31000,31000,31000,31000","2500,2500,2500,3000,3000",0,0,0,4,"111,113,115,117,119",1
30030006,お茶会でひとやすみ,コンボを{0}回達成するごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,2,"21,20,20,20,19","32000,32000,32000,32000,32000","2500,2500,2500,3000,3000",0,0,0,4,"115,117,119,121,123",1
30030007,素の自分で,コンボを{0}回達成するごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,2,"27,26,26,26,25,25,25,24,24","43000,43000,43000,43000,43000,43000,43000,43000,43000","3000,3000,3000,3500,3500,3500,4000,4000,4000",0,0,0,4,"111,113,115,117,119,121,123,125,127",1
30040001,読者モデル,リズムアイコン{0}個ごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,1,"21,20,20","29000,29000,29000","2000,2000,2000",0,0,0,4,"108,110,112",1
30040002,頼りになる存在,コンボを{0}回達成するごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,2,"19,18,18","30000,30000,30000","2000,2000,2000",0,0,0,4,"111,113,115",1
30040003,ストイックに,リズムアイコン{0}個ごとに{1}%の確率で<br>体力が{3}回復する,1,"23,22,21","28000,28000,28000",,0,0,0,6,"1,1,1",1
30040004,薫る夏扇子,リズムアイコン{0}個ごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,1,"24,23,23,23,22","32000,32000,32000,32000,32000","2500,2500,2500,3000,3000",0,0,0,4,"112,114,116,118,120",1
30040005,情熱は胸の奥に,コンボを{0}回達成するごとに{1}%の確率で<br>{2}秒間PERFECTの判定が{3}段階広くなる,2,"20,19,19,19,18","34000,34000,34000,34000,34000","4500,4500,4500,5000,5000",0,0,0,5,"1,1,1,1,2",1
30040006,たまにはキュートに,リズムアイコン{0}個ごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,1,"21,20,20,20,19","29000,29000,29000,29000,29000","2500,2500,2500,3000,3000",0,0,0,4,"108,110,112,114,116",1
30040007,クオリティの追求,コンボを{0}回達成するごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,2,"30,29,29,29,28,28,28,27,27","49000,49000,49000,49000,49000,49000,49000,49000,49000","3000,3000,3000,3500,3500,3500,4000,4000,4000",0,0,0,4,"108,110,112,114,116,118,120,122,124",1
30050001,みんなの太陽,PERFECTを{0}回達成するごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,3,"24,23,23","37000,37000,37000","2000,2000,2000",0,0,0,4,"125,127,129",1
30050002,助っ人,リズムアイコン{0}個ごとに{1}%の確率で<br>体力が{3}回復する,1,"22,21,20","27000,27000,27000",,0,0,0,6,"1,1,1",1
30050003,向上心,リズムアイコン{0}個ごとに{1}%の確率で<br>{2}秒間虹ヶ咲学園スクールアイドル同好会所属のリズムアイコンのスコアが{3}増える,1,"24,23,23","32000,32000,32000","2000,2000,2000",0,300,0,4,"112,114,116",1
30050004,真夏の太陽,リズムアイコン{0}個ごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,1,"22,21,21,21,20","30000,30000,30000,30000,30000","2500,2500,2500,3000,3000",0,0,0,4,"110,112,114,116,118",1
30050005,はじける笑顔と水風船,コンボを{0}回達成するごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,2,"23,22,22,22,21","35000,35000,35000,35000,35000","2500,2500,2500,3000,3000",0,0,0,4,"115,117,119,121,123",1
30050006,ハッピーイースター,リズムアイコン{0}個ごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,1,"20,19,19,19,18","28000,28000,28000,28000,28000","2500,2500,2500,3000,3000",0,0,0,4,"106,108,110,112,114",1
30050007,チェンジオブペース,リズムアイコン{0}個ごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,1,"26,25,25,25,24,24,24,23,23","34000,34000,34000,34000,34000,34000,34000,34000,34000","3000,3000,3000,3500,3500,3500,4000,4000,4000",0,0,0,4,"115,117,119,121,123,125,127,129,131",1
30060001,マイペース,コンボを{0}回達成するごとに{1}%の確率で<br>体力が{3}回復する,2,"20,19,18","32000,32000,32000",,0,0,0,6,"1,1,1",1
30060002,すやぴー……,コンボを{0}回達成するごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,2,"18,17,17","29000,29000,29000","2000,2000,2000",0,0,0,4,"109,111,113",1
30060003,姉として,リズムアイコン{0}個ごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,1,"23,22,22","31000,31000,31000","2000,2000,2000",0,0,0,4,"111,113,115",1
30060004,夏だって夢の国へ,リズムアイコン{0}個ごとに{1}%の確率で<br>体力が{3}回復する,1,"24,23,22,21,20","29000,29000,29000,29000,29000",,0,0,0,6,"2,2,2,2,3",1
30060005,朝凪のおでかけ,コンボを{0}回達成するごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,2,"21,20,20,20,19","32000,32000,32000,32000,32000","2500,2500,2500,3000,3000",0,0,0,4,"115,117,119,121,123",1
30060006,うさぎさんがご案内,リズムアイコン{0}個ごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,1,"20,19,19,19,18","28000,28000,28000,28000,28000","2500,2500,2500,3000,3000",0,0,0,4,"106,108,110,112,114",1
30060007,姉妹の食卓,{0}秒ごとに{1}%の確率で<br>体力が{3}回復する,4,"5000,4900,4800,4700,4600,4500,4400,4300,4200","30000,30200,30400,30600,30800,31000,31200,31400,31600",,0,0,0,6,"3,3,3,3,4,4,4,4,5",1
30070001,熱血真面目,リズムアイコン{0}個ごとに{1}%の確率で<br>体力が{3}回復する,1,"24,23,22","29000,29000,29000",,0,0,0,6,"1,1,1",1
30070002,変身ヒーロー,リズムアイコン{0}個ごとに{1}%の確率で<br>{2}秒間虹ヶ咲学園スクールアイドル同好会所属のリズムアイコンのスコアが{3}増える,1,"23,22,22","31000,31000,31000","2000,2000,2000",0,300,0,4,"111,113,115",1
30070003,アツいココロ,コンボを{0}回達成するごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,2,"18,17,17","29000,29000,29000","2000,2000,2000",0,0,0,4,"109,111,113",1
30070004,太陽の下で輝いて,リズムアイコン{0}個ごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,1,"23,22,22,22,21","31000,31000,31000,31000,31000","2500,2500,2500,3000,3000",0,0,0,4,"111,113,115,117,119",1
30070005,紅緋のかざぐるま,コンボを{0}回達成するごとに{1}%の確率で<br>{2}秒間PERFECTの判定が{3}段階広くなる,2,"22,21,21,21,20","37000,37000,37000,37000,37000","4500,4500,4500,5000,5000",0,0,0,5,"1,1,1,1,2",1
30070006,エッグ発見♪,コンボを{0}回達成するごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,2,"24,23,23,23,22","37000,37000,37000,37000,37000","2500,2500,2500,3000,3000",0,0,0,4,"114,116,118,120,122",1
30070007,大好きを伝えたい！,リズムアイコン{0}個ごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,1,"28,27,27,27,26,26,26,25,25","37000,37000,37000,37000,37000,37000,37000,37000,37000","3000,3000,3000,3500,3500,3500,4000,4000,4000",0,0,0,4,"114,116,118,120,122,124,126,128,130",1
30080001,おっとりマイペース,リズムアイコン{0}個ごとに{1}%の確率で<br>体力が{3}回復する,1,"25,24,23","30000,30000,30000",,0,0,0,6,"1,1,1",1
30080002,スイスの空気,PERFECTを{0}回達成するごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,3,"25,24,24","39000,39000,39000","2000,2000,2000",0,0,0,4,"124,126,128",1
30080003,みんなの支え,リズムアイコン{0}個ごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,1,"21,20,20","29000,29000,29000","2000,2000,2000",0,0,0,4,"108,110,112",1
30080004,夏の木漏れ日の下,コンボを{0}回達成するごとに{1}%の確率で<br>{2}秒間PERFECTの判定が{3}段階広くなる,2,"20,19,19,19,18","34000,34000,34000,34000,34000","4500,4500,4500,5000,5000",0,0,0,5,"1,1,1,1,2",1
30080005,かき氷の清涼感,リズムアイコン{0}個ごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,1,"22,21,21,21,20","30000,30000,30000,30000,30000","2500,2500,2500,3000,3000",0,0,0,4,"110,112,114,116,118",1
30080006,可愛い卵見つけたよ,リズムアイコン{0}個ごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,1,"22,21,21,21,20","30000,30000,30000,30000,30000","2500,2500,2500,3000,3000",0,0,0,4,"110,112,114,116,118",1
30080007,爽やかな木漏れ日,コンボを{0}回達成するごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,2,"25,24,24,24,23,23,23,22,22","39000,39000,39000,39000,39000,39000,39000,39000,39000","3000,3000,3000,3500,3500,3500,4000,4000,4000",0,0,0,4,"113,115,117,119,121,123,125,127,129",1
30090001,やりたいこと,コンボを{0}回達成するごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,2,"17,16,16","28000,28000,28000","2000,2000,2000",0,0,0,4,"107,109,111",1
30090002,気持ちを繋げる,コンボを{0}回達成するごとに{1}%の確率で<br>体力が{3}回復する,2,"24,23,22","38000,38000,38000",,0,0,0,6,"1,1,1",1
30090003,璃奈ちゃんボード,リズムアイコン{0}個ごとに{1}%の確率で<br>{2}秒間PERFECT時のスコアが{3}増える,1,"23,22,22","31000,31000,31000","2000,2000,2000",1,0,0,4,"111,113,115",1
30090004,璃奈ちゃんうちわ,コンボを{0}回達成するごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,2,"25,24,24,24,23","39000,39000,39000,39000,39000","2500,2500,2500,3000,3000",0,0,0,4,"113,115,117,119,121",1
30090005,避暑地で涼もう,リズムアイコン{0}個ごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,1,"24,23,23,23,22","32000,32000,32000,32000,32000","2500,2500,2500,3000,3000",0,0,0,4,"112,114,116,118,120",1
30090006,イースターバルーン,コンボを{0}回達成するごとに{1}%の確率で<br>{2}秒間PERFECTの判定が{3}段階広くなる,2,"22,21,21,21,20","37000,37000,37000,37000,37000","4500,4500,4500,5000,5000",0,0,0,5,"1,1,1,1,2",1
30090007,お散歩役員のお世話,リズムアイコン{0}個ごとに{1}%の確率で<br>体力が{3}回復する,1,"26,25,24,23,22,21,20,19,18","31000,31000,31000,31000,31000,31000,31000,31000,31000",,0,0,0,6,"3,3,3,3,4,4,4,4,5",1
30100001,夢の始まり,コンボを{0}回達成するごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,2,"17,16,16","28000,28000,28000","2000,2000,2000",0,0,0,4,"107,109,111",1
30100002,みんなのために,リズムアイコン{0}個ごとに{1}%の確率で<br>{2}秒間虹ヶ咲学園スクールアイドル同好会所属のリズムアイコンのスコアが{3}増える,1,"24,23,23","32000,32000,32000","2000,2000,2000",0,300,0,4,"112,114,116",1
30100003,努力を重ねて,リズムアイコン{0}個ごとに{1}%の確率で<br>{2}秒間PERFECTの判定が{3}段階広くなる,1,"23,22,22","30000,30000,30000","4000,4000,4000",0,0,0,5,"1,1,1",1
30100004,そよぐ花萌葱,PERFECTを{0}回達成するごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,3,"26,25,25,25,24","41000,41000,41000,41000,41000","2500,2500,2500,3000,3000",0,0,0,4,"123,125,127,129,131",1
30100005,半日陰で咲く,コンボを{0}回達成するごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,2,"23,22,22,22,21","35000,35000,35000,35000,35000","2500,2500,2500,3000,3000",0,0,0,4,"115,117,119,121,123",1
30100006,復活の象徴,{0}秒ごとに{1}%の確率で<br>体力が{3}回復する,4,"7000,6900,6800,6700,6600","42000,42200,42400,42600,42800",,0,0,0,6,"2,2,2,2,3",1
30100007,精進あるのみ,{0}秒ごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,4,"5000,4800,4800,4600,4600,4400,4400,4200,4200","34000,34200,34400,34600,34800,35000,35200,35400,35600","3000,3000,3000,3500,3500,3500,4000,4000,4000",0,0,0,4,"95,97,99,101,103,105,107,109,111",1
30110001,飛び級転入生,リズムアイコン{0}個ごとに{1}%の確率で<br>体力が{3}回復する,1,"20,19,18","25000,25000,25000",,0,0,0,6,"1,1,1",1
30110002,NewYorker,リズムアイコン{0}個ごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,1,"20,19,19","28000,28000,28000","2000,2000,2000",0,0,0,4,"106,108,110",1
30110003,ボクの曲,コンボを{0}回達成するごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,2,"20,19,19","31000,31000,31000","2000,2000,2000",0,0,0,4,"113,115,117",1
30110004,浴衣に挑戦,リズムアイコン{0}個ごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,1,"24,23,23,23,22","32000,32000,32000,32000,32000","2500,2500,2500,3000,3000",0,0,0,4,"112,114,116,118,120",1
30110005,しゅわっとラムネ,リズムアイコン{0}個ごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,1,"23,22,22,22,21","31000,31000,31000,31000,31000","2500,2500,2500,3000,3000",0,0,0,4,"111,113,115,117,119",1
30110006,エッグはどこに？,コンボを{0}回達成するごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,2,"23,22,22,22,21","35000,35000,35000,35000,35000","2500,2500,2500,3000,3000",0,0,0,4,"115,117,119,121,123",1
30110007,渾身の作曲,リズムアイコン{0}個ごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,1,"25,24,24,24,23,23,23,22,22","33000,33000,33000,33000,33000,33000,33000,33000,33000","3000,3000,3000,3500,3500,3500,4000,4000,4000",0,0,0,4,"114,116,118,120,122,124,126,128,130",1
30120001,無問題ラ！,リズムアイコン{0}個ごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,1,"22,21,21","30000,30000,30000","2000,2000,2000",0,0,0,4,"110,112,114",1
30120002,香港出身,コンボを{0}回達成するごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,2,"20,19,19","31000,31000,31000","2000,2000,2000",0,0,0,4,"113,115,117",1
30120003,何でもできる,コンボを{0}回達成するごとに{1}%の確率で<br>体力が{3}回復する,2,"23,22,21","36000,36000,36000",,0,0,0,6,"1,1,1",1
30120004,軽やかな足取り,コンボを{0}回達成するごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,2,"23,22,22,22,21","35000,35000,35000,35000,35000","2500,2500,2500,3000,3000",0,0,0,4,"115,117,119,121,123",1
30120005,パリパリりんご飴,{0}秒ごとに{1}%の確率で<br>体力が{3}回復する,4,"8000,7900,7800,7700,7600","48000,48200,48400,48600,48800",,0,0,0,6,"2,2,2,2,3",1
30120006,フルーツサンド,リズムアイコン{0}個ごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,1,"21,20,20,20,19","29000,29000,29000,29000,29000","2500,2500,2500,3000,3000",0,0,0,4,"108,110,112,114,116",1
30120007,ライバルで仲間,コンボを{0}回達成するごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,2,"29,28,28,28,27,27,27,26,26","47000,47000,47000,47000,47000,47000,47000,47000,47000","3000,3000,3000,3500,3500,3500,4000,4000,4000",0,0,0,4,"109,111,113,115,117,119,121,123,125",1
40010001,諦めないキモチ,コンボを{0}回達成するごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,2,"20,19,19","31000,31000,31000","2000,2000,2000",0,0,0,4,"113,115,117",1
40010002,歌うのが好き,PERFECTを{0}回達成するごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,3,"24,23,23","37000,37000,37000","2000,2000,2000",0,0,0,4,"125,127,129",1
40010003,おうちで唄おう,リズムアイコン{0}個ごとに{1}%の確率で<br>{2}秒間PERFECTの判定が{3}段階広くなる,1,"22,21,21","29000,29000,29000","4000,4000,4000",0,0,0,5,"1,1,1",1
40010004,みんなを元気に,リズムアイコン{0}個ごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,1,"21,20,20,20,19","29000,29000,29000,29000,29000","2500,2500,2500,3000,3000",0,0,0,4,"108,110,112,114,116",1
40010005,ちょっぴりシャイでも,リズムアイコン{0}個ごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,1,"21,20,20,20,19","29000,29000,29000,29000,29000","2500,2500,2500,3000,3000",0,0,0,4,"108,110,112,114,116",1
40010006,原宿に繰り出そう,コンボを{0}回達成するごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,2,"24,23,23,23,22","37000,37000,37000,37000,37000","2500,2500,2500,3000,3000",0,0,0,4,"114,116,118,120,122",1
40010007,想いを胸に,{0}秒ごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,4,"8000,7800,7800,7600,7600,7400,7400,7200,7200","38000,38200,38400,38600,38800,39000,39200,39400,39600","3000,3000,3000,3500,3500,3500,4000,4000,4000",0,0,0,4,"136,138,140,142,144,146,148,150,152",1
40020001,一直線！,リズムアイコン{0}個ごとに{1}%の確率で<br>{2}秒間Liella!所属のリズムアイコンのスコアが{3}増える,1,"24,23,23","32000,32000,32000","2000,2000,2000",0,400,0,4,"112,114,116",1
40020002,上海出身,リズムアイコン{0}個ごとに{1}%の確率で<br>{2}秒間PERFECT時のスコアが{3}増える,1,"24,23,23","32000,32000,32000","2000,2000,2000",1,0,0,4,"112,114,116",1
40020003,おうちでおめかし,リズムアイコン{0}個ごとに{1}%の確率で<br>体力が{3}回復する,1,"25,24,23","30000,30000,30000",,0,0,0,6,"1,1,1",1
40020004,精一杯頑張るのデス！,リズムアイコン{0}個ごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,1,"23,22,22,22,21","31000,31000,31000,31000,31000","2500,2500,2500,3000,3000",0,0,0,4,"111,113,115,117,119",1
40020005,パワフルな情熱家,コンボを{0}回達成するごとに{1}%の確率で<br>体力が{3}回復する,2,"30,29,28,27,26","53000,53000,53000,53000,53000",,0,0,0,6,"2,2,2,2,3",1
40020006,ラフにキメて☆,コンボを{0}回達成するごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,2,"20,19,19,19,18","31000,31000,31000,31000,31000","2500,2500,2500,3000,3000",0,0,0,4,"113,115,117,119,121",1
40020007,衣装スタイリスト,コンボを{0}回達成するごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,2,"27,26,26,26,25,25,25,24,24","43000,43000,43000,43000,43000,43000,43000,43000,43000","3000,3000,3000,3500,3500,3500,4000,4000,4000",0,0,0,4,"111,113,115,117,119,121,123,125,127",1
40030001,ダンス担当,リズムアイコン{0}個ごとに{1}%の確率で<br>体力が{3}回復する,1,"22,21,20","27000,27000,27000",,0,0,0,6,"1,1,1",1
40030002,丸いものラブ,コンボを{0}回達成するごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,2,"24,23,23","37000,37000,37000","2000,2000,2000",0,0,0,4,"114,116,118",1
40030003,おうちでサプライズ,PERFECTを{0}回達成するごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,3,"24,23,23","37000,37000,37000","2000,2000,2000",0,0,0,4,"125,127,129",1
40030004,一緒に踊ろう,リズムアイコン{0}個ごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,1,"23,22,22,22,21","31000,31000,31000,31000,31000","2500,2500,2500,3000,3000",0,0,0,4,"111,113,115,117,119",1
40030005,たこ焼き食べる？,リズムアイコン{0}個ごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,1,"24,23,23,23,22","32000,32000,32000,32000,32000","2500,2500,2500,3000,3000",0,0,0,4,"112,114,116,118,120",1
40030006,軽快な挨拶♪,コンボを{0}回達成するごとに{1}%の確率で<br>{2}秒間PERFECTの判定が{3}段階広くなる,2,"24,23,23,23,22","40000,40000,40000,40000,40000","4500,4500,4500,5000,5000",0,0,0,5,"1,1,1,1,2",1
40030007,先輩のステップ,リズムアイコン{0}個ごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,1,"26,25,25,25,24,24,24,23,23","34000,34000,34000,34000,34000,34000,34000,34000,34000","3000,3000,3000,3500,3500,3500,4000,4000,4000",0,0,0,4,"115,117,119,121,123,125,127,129,131",1
40040001,ショウビズ精神,コンボを{0}回達成するごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,2,"18,17,17","29000,29000,29000","2000,2000,2000",0,0,0,4,"109,111,113",1
40040002,ジョーカー的存在,リズムアイコン{0}個ごとに{1}%の確率で<br>体力が{3}回復する,1,"25,24,23","30000,30000,30000",,0,0,0,6,"1,1,1",1
40040003,おうちでカンパイ☆,リズムアイコン{0}個ごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,1,"20,19,19","28000,28000,28000","2000,2000,2000",0,0,0,4,"106,108,110",1
40040004,ギャラクシー！,コンボを{0}回達成するごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,2,"22,21,21,21,20","34000,34000,34000,34000,34000","2500,2500,2500,3000,3000",0,0,0,4,"113,115,117,119,121",1
40040005,舞い戻った表舞台,リズムアイコン{0}個ごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,1,"21,20,20,20,19","29000,29000,29000,29000,29000","2500,2500,2500,3000,3000",0,0,0,4,"108,110,112,114,116",1
40040006,厚底で往く！,リズムアイコン{0}個ごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,1,"25,24,24,24,23","33000,33000,33000,33000,33000","2500,2500,2500,3000,3000",0,0,0,4,"114,116,118,120,122",1
40040007,両腕いっぱい,コンボを{0}回達成するごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,2,"26,25,25,25,24,24,24,23,23","41000,41000,41000,41000,41000,41000,41000,41000,41000","3000,3000,3000,3500,3500,3500,4000,4000,4000",0,0,0,4,"112,114,116,118,120,122,124,126,128",1
40050001,優等生,リズムアイコン{0}個ごとに{1}%の確率で<br>{2}秒間PERFECTの判定が{3}段階広くなる,1,"24,23,23","31000,31000,31000","4000,4000,4000",0,0,0,5,"1,1,1",1
40050002,お嬢様,コンボを{0}回達成するごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,2,"20,19,19","31000,31000,31000","2000,2000,2000",0,0,0,4,"113,115,117",1
40050003,おうちを飾り付け,リズムアイコン{0}個ごとに{1}%の確率で<br>{2}秒間Liella!所属のリズムアイコンのスコアが{3}増える,1,"24,23,23","32000,32000,32000","2000,2000,2000",0,400,0,4,"112,114,116",1
40050004,たゆまぬ努力,リズムアイコン{0}個ごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,1,"22,21,21,21,20","30000,30000,30000,30000,30000","2500,2500,2500,3000,3000",0,0,0,4,"110,112,114,116,118",1
40050005,みなさんの模範に,コンボを{0}回達成するごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,2,"22,21,21,21,20","34000,34000,34000,34000,34000","2500,2500,2500,3000,3000",0,0,0,4,"113,115,117,119,121",1
40050006,ゆるリラコーデ,リズムアイコン{0}個ごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,1,"21,20,20,20,19","29000,29000,29000,29000,29000","2500,2500,2500,3000,3000",0,0,0,4,"108,110,112,114,116",1
